u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
283790787,11064270212,0,"[999044240, 999044239]",,,service,,False,"[False, True]",214.553,"LINESTRING (-122.3215164 47.6008427, -122.3215166 47.6006747, -122.3215221 47.600152, -122.3215093 47.600105, -122.3214737 47.6000731, -122.3214104 47.6000544, -122.3205261 47.600053, -122.3204192 47.6000614, -122.3197986 47.6001825)",,,
298271052,11078002723,0,27183444,,,service,,False,True,6.449,"LINESTRING (-122.3157578 47.599256, -122.3157577 47.599314)",,parking_aisle,
298271052,11077999090,0,263671317,2,South Jackson Street,secondary,25 mph,False,False,18.408,"LINESTRING (-122.3157578 47.599256, -122.3160033 47.5992555)",,,
298271052,298271881,0,263671317,2,South Jackson Street,secondary,25 mph,False,True,35.355,"LINESTRING (-122.3157578 47.599256, -122.3152863 47.5992592)",,,
298271144,11076454446,0,27183444,,,service,,False,False,9.249,"LINESTRING (-122.3156844 47.5998832, -122.3157581 47.5998165)",,parking_aisle,
298271144,53129313,0,332223488,4,Boren Avenue South,secondary,25 mph,False,True,23.585,"LINESTRING (-122.3156844 47.5998832, -122.3159292 47.6000164)",,,
298271144,298271289,0,347092906,4,Boren Avenue South,secondary,25 mph,False,False,40.734,"LINESTRING (-122.3156844 47.5998832, -122.315418 47.5997551, -122.3152354 47.5996772)",,,
298271289,11076454445,0,27183454,,,service,,False,True,10.676,"LINESTRING (-122.3152354 47.5996772, -122.3152377 47.5995812)",,,
298271289,5440514387,0,428233433,4,Boren Avenue South,secondary,25 mph,False,False,3.672,"LINESTRING (-122.3152354 47.5996772, -122.3151924 47.5996614)",,,
298271289,298271144,0,347092906,4,Boren Avenue South,secondary,25 mph,False,True,40.734,"LINESTRING (-122.3152354 47.5996772, -122.315418 47.5997551, -122.3156844 47.5998832)",,,
298271881,11078002725,0,27183454,,,service,,False,False,6.394,"LINESTRING (-122.3152863 47.5992592, -122.3152874 47.5993167)",,,
298271881,298271052,0,263671317,2,South Jackson Street,secondary,25 mph,False,False,35.355,"LINESTRING (-122.3152863 47.5992592, -122.3157578 47.599256)",,,
298271881,7083144879,0,263671317,2,South Jackson Street,secondary,25 mph,False,True,35.623000000000005,"LINESTRING (-122.3152863 47.5992592, -122.3151302 47.5992596, -122.3150209 47.5992596, -122.3149139 47.5992593, -122.314897 47.5992426, -122.314865 47.5992128, -122.3148545 47.5992028)",,,
298272161,11080212177,0,27183524,,,service,,False,False,11.221,"LINESTRING (-122.3140254 47.5983282, -122.3141002 47.5984156)",,,
298272161,11080212178,0,508518750,,,service,,False,False,8.373,"LINESTRING (-122.3140254 47.5983282, -122.3139753 47.5982609)",,driveway,
298272161,6597140234,0,969976887,2,South King Street,residential,20 mph,False,True,12.702,"LINESTRING (-122.3140254 47.5983282, -122.3141948 47.5983289)",,,
298272161,11080212143,0,"[1414487551, 969976887]",2,South King Street,residential,20 mph,False,False,32.802,"LINESTRING (-122.3140254 47.5983282, -122.3137183 47.598331, -122.3135882 47.5983363)",,,
298272439,8009016183,0,1039616130,,,footway,,False,True,21.306,"LINESTRING (-122.3200032 47.6011224, -122.3199426 47.6009352)",,,
298272439,298272510,0,675720750,,,footway,,False,False,46.853,"LINESTRING (-122.3200032 47.6011224, -122.3201619 47.6010973, -122.3204761 47.6010976, -122.3206177 47.6011259)",,,
298272439,11064270205,0,"[1191716465, 1039616130]",,,footway,,False,False,26.982,"LINESTRING (-122.3200032 47.6011224, -122.31993 47.6011341, -122.3198659 47.6009471)",,,
298272510,6328001037,0,675720750,,,footway,,False,False,22.921,"LINESTRING (-122.3206177 47.6011259, -122.3209234 47.6011264)",,,
298272510,298272439,0,675720750,,,footway,,False,True,46.853,"LINESTRING (-122.3206177 47.6011259, -122.3204761 47.6010976, -122.3201619 47.6010973, -122.3200032 47.6011224)",,,
298272510,6328001212,0,"[675720755, 675720756, 675720759]",,,"['footway', 'steps']",,False,False,52.728,"LINESTRING (-122.3206177 47.6011259, -122.3206425 47.6011741, -122.3206687 47.6012274, -122.3208486 47.6015738)",,,
298272510,8009040786,0,"[675720757, 675720758, 675720759]",,,"['footway', 'steps']",,False,True,21.855,"LINESTRING (-122.3206177 47.6011259, -122.3205897 47.6010751, -122.3205623 47.6010227, -122.3205419 47.600937)",,,
298272582,11064270235,0,6402586,2,10th Avenue South,residential,20 mph,False,False,19.502,"LINESTRING (-122.3194947 47.6011545, -122.3194369 47.6009835)",,,
298272582,11064270285,0,27183604,,,service,,False,True,9.034,"LINESTRING (-122.3194947 47.6011545, -122.3196124 47.6011371)",,,
298272582,11060891575,0,6402586,2,10th Avenue South,residential,20 mph,False,True,49.678000000000004,"LINESTRING (-122.3194947 47.6011545, -122.3195565 47.6013628, -122.3195703 47.6014429, -122.3195807 47.60157, -122.31958 47.6015964)",,,
829532073,11077999063,0,401683557,,Yesler Hillclimb,footway,,False,False,14.982,"LINESTRING (-122.319542 47.6000187, -122.3197404 47.6000347)",,,
829532073,11077999064,0,401683557,,Yesler Hillclimb,footway,,False,True,16.848,"LINESTRING (-122.319542 47.6000187, -122.3195421 47.6000024, -122.3197406 47.5999832)",,,
829532073,8015451723,0,859196932,,,footway,,False,True,74.33,"LINESTRING (-122.319542 47.6000187, -122.3188291 47.5999772, -122.3186303 47.5999795, -122.3185559 47.5999928)",,,
829673825,10757937613,0,69200847,2,9th Avenue South,residential,20 mph,False,True,32.243,"LINESTRING (-122.3210363 47.5995809, -122.3210271 47.599291)",,,
829673828,11077999050,0,726514656,,South Jackson Street,secondary,25 mph,False,False,94.108,"LINESTRING (-122.3210286 47.5991942, -122.3197735 47.5991923)",,,
829673828,10757937613,0,69200847,2,9th Avenue South,residential,20 mph,False,False,10.777000000000001,"LINESTRING (-122.3210286 47.5991942, -122.321025 47.5992209, -122.3210271 47.599291)",,,
829673828,10757937626,0,726514656,,South Jackson Street,secondary,25 mph,False,True,57.22,"LINESTRING (-122.3210286 47.5991942, -122.3211194 47.5991951, -122.3217917 47.5991992)",,,
1779455736,7083435730,0,263712955,2,10th Avenue South,residential,20 mph,False,True,6.774,"LINESTRING (-122.3192755 47.5958854, -122.3192748 47.595913, -122.319273 47.5959463)",,,
2507633630,53089011,0,428247254,3,Rainier Avenue South,secondary,25 mph,False,False,21.931,"LINESTRING (-122.3139214 47.59908, -122.3141443 47.5992077)",,,
2507633630,7404294435,0,758437523,,,footway,,False,True,10.911,"LINESTRING (-122.3139214 47.59908, -122.3140629 47.5990571)",,,
2507633630,9048273673,0,"[661350011, 428247254]",3,Rainier Avenue South,secondary,25 mph,False,True,37.42,"LINESTRING (-122.3139214 47.59908, -122.3138729 47.5990112, -122.3136937 47.5987806)",,,
2507633630,8277839586,0,"[890664873, 758437523]",,,footway,,False,False,7.281,"LINESTRING (-122.3139214 47.59908, -122.3138506 47.5990915, -122.3138266 47.599089)",,,
2507633641,53089011,0,347092907,5,Boren Avenue South,secondary,25 mph,False,False,26.095,"LINESTRING (-122.314397 47.5993687, -122.314322 47.5993264, -122.314303 47.5993149, -122.314257 47.599285, -122.3142 47.5992483, -122.3141443 47.5992077)",,,
2507633641,7327759086,0,347092907,5,Boren Avenue South,secondary,25 mph,False,True,27.996,"LINESTRING (-122.314397 47.5993687, -122.3144567 47.5993943, -122.3145282 47.5994242, -122.3146023 47.5994511, -122.3147207 47.5994939)",,,
2507633641,11077999103,0,"[758437526, 758437527]",,,footway,,False,"[False, True]",10.809999999999999,"LINESTRING (-122.314397 47.5993687, -122.3145047 47.5993245, -122.3145046 47.5993123)",,,
2507633641,7083137865,0,"[758437532, 758437526]",,,footway,,False,"[False, True]",9.519,"LINESTRING (-122.314397 47.5993687, -122.314306 47.5994061, -122.3142944 47.5994174)",,,
3393331431,11064270284,0,564742427,,,service,,False,False,7.957,"LINESTRING (-122.317132 47.6003414, -122.3170259 47.6003397)",,,
3393331431,11064270279,0,739874554,3,12th Avenue South,secondary,25 mph,False,False,43.103,"LINESTRING (-122.317132 47.6003414, -122.3170797 47.6004943, -122.3169983 47.6007184)",,,
3393331431,11076454419,0,"[739874554, 622519661]",3,12th Avenue South,secondary,25 mph,False,True,26.733,"LINESTRING (-122.317132 47.6003414, -122.3171501 47.6002691, -122.3171641 47.6002001, -122.3171688 47.6001027)",,,
3404819538,11078002710,0,27183490,,,service,,False,False,5.739,"LINESTRING (-122.3151984 47.5991463, -122.3151965 47.5990947)",,,
3404819538,11077999089,0,333370569,2,South Jackson Street,secondary,25 mph,False,True,60.247,"LINESTRING (-122.3151984 47.5991463, -122.3160019 47.5991488)",,,
3404819538,7083144879,0,333370569,2,South Jackson Street,secondary,25 mph,False,False,28.825,"LINESTRING (-122.3151984 47.5991463, -122.3148924 47.5991568, -122.3148545 47.5992028)",,,
3535107360,5440514379,0,332223494,2,South Jackson Street,secondary,25 mph,False,False,16.827,"LINESTRING (-122.3138937 47.5992072, -122.3136693 47.5992088)",,,
3535107360,53089011,0,332223494,2,South Jackson Street,secondary,25 mph,False,True,18.79,"LINESTRING (-122.3138937 47.5992072, -122.3141443 47.5992077)",,,
3535107360,8277839583,0,"[758437524, 890664871]",,,footway,,False,"[False, True]",11.421,"LINESTRING (-122.3138937 47.5992072, -122.3139653 47.599286, -122.3139653 47.5992963)",,,
3535107360,8277839585,0,"[890664872, 758437524]",,,footway,,False,True,11.567,"LINESTRING (-122.3138937 47.5992072, -122.3138218 47.5991281, -122.3138084 47.5991214)",,,
3535107368,11077810357,0,6405076,1,14th Avenue South,tertiary,25 mph,False,False,63.883,"LINESTRING (-122.3141342 47.5993688, -122.3141324 47.5994022, -122.314158 47.5997292, -122.3141585 47.5999263, -122.3141529 47.5999424)",,,
3535107368,53089011,0,6405076,1,14th Avenue South,tertiary,25 mph,False,True,17.93,"LINESTRING (-122.3141342 47.5993688, -122.3141386 47.599298, -122.3141443 47.5992077)",,,
3535107368,7083137865,0,"[758437525, 1193462198, 893872039]",,,footway,,False,"[False, True]",13.178,"LINESTRING (-122.3141342 47.5993688, -122.3141699 47.5993792, -122.3142248 47.5993951, -122.3142532 47.5994033, -122.314269 47.5994082, -122.3142944 47.5994174)",,,
3535107368,8144095681,0,"[758437525, 1193462197]",,,footway,,False,"[False, True]",9.763,"LINESTRING (-122.3141342 47.5993688, -122.3140554 47.5993459, -122.314011 47.599346)",,,
3535108101,3535108103,0,"[347092921, 347092919]",,,"['footway', 'steps']",,False,True,8.098,"LINESTRING (-122.3157355 47.6005358, -122.3156905 47.6005363, -122.3156275 47.6005369)",,,
3535108103,3535108101,0,"[347092921, 347092919]",,,"['footway', 'steps']",,False,False,8.098,"LINESTRING (-122.3156275 47.6005369, -122.3156905 47.6005363, -122.3157355 47.6005358)",,,
3535108103,3535108111,0,347092923,,,footway,,False,False,13.479000000000001,"LINESTRING (-122.3156275 47.6005369, -122.3156234 47.6005763, -122.3156248 47.6006016, -122.315614 47.6006246, -122.3155936 47.6006538)",,,
3535108103,281495065,0,347092923,,,footway,,False,True,204.46900000000008,"LINESTRING (-122.3156275 47.6005369, -122.3156241 47.6004056, -122.3156199 47.6003284, -122.3156104 47.6002671, -122.3155994 47.6002104, -122.315584 47.6001901, -122.3155371 47.600181, -122.3154874 47.6001747, -122.3154304 47.6001734, -122.3153372 47.6001752, -122.3152541 47.6001788, -122.3151763 47.6001819, -122.3151046 47.6001928, -122.3150455 47.600205, -122.3150033 47.6002095, -122.314951 47.600205, -122.314898 47.6001955, -122.3148383 47.6001887, -122.3147498 47.6001833, -122.3146446 47.6001806, -122.3145822 47.6001824, -122.3145279 47.6001928, -122.314485 47.6002118, -122.3144508 47.6002389, -122.3144327 47.6002624, -122.3144179 47.6002873, -122.3144052 47.6003185, -122.3144092 47.6003397, -122.3144152 47.6003886, -122.3144199 47.6004288, -122.3144239 47.6006305, -122.3144347 47.6006409, -122.3144501 47.6006472, -122.3146251 47.6006522, -122.3146633 47.6006572, -122.3147311 47.6006689, -122.3147954 47.6006879, -122.3148375 47.6007085)",,,
3535108111,3535108117,0,347092918,,,footway,,False,False,9.474,"LINESTRING (-122.3155936 47.6006538, -122.3156849 47.6007127)",,,
3535108111,281495221,0,347092923,,,footway,,False,False,31.429000000000002,"LINESTRING (-122.3155936 47.6006538, -122.3155597 47.6006644, -122.3155175 47.6006735, -122.3151801 47.6006789)",,,
3535108111,3535108103,0,347092923,,,footway,,False,True,13.479,"LINESTRING (-122.3155936 47.6006538, -122.315614 47.6006246, -122.3156248 47.6006016, -122.3156234 47.6005763, -122.3156275 47.6005369)",,,
3535108117,281495069,0,347092917,,,footway,,False,True,6.766,"LINESTRING (-122.3156849 47.6007127, -122.3156016 47.6007361)",,,
3535108117,3535108111,0,347092918,,,footway,,False,True,9.474,"LINESTRING (-122.3156849 47.6007127, -122.3155936 47.6006538)",,,
3535108117,281495077,0,347092917,,,footway,,False,False,59.821000000000005,"LINESTRING (-122.3156849 47.6007127, -122.3157046 47.6007072, -122.3157819 47.6007766, -122.3160308 47.6007882, -122.3161767 47.6008866, -122.3162209 47.6009481, -122.3162335 47.6010086)",,,
3535108129,281495065,0,347092917,,,footway,,False,False,9.819,"LINESTRING (-122.3147394 47.600767, -122.3148375 47.6007085)",,,
3535108129,3535108132,0,347092922,,,footway,,False,True,7.345,"LINESTRING (-122.3147394 47.600767, -122.3148349 47.6007817)",,,
3535108129,9598129743,0,347092917,,,footway,,False,True,8.545,"LINESTRING (-122.3147394 47.600767, -122.3146965 47.6007991, -122.3146628 47.6008239)",,,
3535108132,3535108129,0,347092922,,,footway,,False,False,7.345,"LINESTRING (-122.3148349 47.6007817, -122.3147394 47.600767)",,,
3535108139,281495284,0,347092916,2,,service,,False,True,14.021,"LINESTRING (-122.314289 47.6008294, -122.314476 47.6008296)",,,
3535108139,7083216897,0,758443714,,,footway,,False,False,5.182,"LINESTRING (-122.314289 47.6008294, -122.3142896 47.6007828)",,,
3535108139,7083216898,0,758443714,,,footway,,False,True,10.019,"LINESTRING (-122.314289 47.6008294, -122.3142879 47.6009195)",,,
3535108139,8511861112,0,347092916,2,,service,,False,False,13.091000000000001,"LINESTRING (-122.314289 47.6008294, -122.314215 47.6008293, -122.3141324 47.6008551, -122.3141232 47.6008569)",,,
3535108141,281495069,0,25807423,,,footway,,False,False,19.727,"LINESTRING (-122.3153817 47.6008335, -122.3156016 47.6007361)",,,
3535108141,3535108142,0,347092920,,,footway,,False,True,16.083,"LINESTRING (-122.3153817 47.6008335, -122.3151672 47.6008338)",,,
3535108141,281495204,0,25807423,,,footway,,False,True,11.931000000000001,"LINESTRING (-122.3153817 47.6008335, -122.3153236 47.6008591, -122.3153235 47.6009196)",,,
3535108142,3535108141,0,347092920,,,footway,,False,False,16.083,"LINESTRING (-122.3151672 47.6008338, -122.3153817 47.6008335)",,,
3535108149,281495284,0,347092916,2,,service,,False,False,12.073,"LINESTRING (-122.3146274 47.6008501, -122.3145846 47.6008297, -122.314476 47.6008296)",,,
3535108149,11061352577,0,347092916,2,,service,,False,True,43.185,"LINESTRING (-122.3146274 47.6008501, -122.3146489 47.6008692, -122.3146729 47.6009109, -122.3146803 47.6009458, -122.3146776 47.6012302)",,,
3535108149,9598129743,0,"[347092917, 1191365934]",,,footway,,False,False,3.9419999999999997,"LINESTRING (-122.3146274 47.6008501, -122.3146538 47.6008301, -122.3146628 47.6008239)",,,
3535108173,281493437,0,347092924,2,,service,,False,False,3.747,"LINESTRING (-122.3146762 47.6015651, -122.3146764 47.6015314)",,,
3535108173,11061356828,0,347092924,2,,service,,False,True,5.1739999999999995,"LINESTRING (-122.3146762 47.6015651, -122.3146759 47.6016043, -122.314675 47.6016116)",,,
3535108173,281495284,0,347092925,1,,service,,False,True,92.68900000000001,"LINESTRING (-122.3146762 47.6015651, -122.3145509 47.6015522, -122.3145146 47.6015384, -122.3144743 47.6015111, -122.3144756 47.6009705, -122.314476 47.6008296)",,parking_aisle,
3535108176,11061356828,0,1191365928,,,footway,,False,False,127.551,"LINESTRING (-122.3163762 47.6016151, -122.314675 47.6016116)",,,
3535108176,9598129720,0,1191365928,,,footway,,False,True,10.429,"LINESTRING (-122.3163762 47.6016151, -122.3165153 47.6016154)",,,
3535108176,281493437,0,25807174,2,,service,,False,False,133.42999999999998,"LINESTRING (-122.3163762 47.6016151, -122.3163762 47.6015876, -122.3163598 47.6015617, -122.316342 47.6015503, -122.3163173 47.6015388, -122.3162873 47.6015321, -122.3162286 47.6015323, -122.3157445 47.6015319, -122.3153385 47.6015317, -122.3148816 47.6015315, -122.3146764 47.6015314)",,,
3535108176,281493433,0,25807174,2,,service,,False,True,7.076,"LINESTRING (-122.3163762 47.6016151, -122.316378 47.6016653, -122.316379 47.6016787)",,,
3535108187,53145414,0,347092908,2,East Yesler Way,tertiary,25 mph,False,True,19.556,"LINESTRING (-122.3146754 47.6016767, -122.3149362 47.6016793)",,,
3535108187,11061352596,0,347092910,2,East Yesler Way,tertiary,25 mph,False,False,31.573999999999998,"LINESTRING (-122.3146754 47.6016767, -122.3146502 47.6016767, -122.3143336 47.6016761, -122.314282 47.6016805, -122.314255 47.6016832)",,,
3535108187,11061356828,0,347092924,2,,service,,False,False,7.239000000000001,"LINESTRING (-122.3146754 47.6016767, -122.314675 47.6016627, -122.314675 47.6016116)",,,
3535108199,53209840,0,1059789994,5,Boren Avenue,secondary,25 mph,False,True,2.211,"LINESTRING (-122.317856 47.6017157, -122.31784 47.601699)",,,
3603186714,11083342546,0,354636138,,,service,,False,False,8.039,"LINESTRING (-122.3172446 47.5966769, -122.3171374 47.596676)",,,no
3603186714,11083342523,0,13721473,2,12th Avenue South,secondary,25 mph,False,True,82.53099999999999,"LINESTRING (-122.3172446 47.5966769, -122.3172442 47.5967207, -122.3172444 47.5967417, -122.3172384 47.5972265, -122.3172373 47.5973151, -122.317236 47.5974191)",,,
3603186716,11083342546,0,"[354636138, 354636147]",,,service,,False,True,34.084999999999994,"LINESTRING (-122.3168997 47.5965283, -122.3168992 47.5966742, -122.3170742 47.5966755, -122.3171374 47.596676)",,,no
3669125138,11060891618,0,"[384175441, 609030082]",,,footway,,False,False,12.587,"LINESTRING (-122.3175738 47.6016015, -122.3175943 47.6016019, -122.3177415 47.6016067)",,,
3669125138,11060891631,0,1191365927,,,footway,,False,False,16.415,"LINESTRING (-122.3175738 47.6016015, -122.3175745 47.6015923, -122.3175697 47.6015839, -122.3174598 47.6014778)",,,
3669125138,5769037123,0,1191365927,,,footway,,False,True,2.264,"LINESTRING (-122.3175738 47.6016015, -122.3175702 47.6016125, -122.3175602 47.6016186)",,,
