osmid,y,x,street_count,highway,ref,geometry,elevation
3624444494,47.6028208,-122.3282465,3,,,POINT (-122.3282465 47.6028208),49
3626298844,47.6060186,-122.331715,3,,,POINT (-122.331715 47.6060186),78
3626298846,47.6061635,-122.3317535,3,,,POINT (-122.3317535 47.6061635),78
3626298848,47.606266,-122.3317727,1,,,POINT (-122.3317727 47.606266),78
3626298855,47.6060218,-122.3321983,3,,,POINT (-122.3321983 47.6060218),78
3627893212,47.6073075,-122.340869,1,,,POINT (-122.340869 47.6073075),6
3627893213,47.6075245,-122.3403448,3,,,POINT (-122.3403448 47.6075245),16
3627893214,47.6075202,-122.3408338,1,,,POINT (-122.3408338 47.6075202),11
3627893216,47.607437,-122.3405561,3,,,POINT (-122.3405561 47.607437),10
3629468762,47.6036173,-122.3350478,1,,,POINT (-122.3350478 47.6036173),20
3629468763,47.6035535,-122.3352133,3,,,POINT (-122.3352133 47.6035535),20
3629502457,47.6054806,-122.3331107,1,,,POINT (-122.3331107 47.6054806),51
3629502458,47.6051806,-122.3329702,1,,,POINT (-122.3329702 47.6051806),51
3629502459,47.6051058,-122.3329036,3,,,POINT (-122.3329036 47.6051058),51
3629502475,47.6053871,-122.3345928,3,,,POINT (-122.3345928 47.6053871),31
3629502476,47.6053053,-122.3345266,1,,,POINT (-122.3345266 47.6053053),31
3629504199,47.6051294,-122.3345987,1,,,POINT (-122.3345987 47.6051294),31
3629504213,47.6049534,-122.3337616,1,,,POINT (-122.3337616 47.6049534),32
3629600000,47.603648,-122.3329962,1,,,POINT (-122.3329962 47.603648),36
3629600001,47.6039543,-122.3332735,4,,,POINT (-122.3332735 47.6039543),36
3629600006,47.6046862,-122.333929,3,,,POINT (-122.333929 47.6046862),32
3632105812,47.6149268,-122.3461548,3,,,POINT (-122.3461548 47.6149268),41
3632105813,47.6152513,-122.3457332,3,,,POINT (-122.3457332 47.6152513),39
3632159854,47.6140354,-122.346667,4,,,POINT (-122.346667 47.6140354),34
3632159855,47.6143693,-122.346246,3,,,POINT (-122.346246 47.6143693),41
3632159856,47.6137049,-122.3470813,3,,,POINT (-122.3470813 47.6137049),34
3632159857,47.6139281,-122.3464842,3,,,POINT (-122.3464842 47.6139281),36
3632159858,47.6135949,-122.3468945,3,,,POINT (-122.3468945 47.6135949),34
3633690298,47.5971466,-122.3237471,3,,,POINT (-122.3237471 47.5971466),22
3633690299,47.5975172,-122.3240196,3,,,POINT (-122.3240196 47.5975172),25
3639961879,47.616231,-122.3463714,3,,,POINT (-122.3463714 47.616231),41
3643059131,47.6156985,-122.3454754,3,,,POINT (-122.3454754 47.6156985),39
3643059132,47.6160285,-122.3450697,3,,,POINT (-122.3450697 47.6160285),40
3649292337,47.6136504,-122.3418477,1,,,POINT (-122.3418477 47.6136504),52
3649292338,47.6135611,-122.3416915,3,,,POINT (-122.3416915 47.6135611),52
3649743656,47.6148692,-122.3422846,3,,,POINT (-122.3422846 47.6148692),51
3649743657,47.614633,-122.3418932,1,,,POINT (-122.3418932 47.614633),51
3650935526,47.6153872,-122.3370134,3,,,POINT (-122.3370134 47.6153872),35
3650935527,47.6158519,-122.3379583,3,,,POINT (-122.3379583 47.6158519),30
3651039466,47.5973005,-122.3263803,3,,,POINT (-122.3263803 47.5973005),14
3651039467,47.5972996,-122.3262469,1,,,POINT (-122.3262469 47.5972996),14
3651039469,47.5970174,-122.3250484,3,,,POINT (-122.3250484 47.5970174),16
3651039472,47.5968417,-122.3250496,3,,,POINT (-122.3250496 47.5968417),16
3651039473,47.5968571,-122.3263832,3,,,POINT (-122.3263832 47.5968571),14
3651039474,47.5968549,-122.3257237,3,,,POINT (-122.3257237 47.5968549),16
3651039475,47.5966764,-122.3258445,3,,,POINT (-122.3258445 47.5966764),14
3651039477,47.5965215,-122.3261571,1,,,POINT (-122.3261571 47.5965215),12
3651039478,47.5965215,-122.3258461,3,,,POINT (-122.3258461 47.5965215),12
3651039484,47.5986817,-122.3263711,3,,,POINT (-122.3263711 47.5986817),18
3651039487,47.598877,-122.3263698,3,,,POINT (-122.3263698 47.598877),18
3651039488,47.5987865,-122.3268375,3,,,POINT (-122.3268375 47.5987865),17
3651039490,47.5988786,-122.3266211,3,,,POINT (-122.3266211 47.5988786),18
3651463725,47.6158134,-122.3496253,3,,,POINT (-122.3496253 47.6158134),31
3651463726,47.6154591,-122.3500661,3,,,POINT (-122.3500661 47.6154591),26
3651463727,47.6159228,-122.3498224,3,,,POINT (-122.3498224 47.6159228),40
3651463728,47.6155779,-122.3502657,3,,,POINT (-122.3502657 47.6155779),26
3653205227,47.6126086,-122.3475397,3,,,POINT (-122.3475397 47.6126086),25
3653205229,47.6123944,-122.3478045,3,,,POINT (-122.3478045 47.6123944),15
3653205231,47.612438,-122.3473978,3,,,POINT (-122.3473978 47.612438),21
3653205232,47.6121045,-122.3478775,1,,,POINT (-122.3478775 47.6121045),15
3653379053,47.611009,-122.3414661,1,,,POINT (-122.3414661 47.611009),55
3654879325,47.6112039,-122.341731,1,,,POINT (-122.341731 47.6112039),51
3654879326,47.6114854,-122.3413677,3,,,POINT (-122.3413677 47.6114854),55
3659529777,47.6178524,-122.3380008,1,,,POINT (-122.3380008 47.6178524),25
3662141801,47.6161566,-122.3539501,1,,,POINT (-122.3539501 47.6161566),10
3662165227,47.6160042,-122.3536922,3,,,POINT (-122.3536922 47.6160042),10
3662165232,47.6160778,-122.3538235,4,crossing,,POINT (-122.3538235 47.6160778),10
3662165251,47.6172064,-122.3560026,1,,,POINT (-122.3560026 47.6172064),3
3666685374,47.5974337,-122.3315952,4,,,POINT (-122.3315952 47.5974337),4
3666685377,47.5968128,-122.330627,3,,,POINT (-122.330627 47.5968128),4
3666685378,47.5968183,-122.3328061,4,,,POINT (-122.3328061 47.5968183),9
3666685379,47.5969735,-122.3329242,3,,,POINT (-122.3329242 47.5969735),9
3666685380,47.5968153,-122.3316029,3,,,POINT (-122.3316029 47.5968153),4
3666685381,47.5969669,-122.3316007,4,,,POINT (-122.3316007 47.5969669),4
3666685382,47.5969645,-122.3305579,3,,,POINT (-122.3305579 47.5969645),4
3666728172,47.5971267,-122.3329237,3,,,POINT (-122.3329237 47.5971267),9
3666728173,47.5971239,-122.3315984,4,,,POINT (-122.3315984 47.5971239),4
3666728174,47.597126,-122.3305579,3,,,POINT (-122.3305579 47.597126),4
3666728175,47.5972824,-122.3329228,3,,,POINT (-122.3329228 47.5972824),9
3666728176,47.5972823,-122.3315961,4,,,POINT (-122.3315961 47.5972823),4
3666728177,47.5972803,-122.3305579,3,,,POINT (-122.3305579 47.5972803),4
3667501230,47.5976151,-122.3303147,4,,,POINT (-122.3303147 47.5976151),3
3668981703,47.6232154,-122.3410644,4,,,POINT (-122.3410644 47.6232154),22
3668981707,47.623215,-122.3423609,4,traffic_signals,,POINT (-122.3423609 47.623215),22
3669043686,47.6126381,-122.3358283,4,crossing,,POINT (-122.3358283 47.6126381),55
3669099177,47.6035825,-122.319642,3,,,POINT (-122.319642 47.6035825),95
3669099180,47.6040565,-122.3218572,3,,,POINT (-122.3218572 47.6040565),104
3669099182,47.6046945,-122.3231964,3,,,POINT (-122.3231964 47.6046945),108
3669099183,47.6049253,-122.3226545,3,,,POINT (-122.3226545 47.6049253),108
3669099184,47.6036959,-122.3202191,1,,,POINT (-122.3202191 47.6036959),97
3669118169,47.6027916,-122.318787,1,,,POINT (-122.318787 47.6027916),85
3669125132,47.6042507,-122.3206136,3,,,POINT (-122.3206136 47.6042507),102
3669125133,47.6045358,-122.3206148,3,,,POINT (-122.3206148 47.6045358),102
3669125136,47.6028228,-122.3188625,3,,,POINT (-122.3188625 47.6028228),85
3669127450,47.6017824,-122.3177333,3,,,POINT (-122.3177333 47.6017824),77
3672148646,47.6127191,-122.3463913,3,,,POINT (-122.3463913 47.6127191),30
3672148647,47.612326,-122.3467665,3,,,POINT (-122.3467665 47.612326),21
3672148648,47.6128225,-122.346565,3,,,POINT (-122.346565 47.6128225),30
3672148650,47.6129215,-122.3467312,3,,,POINT (-122.3467312 47.6129215),28
3672218608,47.6147154,-122.3438192,3,,,POINT (-122.3438192 47.6147154),46
3672218609,47.6143759,-122.3442516,3,,,POINT (-122.3442516 47.6143759),43
3672218610,47.6146037,-122.3436298,3,,,POINT (-122.3436298 47.6146037),46
3672218611,47.6142666,-122.3440686,3,,,POINT (-122.3440686 47.6142666),46
3672886356,47.6154071,-122.3529818,1,,,POINT (-122.3529818 47.6154071),9
3672886357,47.6153521,-122.352885,3,,,POINT (-122.352885 47.6153521),9
3673739211,47.6147983,-122.3244915,3,,,POINT (-122.3244915 47.6147983),85
3673739213,47.6146745,-122.3244855,3,,,POINT (-122.3244855 47.6146745),85
3673739218,47.6149393,-122.3250474,1,,,POINT (-122.3250474 47.6149393),84
3673739219,47.6149384,-122.3255242,3,,,POINT (-122.3255242 47.6149384),84
3674116861,47.6141801,-122.3487533,1,,,POINT (-122.3487533 47.6141801),30
3674116862,47.6144737,-122.3483869,3,,,POINT (-122.3483869 47.6144737),30
3674255703,47.6098475,-122.3434299,1,,,POINT (-122.3434299 47.6098475),13
3674255704,47.610003,-122.3432171,3,,,POINT (-122.3432171 47.610003),29
3675656025,47.612818,-122.3485441,3,,,POINT (-122.3485441 47.612818),20
3675656026,47.6131566,-122.3481123,3,,,POINT (-122.3481123 47.6131566),25
3675656027,47.6129363,-122.348742,3,,,POINT (-122.348742 47.6129363),20
3675656028,47.6132717,-122.3483077,3,,,POINT (-122.3483077 47.6132717),25
3683009968,47.6014092,-122.3257015,3,,,POINT (-122.3257015 47.6014092),47
3683009984,47.5996105,-122.3237306,3,,,POINT (-122.3237306 47.5996105),32
3683009985,47.5995219,-122.3237312,3,,,POINT (-122.3237312 47.5995219),32
3683009986,47.599875,-122.3237268,3,,,POINT (-122.3237268 47.599875),32
3683009991,47.5997082,-122.3237299,3,,,POINT (-122.3237299 47.5997082),32
3693938263,47.6194506,-122.3432808,1,,,POINT (-122.3432808 47.6194506),33
3693938268,47.6189415,-122.3432671,3,,,POINT (-122.3432671 47.6189415),34
3693938269,47.6192038,-122.3435765,3,,,POINT (-122.3435765 47.6192038),37
3693938270,47.6192071,-122.3432759,3,,,POINT (-122.3432759 47.6192071),33
3696161019,47.611254,-122.3276578,3,,,POINT (-122.3276578 47.611254),90
3696161020,47.612243,-122.3285767,4,,,POINT (-122.3285767 47.612243),81
3696161021,47.6112119,-122.3283789,3,,,POINT (-122.3283789 47.6112119),91
3696161022,47.6114366,-122.3278275,3,,,POINT (-122.3278275 47.6114366),90
3696161023,47.6113505,-122.3285036,3,,,POINT (-122.3285036 47.6113505),91
3696161024,47.6115704,-122.3279518,3,,,POINT (-122.3279518 47.6115704),90
3696161125,47.6117164,-122.3280874,3,,,POINT (-122.3280874 47.6117164),89
3696161126,47.6114964,-122.3286348,3,,,POINT (-122.3286348 47.6114964),91
3706916647,47.5975028,-122.3186016,3,,,POINT (-122.3186016 47.5975028),43
3706916652,47.59679,-122.3183352,1,,,POINT (-122.3183352 47.59679),39
3708328102,47.6220697,-122.3433796,3,,,POINT (-122.3433796 47.6220697),28
3708561809,47.6154063,-122.3337829,1,,,POINT (-122.3337829 47.6154063),48
3708561810,47.6153096,-122.3339182,3,,,POINT (-122.3339182 47.6153096),48
3708791561,47.6170055,-122.3234444,3,,,POINT (-122.3234444 47.6170055),87
3708791569,47.6168731,-122.3234419,3,,,POINT (-122.3234419 47.6168731),87
3711533930,47.6012235,-122.3322314,3,,,POINT (-122.3322314 47.6012235),13
3711533931,47.6012268,-122.3328708,3,,,POINT (-122.3328708 47.6012268),18
3711533932,47.6010606,-122.3328701,3,,,POINT (-122.3328701 47.6010606),18
3711533933,47.6010585,-122.3322343,3,,,POINT (-122.3322343 47.6010585),13
3711609104,47.5979212,-122.3229932,1,,,POINT (-122.3229932 47.5979212),29
3711609105,47.5977585,-122.3229933,3,,,POINT (-122.3229933 47.5977585),29
3711609107,47.5977585,-122.3231089,3,,,POINT (-122.3231089 47.5977585),29
3711609108,47.5976338,-122.3229707,1,,,POINT (-122.3229707 47.5976338),29
3711609109,47.5977585,-122.3229707,3,,,POINT (-122.3229707 47.5977585),29
3711609110,47.5976328,-122.3227327,1,,,POINT (-122.3227327 47.5976328),29
3711609115,47.5978579,-122.3228518,1,,,POINT (-122.3228518 47.5978579),29
3711609116,47.5978565,-122.3224482,3,,,POINT (-122.3224482 47.5978565),27
3711618391,47.5976905,-122.325044,3,,,POINT (-122.325044 47.5976905),18
3711618392,47.5976887,-122.324424,3,,,POINT (-122.324424 47.5976887),21
3711618393,47.5963431,-122.3250529,3,,,POINT (-122.3250529 47.5963431),14
3711618394,47.5963415,-122.3244269,3,,,POINT (-122.3244269 47.5963415),14
3711618395,47.5965112,-122.3250518,4,,,POINT (-122.3250518 47.5965112),14
3711618396,47.5965111,-122.3244258,3,,,POINT (-122.3244258 47.5965111),14
3714590750,47.6206233,-122.336486,1,,,POINT (-122.336486 47.6206233),32
3714590752,47.620736,-122.3364302,1,,,POINT (-122.3364302 47.620736),32
3714590753,47.6208679,-122.3364299,3,,,POINT (-122.3364299 47.6208679),24
3714780749,47.6224638,-122.3293106,1,,,POINT (-122.3293106 47.6224638),41
3721746250,47.6079777,-122.328405,4,crossing,,POINT (-122.328405 47.6079777),79
3721746251,47.608029,-122.328551,4,crossing,,POINT (-122.328551 47.608029),79
3736214292,47.6072209,-122.3231514,3,,,POINT (-122.3231514 47.6072209),101
3736214293,47.6079315,-122.3238011,3,,,POINT (-122.3238011 47.6079315),97
3738248640,47.6074253,-122.3370313,3,,,POINT (-122.3370313 47.6074253),42
3753402835,47.6083679,-122.3242633,3,,,POINT (-122.3242633 47.6083679),114
3756671317,47.6025807,-122.3318777,3,,,POINT (-122.3318777 47.6025807),32
3756673429,47.6071228,-122.3355571,3,,,POINT (-122.3355571 47.6071228),50
3762121574,47.5979338,-122.3240797,1,,,POINT (-122.3240797 47.5979338),25
3762121575,47.5979384,-122.324424,3,,,POINT (-122.324424 47.5979384),21
3788313769,47.6092923,-122.3235523,3,,,POINT (-122.3235523 47.6092923),108
3788313776,47.6096182,-122.3231726,3,,,POINT (-122.3231726 47.6096182),113
3788313777,47.6094121,-122.3236602,3,,,POINT (-122.3236602 47.6094121),108
3788313781,47.6094516,-122.3236957,3,,,POINT (-122.3236957 47.6094516),108
3788626687,47.6119363,-122.3236667,4,,,POINT (-122.3236667 47.6119363),101
3788626688,47.6112059,-122.3230265,3,,,POINT (-122.3230265 47.6112059),109
3788626689,47.6114012,-122.3239501,3,,,POINT (-122.3239501 47.6114012),106
3788626690,47.6116275,-122.323396,3,,,POINT (-122.323396 47.6116275),106
3788626691,47.6114024,-122.3235594,1,,,POINT (-122.3235594 47.6114024),106
3788626692,47.6115128,-122.3232955,3,,,POINT (-122.3232955 47.6115128),109
3788626693,47.6112673,-122.3234233,1,,,POINT (-122.3234233 47.6112673),106
3788626694,47.6113718,-122.3231719,3,,,POINT (-122.3231719 47.6113718),109
3788626727,47.6127373,-122.3224008,1,,,POINT (-122.3224008 47.6127373),103
3807004765,47.6197258,-122.3413777,3,,,POINT (-122.3413777 47.6197258),32
3807004770,47.6189826,-122.3416119,1,,,POINT (-122.3416119 47.6189826),32
3807004771,47.6195543,-122.3409861,3,,,POINT (-122.3409861 47.6195543),32
3807004778,47.6193633,-122.3405767,3,,,POINT (-122.3405767 47.6193633),30
3814769719,47.6115576,-122.3394844,4,crossing,,POINT (-122.3394844 47.6115576),54
3831847457,47.6080053,-122.3187211,3,,,POINT (-122.3187211 47.6080053),102
3831847458,47.6084855,-122.3189124,1,,,POINT (-122.3189124 47.6084855),101
3831847461,47.6079891,-122.3193287,4,,,POINT (-122.3193287 47.6079891),115
3831847463,47.6077543,-122.3193048,3,,,POINT (-122.3193048 47.6077543),115
3831847464,47.6076858,-122.3194669,3,,,POINT (-122.3194669 47.6076858),115
3831847468,47.6080542,-122.3199762,3,,,POINT (-122.3199762 47.6080542),115
3872031393,47.599874,-122.3315909,3,,,POINT (-122.3315909 47.599874),15
3872031395,47.5996944,-122.3315885,3,,,POINT (-122.3315885 47.5996944),15
3872031397,47.5998661,-122.3309339,3,,,POINT (-122.3309339 47.5998661),15
3872031398,47.5996861,-122.3309351,3,,,POINT (-122.3309351 47.5996861),15
3872031400,47.6018906,-122.333737,4,,,POINT (-122.333737 47.6018906),21
3872031401,47.6023203,-122.3342328,3,,,POINT (-122.3342328 47.6023203),15
3872031404,47.6021341,-122.3342318,3,,,POINT (-122.3342318 47.6021341),15
3872031405,47.6021359,-122.3348537,4,,,POINT (-122.3348537 47.6021359),15
3872031406,47.5997766,-122.3342454,3,,,POINT (-122.3342454 47.5997766),13
3872031407,47.5997811,-122.3348397,3,,,POINT (-122.3348397 47.5997811),13
3872619410,47.5974935,-122.3315114,3,,,POINT (-122.3315114 47.5974935),4
3872639449,47.5975208,-122.3316787,3,,,POINT (-122.3316787 47.5975208),4
3873662026,47.6102903,-122.3237061,3,,,POINT (-122.3237061 47.6102903),105
3873662029,47.6101128,-122.3232828,3,,,POINT (-122.3232828 47.6101128),109
3873844221,47.608434,-122.3249506,3,,,POINT (-122.3249506 47.608434),114
3873844222,47.6077186,-122.3243141,3,,,POINT (-122.3243141 47.6077186),98
3873844223,47.6082921,-122.3248243,3,,,POINT (-122.3248243 47.6082921),98
3873844226,47.6078624,-122.3244421,3,,,POINT (-122.3244421 47.6078624),98
3874091218,47.6187297,-122.3586518,3,,,POINT (-122.3586518 47.6187297),6
3874091222,47.6187287,-122.3590282,1,,,POINT (-122.3590282 47.6187287),6
3874091223,47.6186639,-122.3589399,3,,,POINT (-122.3589399 47.6186639),6
3874091224,47.6188997,-122.3578508,3,,,POINT (-122.3578508 47.6188997),10
3874094360,47.6099097,-122.3416438,1,,,POINT (-122.3416438 47.6099097),33
3874094361,47.6099392,-122.341784,5,crossing,,POINT (-122.341784 47.6099392),24
3874097480,47.6204709,-122.3586996,3,,,POINT (-122.3586996 47.6204709),10
3874097483,47.6203497,-122.3588499,1,,,POINT (-122.3588499 47.6203497),10
3874097484,47.6211249,-122.3587008,3,,,POINT (-122.3587008 47.6211249),20
3874097485,47.6211222,-122.3580593,3,,,POINT (-122.3580593 47.6211222),22
3874097494,47.6217793,-122.3586969,3,,,POINT (-122.3586969 47.6217793),27
3874097495,47.6217772,-122.3580454,3,,,POINT (-122.3580454 47.6217772),30
3874097496,47.6226185,-122.3580372,4,,,POINT (-122.3580372 47.6226185),34
3874097497,47.6226174,-122.3573861,4,,,POINT (-122.3573861 47.6226174),35
3874097498,47.6226168,-122.3567224,3,,,POINT (-122.3567224 47.6226168),35
3874097499,47.6227845,-122.3586221,1,,,POINT (-122.3586221 47.6227845),30
3874097500,47.6227817,-122.3580361,3,,,POINT (-122.3580361 47.6227817),34
3874097501,47.6231122,-122.3580338,3,,,POINT (-122.3580338 47.6231122),34
3874097502,47.6231084,-122.3573854,3,,,POINT (-122.3573854 47.6231084),35
3874097504,47.6234561,-122.3586737,3,,,POINT (-122.3586737 47.6234561),35
3874097505,47.6236251,-122.3589128,1,,,POINT (-122.3589128 47.6236251),35
3874097506,47.6236233,-122.3586719,3,,,POINT (-122.3586719 47.6236233),35
3874097507,47.6237824,-122.3589222,1,,,POINT (-122.3589222 47.6237824),35
3874097508,47.6237797,-122.3586703,3,,,POINT (-122.3586703 47.6237797),35
3874116579,47.6057367,-122.323396,3,,,POINT (-122.323396 47.6057367),101
3874116581,47.6056413,-122.3233099,3,,,POINT (-122.3233099 47.6056413),103
3874116583,47.6055872,-122.323261,3,,,POINT (-122.323261 47.6055872),103
3874121459,47.6089964,-122.3240935,1,,,POINT (-122.3240935 47.6089964),106
3874121460,47.6088427,-122.3239586,3,,,POINT (-122.3239586 47.6088427),106
3874121461,47.6086643,-122.3240413,1,,,POINT (-122.3240413 47.6086643),106
3874121462,47.6087705,-122.3241294,3,,,POINT (-122.3241294 47.6087705),106
3881427936,47.6179351,-122.3370651,3,,,POINT (-122.3370651 47.6179351),28
3881427937,47.618025,-122.3375338,3,turning_circle,,POINT (-122.3375338 47.618025),25
3883966732,47.6075754,-122.3288946,3,,,POINT (-122.3288946 47.6075754),79
3883966733,47.6078114,-122.3283507,3,,,POINT (-122.3283507 47.6078114),79
3883966734,47.6074359,-122.3287653,3,,,POINT (-122.3287653 47.6074359),67
3883966735,47.6076749,-122.3282251,3,,,POINT (-122.3282251 47.6076749),80
3883966736,47.6069574,-122.3285242,3,,,POINT (-122.3285242 47.6069574),67
3883966737,47.6070673,-122.3286298,1,,,POINT (-122.3286298 47.6070673),67
3883966738,47.6065867,-122.3284825,3,,,POINT (-122.3284825 47.6065867),55
3883966739,47.6068922,-122.3282637,3,,,POINT (-122.3282637 47.6068922),71
3883966741,47.6068188,-122.3284423,3,,,POINT (-122.3284423 47.6068188),67
3883966742,47.6066633,-122.3283022,4,,,POINT (-122.3283022 47.6066633),73
3883966746,47.6067142,-122.3281808,1,,,POINT (-122.3281808 47.6067142),71
3883966748,47.606886,-122.3280815,3,,,POINT (-122.3280815 47.606886),71
3883966750,47.6065632,-122.3275317,1,,,POINT (-122.3275317 47.6065632),73
3883966751,47.6065349,-122.3276345,1,,,POINT (-122.3276345 47.6065349),73
3883966752,47.6048455,-122.3256147,3,,,POINT (-122.3256147 47.6048455),90
3883968757,47.6046655,-122.3258271,3,,,POINT (-122.3258271 47.6046655),90
3883968759,47.6051055,-122.3254466,1,,,POINT (-122.3254466 47.6051055),87
3883968761,47.6052978,-122.3253686,3,,,POINT (-122.3253686 47.6052978),87
3883968762,47.6060129,-122.3260219,3,,,POINT (-122.3260219 47.6060129),84
3883968763,47.605924,-122.3250814,3,,,POINT (-122.3250814 47.605924),93
3883968765,47.6059991,-122.3257611,1,,,POINT (-122.3257611 47.6059991),93
3883968766,47.6050826,-122.3235514,3,,,POINT (-122.3235514 47.6050826),101
3885290422,47.611685,-122.3195334,4,,,POINT (-122.3195334 47.611685),96
3885290424,47.6121879,-122.3196256,3,,,POINT (-122.3196256 47.6121879),96
3885290426,47.611781,-122.3177241,1,,,POINT (-122.3177241 47.611781),92
3885290428,47.6120438,-122.3180947,3,,,POINT (-122.3180947 47.6120438),92
3885570919,47.6152346,-122.3379884,3,,,POINT (-122.3379884 47.6152346),38
3895483971,47.6148625,-122.3375832,3,,,POINT (-122.3375832 47.6148625),53
3916774511,47.6024077,-122.337358,3,,,POINT (-122.337358 47.6024077),0
3923027251,47.6047586,-122.3360886,3,,,POINT (-122.3360886 47.6047586),20
3923027256,47.604949,-122.3356313,3,,,POINT (-122.3356313 47.604949),30
3936622719,47.6182276,-122.3382422,3,,,POINT (-122.3382422 47.6182276),25
3947168766,47.6191243,-122.33431,3,,,POINT (-122.33431 47.6191243),40
3947168774,47.619239,-122.3343121,3,,,POINT (-122.3343121 47.619239),42
3963142459,47.6042545,-122.331212,3,,,POINT (-122.331212 47.6042545),38
3973000481,47.620523,-122.3526144,1,,,POINT (-122.3526144 47.620523),41
3978402022,47.6188342,-122.3525394,3,,,POINT (-122.3525394 47.6188342),30
3978402023,47.6188346,-122.3522158,3,,,POINT (-122.3522158 47.6188346),34
3978402050,47.6189815,-122.3501865,3,,,POINT (-122.3501865 47.6189815),35
3978402054,47.6189929,-122.3525812,4,,,POINT (-122.3525812 47.6189929),30
3978402120,47.6193459,-122.3528455,3,,,POINT (-122.3528455 47.6193459),36
3978402154,47.6193981,-122.3528448,3,,,POINT (-122.3528448 47.6193981),36
3978402359,47.6199003,-122.3500147,3,,,POINT (-122.3500147 47.6199003),44
3978402438,47.6200329,-122.349857,4,,,POINT (-122.349857 47.6200329),49
3978402449,47.6200578,-122.3501453,3,,,POINT (-122.3501453 47.6200578),46
3978402451,47.6201314,-122.349829,3,,,POINT (-122.349829 47.6201314),49
3978403067,47.6212049,-122.3492821,1,,,POINT (-122.3492821 47.6212049),41
3978403069,47.6211627,-122.3513513,1,,,POINT (-122.3513513 47.6211627),48
3978403077,47.6212726,-122.3491228,4,,,POINT (-122.3491228 47.6212726),47
3978403078,47.6212774,-122.3489111,1,,,POINT (-122.3489111 47.6212774),47
3978403095,47.6213285,-122.3492955,1,,,POINT (-122.3492955 47.6213285),41
3978403147,47.6215969,-122.3513489,1,,,POINT (-122.3513489 47.6215969),48
3978403275,47.6217048,-122.3487211,3,,,POINT (-122.3487211 47.6217048),39
3978403338,47.6219582,-122.350872,1,,,POINT (-122.350872 47.6219582),46
3978403392,47.6220943,-122.3487505,3,,,POINT (-122.3487505 47.6220943),39
3978458244,47.621722,-122.3527807,4,,,POINT (-122.3527807 47.621722),45
3982656111,47.5981984,-122.3270615,3,,,POINT (-122.3270615 47.5981984),20
3982656112,47.5981981,-122.3269972,3,,,POINT (-122.3269972 47.5981981),20
3982656118,47.5979721,-122.3270078,3,,,POINT (-122.3270078 47.5979721),20
3982656121,47.5981981,-122.3270092,3,,,POINT (-122.3270092 47.5981981),20
3982656122,47.5981972,-122.326812,3,,,POINT (-122.326812 47.5981972),20
3982656123,47.5979384,-122.3268109,3,,,POINT (-122.3268109 47.5979384),20
3994235061,47.6058584,-122.341316,1,,,POINT (-122.341316 47.6058584),0
3996587877,47.6049983,-122.3404365,1,,,POINT (-122.3404365 47.6049983),0
3996587936,47.6056568,-122.3402221,1,,,POINT (-122.3402221 47.6056568),0
3996587937,47.6056182,-122.3404745,3,,,POINT (-122.3404745 47.6056182),0
3996587946,47.6056691,-122.3407,1,,,POINT (-122.3407 47.6056691),0
3996640134,47.6066988,-122.335914,1,,,POINT (-122.335914 47.6066988),37
3996640135,47.6067288,-122.3310505,1,,,POINT (-122.3310505 47.6067288),62
3996640137,47.6067719,-122.3359817,3,,,POINT (-122.3359817 47.6067719),37
3996640138,47.6068299,-122.3311393,3,,,POINT (-122.3311393 47.6068299),62
3996640143,47.6068955,-122.3356842,3,,,POINT (-122.3356842 47.6068955),50
3996640379,47.6071586,-122.3315515,1,,,POINT (-122.3315515 47.6071586),62
3996640421,47.6079432,-122.328783,1,,,POINT (-122.328783 47.6079432),79
3996640429,47.6083161,-122.3288174,3,,,POINT (-122.3288174 47.6083161),79
3996640436,47.6084317,-122.3296806,3,,,POINT (-122.3296806 47.6084317),77
3996640442,47.6085526,-122.3274818,3,,,POINT (-122.3274818 47.6085526),93
3996640455,47.6086748,-122.3305247,3,,,POINT (-122.3305247 47.6086748),65
3996640536,47.6069861,-122.3357694,1,,,POINT (-122.3357694 47.6069861),50
3996676345,47.6079853,-122.3317331,1,,,POINT (-122.3317331 47.6079853),76
3996676346,47.6080261,-122.3316051,3,,,POINT (-122.3316051 47.6080261),72
3998384139,47.6030208,-122.3341574,3,,,POINT (-122.3341574 47.6030208),25
3998384145,47.6032498,-122.3343275,3,,,POINT (-122.3343275 47.6032498),18
3998384153,47.6032926,-122.3344531,3,,,POINT (-122.3344531 47.6032926),18
3998384163,47.6033555,-122.3343786,3,,,POINT (-122.3343786 47.6033555),19
3998384165,47.6034145,-122.3342796,3,,,POINT (-122.3342796 47.6034145),19
3998384166,47.6034424,-122.3343056,3,,,POINT (-122.3343056 47.6034424),19
3998384200,47.6116926,-122.3446613,3,,,POINT (-122.3446613 47.6116926),42
3998384208,47.6118821,-122.3484275,1,,,POINT (-122.3484275 47.6118821),12
3998384216,47.6119572,-122.3448972,1,,,POINT (-122.3448972 47.6119572),42
3998384243,47.6127695,-122.3454937,3,,,POINT (-122.3454937 47.6127695),36
3998384248,47.6128372,-122.3456086,3,,,POINT (-122.3456086 47.6128372),36
3998384254,47.6131045,-122.3450653,3,,,POINT (-122.3450653 47.6131045),36
3998384255,47.6131675,-122.3451742,3,,,POINT (-122.3451742 47.6131675),36
3998399414,47.6148781,-122.349077,3,,,POINT (-122.349077 47.6148781),30
