osmid,y,x,street_count,highway,ref,geometry
10610562248,47.6208683,-122.3359825,4,crossing,,POINT (-122.3359825 47.6208683)
10610562249,47.6209559,-122.3358601,4,crossing,,POINT (-122.3358601 47.6209559)
10610562251,47.6220171,-122.3359716,4,crossing,,POINT (-122.3359716 47.6220171)
10610562254,47.6220163,-122.3357739,4,crossing,,POINT (-122.3357739 47.6220163)
10610562256,47.6221121,-122.3358602,4,crossing,,POINT (-122.3358602 47.6221121)
10610562257,47.621958,-122.3358609,4,crossing,,POINT (-122.3358609 47.621958)
10610562259,47.6231237,-122.3359673,3,,,POINT (-122.3359673 47.6231237)
10610562262,47.6221186,-122.335967,3,,,POINT (-122.335967 47.6221186)
10610562263,47.6232834,-122.336496,4,crossing,,POINT (-122.336496 47.6232834)
10610562265,47.6232885,-122.3359773,3,,,POINT (-122.3359773 47.6232885)
10610562267,47.6231125,-122.3358535,4,crossing,,POINT (-122.3358535 47.6231125)
10610562268,47.6232089,-122.3357376,4,crossing,,POINT (-122.3357376 47.6232089)
10610562269,47.6232833,-122.3358533,4,crossing,,POINT (-122.3358533 47.6232833)
10610562270,47.6232098,-122.3359591,4,crossing,,POINT (-122.3359591 47.6232098)
10610562282,47.6239182,-122.3359687,3,,,POINT (-122.3359687 47.6239182)
10610562284,47.623984,-122.3359685,3,,,POINT (-122.3359685 47.623984)
10610562285,47.6239834,-122.3357245,3,,,POINT (-122.3357245 47.6239834)
10610562288,47.6239837,-122.3358466,4,crossing,,POINT (-122.3358466 47.6239837)
10610566417,47.6186584,-122.335888,4,crossing,,POINT (-122.335888 47.6186584)
10610566418,47.6207887,-122.3364296,4,crossing,,POINT (-122.3364296 47.6207887)
10610566419,47.6207944,-122.3365215,4,crossing,,POINT (-122.3365215 47.6207944)
10610566420,47.6184523,-122.3362559,4,crossing,,POINT (-122.3362559 47.6184523)
10610566421,47.6184525,-122.3363148,4,crossing,,POINT (-122.3363148 47.6184525)
10610566422,47.6231296,-122.3365065,4,crossing,,POINT (-122.3365065 47.6231296)
10610566444,47.6219492,-122.336481,4,crossing,,POINT (-122.336481 47.6219492)
10610566445,47.6195557,-122.3359781,4,crossing,,POINT (-122.3359781 47.6195557)
10610566446,47.6191767,-122.3357808,4,crossing,,POINT (-122.3357808 47.6191767)
10647918432,47.6197475,-122.3331184,3,,,POINT (-122.3331184 47.6197475)
10647918433,47.6197588,-122.3331047,3,,,POINT (-122.3331047 47.6197588)
10647918445,47.6219426,-122.3346811,3,,,POINT (-122.3346811 47.6219426)
10647918447,47.6218987,-122.3344877,3,,,POINT (-122.3344877 47.6218987)
10647918448,47.6219976,-122.3341802,4,crossing,,POINT (-122.3341802 47.6219976)
10647918452,47.6221157,-122.335203,4,crossing,,POINT (-122.335203 47.6221157)
10647918455,47.6220976,-122.3343346,4,crossing,,POINT (-122.3343346 47.6220976)
10647918456,47.6220109,-122.334474,4,crossing,,POINT (-122.334474 47.6220109)
10647918457,47.6219327,-122.3343349,4,crossing,,POINT (-122.3343349 47.6219327)
10647918459,47.6219517,-122.3351433,4,crossing,,POINT (-122.3351433 47.6219517)
10647918460,47.6214809,-122.3341771,4,crossing,,POINT (-122.3341771 47.6214809)
10647918461,47.6216546,-122.3341773,4,crossing,,POINT (-122.3341773 47.6216546)
10647918462,47.620845,-122.3345151,4,crossing,,POINT (-122.3345151 47.620845)
10647918463,47.620919,-122.334338,4,crossing,,POINT (-122.334338 47.620919)
10647918464,47.6208306,-122.3341853,4,crossing,,POINT (-122.3341853 47.6208306)
10647918465,47.6207713,-122.3343371,4,crossing,,POINT (-122.3343371 47.6207713)
10647918466,47.6197502,-122.3343197,4,crossing,,POINT (-122.3343197 47.6197502)
10647918467,47.6196864,-122.3344515,4,crossing,,POINT (-122.3344515 47.6196864)
10647918468,47.6196065,-122.3343187,4,crossing,,POINT (-122.3343187 47.6196065)
10647918469,47.6196666,-122.3341686,4,crossing,,POINT (-122.3341686 47.6196666)
10647918470,47.6191254,-122.3341679,4,crossing,,POINT (-122.3341679 47.6191254)
10647918471,47.6192399,-122.3341684,4,crossing,,POINT (-122.3341684 47.6192399)
10647918504,47.6197466,-122.3336095,4,crossing,,POINT (-122.3336095 47.6197466)
10647935590,47.623975,-122.3345187,4,crossing,,POINT (-122.3345187 47.623975)
10647935600,47.6231203,-122.3351929,4,crossing,,POINT (-122.3351929 47.6231203)
10647935601,47.6232839,-122.3351909,4,crossing,,POINT (-122.3351909 47.6232839)
10647935602,47.6232847,-122.3353604,4,crossing,,POINT (-122.3353604 47.6232847)
10647935603,47.6231311,-122.3341392,4,crossing,,POINT (-122.3341392 47.6231311)
10647935604,47.6232856,-122.334343,4,crossing,,POINT (-122.334343 47.6232856)
10647999905,47.6230512,-122.3343414,4,crossing,,POINT (-122.3343414 47.6230512)
10648783050,47.6232068,-122.332906,3,,,POINT (-122.332906 47.6232068)
10648783051,47.6231906,-122.3328938,3,,,POINT (-122.3328938 47.6231906)
10648783054,47.6230637,-122.3331415,3,,,POINT (-122.3331415 47.6230637)
10648783055,47.623202,-122.333,4,crossing,,POINT (-122.333 47.623202)
10648783056,47.6231311,-122.3331164,4,crossing,,POINT (-122.3331164 47.6231311)
10648783057,47.62305,-122.333,4,crossing,,POINT (-122.333 47.62305)
10648783058,47.6231311,-122.3329118,4,crossing,,POINT (-122.3329118 47.6231311)
10648783066,47.6218862,-122.3329043,3,,,POINT (-122.3329043 47.6218862)
10648783068,47.6219768,-122.3328913,4,crossing,,POINT (-122.3328913 47.6219768)
10648783069,47.6219045,-122.333,4,crossing,,POINT (-122.333 47.6219045)
10648783070,47.6219773,-122.3331442,4,crossing,,POINT (-122.3331442 47.6219773)
10648783071,47.6220436,-122.333,4,crossing,,POINT (-122.333 47.6220436)
10648783074,47.6208991,-122.3331152,3,,,POINT (-122.3331152 47.6208991)
10648783078,47.6207375,-122.3331102,3,,,POINT (-122.3331102 47.6207375)
10648783079,47.6207473,-122.3328985,4,,,POINT (-122.3328985 47.6207473)
10648783081,47.6208207,-122.3328965,4,crossing,,POINT (-122.3328965 47.6208207)
10648783082,47.6207419,-122.333,4,crossing,,POINT (-122.333 47.6207419)
10648783083,47.6208207,-122.3331261,4,crossing,,POINT (-122.3331261 47.6208207)
10648783084,47.6209005,-122.333,4,crossing,,POINT (-122.333 47.6209005)
10648783087,47.619665,-122.3331,4,crossing,,POINT (-122.3331 47.619665)
10648783088,47.6195976,-122.333,4,crossing,,POINT (-122.333 47.6195976)
10648783089,47.6196653,-122.332891,4,crossing,,POINT (-122.332891 47.6196653)
10648783090,47.6197437,-122.333,4,crossing,,POINT (-122.333 47.6197437)
10648783092,47.6196001,-122.3328777,3,,,POINT (-122.3328777 47.6196001)
10648783093,47.6195954,-122.3331216,3,,,POINT (-122.3331216 47.6195954)
10648783096,47.6186381,-122.3331017,3,,,POINT (-122.3331017 47.6186381)
10648812510,47.6184238,-122.3331705,4,crossing,,POINT (-122.3331705 47.6184238)
10648812511,47.6183356,-122.3332356,4,crossing,,POINT (-122.3332356 47.6183356)
10648812512,47.6183336,-122.3330724,4,crossing,,POINT (-122.3330724 47.6183336)
10648812513,47.6186055,-122.333,4,crossing,,POINT (-122.333 47.6186055)
10648812514,47.6185259,-122.332907,4,crossing,,POINT (-122.332907 47.6185259)
10648812515,47.6242085,-122.3336707,4,crossing,,POINT (-122.3336707 47.6242085)
10648812518,47.6237586,-122.3329065,4,crossing,,POINT (-122.3329065 47.6237586)
10648812519,47.6232068,-122.33366,4,crossing,,POINT (-122.33366 47.6232068)
10648812520,47.6230551,-122.3336597,4,crossing,,POINT (-122.3336597 47.6230551)
10648812521,47.6219084,-122.3336475,4,crossing,,POINT (-122.3336475 47.6219084)
10648812522,47.6208939,-122.3336463,4,crossing,,POINT (-122.3336463 47.6208939)
10648812523,47.6207522,-122.3336156,4,crossing,,POINT (-122.3336156 47.6207522)
10648812526,47.6199892,-122.3328931,4,crossing,,POINT (-122.3328931 47.6199892)
10648812527,47.6198184,-122.3328919,4,crossing,,POINT (-122.3328919 47.6198184)
10648812531,47.6220492,-122.3336484,4,crossing,,POINT (-122.3336484 47.6220492)
10650694430,47.6197852,-122.331722,4,crossing,,POINT (-122.331722 47.6197852)
10650694431,47.6196695,-122.3318701,4,crossing,,POINT (-122.3318701 47.6196695)
10650694432,47.6196708,-122.3316174,4,crossing,,POINT (-122.3316174 47.6196708)
10650694434,47.6207454,-122.331722,4,crossing,,POINT (-122.331722 47.6207454)
10650694435,47.6208206,-122.3316071,4,crossing,,POINT (-122.3316071 47.6208206)
10650694436,47.6208926,-122.3317234,4,crossing,,POINT (-122.3317234 47.6208926)
10650694437,47.6208206,-122.3318285,4,crossing,,POINT (-122.3318285 47.6208206)
10650694442,47.6216906,-122.3318317,4,,,POINT (-122.3318317 47.6216906)
10650694445,47.622053,-122.33161,3,,,POINT (-122.33161 47.622053)
10650694446,47.6220469,-122.3317426,4,crossing,,POINT (-122.3317426 47.6220469)
10650694447,47.6219759,-122.3318454,4,crossing,,POINT (-122.3318454 47.6219759)
10650694448,47.6219014,-122.3317412,4,crossing,,POINT (-122.3317412 47.6219014)
10650694449,47.6219759,-122.3316217,4,crossing,,POINT (-122.3316217 47.6219759)
10650694458,47.6231326,-122.3318603,4,crossing,,POINT (-122.3318603 47.6231326)
10650694459,47.623203,-122.3317307,4,crossing,,POINT (-122.3317307 47.623203)
10650694460,47.6231327,-122.3316287,4,crossing,,POINT (-122.3316287 47.6231327)
10650694461,47.623031,-122.3317384,4,crossing,,POINT (-122.3317384 47.623031)
10650694462,47.6231925,-122.3323627,4,crossing,,POINT (-122.3323627 47.6231925)
10650694463,47.623054,-122.3323636,4,crossing,,POINT (-122.3323636 47.623054)
10650694464,47.6220443,-122.3323574,4,crossing,,POINT (-122.3323574 47.6220443)
10650694465,47.6207479,-122.3323405,4,crossing,,POINT (-122.3323405 47.6207479)
10650694466,47.61974,-122.3323456,4,crossing,,POINT (-122.3323456 47.61974)
10650694467,47.6196,-122.331073,4,crossing,,POINT (-122.331073 47.6196)
10650694468,47.6197438,-122.3310736,4,crossing,,POINT (-122.3310736 47.6197438)
10650694469,47.6204998,-122.3318154,4,crossing,,POINT (-122.3318154 47.6204998)
10650694470,47.622474,-122.3318361,4,crossing,,POINT (-122.3318361 47.622474)
10650694490,47.6207109,-122.33147,1,,,POINT (-122.33147 47.6207109)
10650694491,47.6207124,-122.3316318,3,,,POINT (-122.3316318 47.6207124)
10650694492,47.6206624,-122.3316314,3,,,POINT (-122.3316314 47.6206624)
10650694494,47.6207116,-122.3315405,3,,,POINT (-122.3315405 47.6207116)
10650764702,47.6190372,-122.3326657,3,,,POINT (-122.3326657 47.6190372)
10650778306,47.6192909,-122.3325413,1,,,POINT (-122.3325413 47.6192909)
10650778308,47.6242032,-122.331627,3,,,POINT (-122.331627 47.6242032)
10650778315,47.624199,-122.331723,4,crossing,,POINT (-122.331723 47.624199)
10650778317,47.6242009,-122.3323415,4,crossing,,POINT (-122.3323415 47.6242009)
10650996244,47.6242076,-122.3303559,3,,,POINT (-122.3303559 47.6242076)
10650996245,47.6242081,-122.330438,4,crossing,,POINT (-122.330438 47.6242081)
10650996249,47.6230525,-122.3305779,3,,,POINT (-122.3305779 47.6230525)
10650996250,47.6230742,-122.3303538,3,,,POINT (-122.3303538 47.6230742)
10650996251,47.6231311,-122.3305473,4,crossing,,POINT (-122.3305473 47.6231311)
10650996252,47.6232023,-122.330438,4,crossing,,POINT (-122.330438 47.6232023)
10650996253,47.6231311,-122.3303459,4,crossing,,POINT (-122.3303459 47.6231311)
10650996254,47.6230541,-122.330438,4,crossing,,POINT (-122.330438 47.6230541)
10650996258,47.6219018,-122.3305675,3,,,POINT (-122.3305675 47.6219018)
10650996261,47.6219768,-122.330346,4,crossing,,POINT (-122.330346 47.6219768)
10650996262,47.6219148,-122.330438,4,crossing,,POINT (-122.330438 47.6219148)
10650996263,47.6219768,-122.330567,4,crossing,,POINT (-122.330567 47.6219768)
10650996264,47.6220351,-122.330438,4,crossing,,POINT (-122.330438 47.6220351)
10650996265,47.6220561,-122.331078,4,crossing,,POINT (-122.331078 47.6220561)
10650996266,47.6230524,-122.331078,4,crossing,,POINT (-122.331078 47.6230524)
10651069482,47.6209098,-122.3305508,3,,,POINT (-122.3305508 47.6209098)
10651069483,47.6208207,-122.3305283,4,crossing,,POINT (-122.3305283 47.6208207)
10651069484,47.6207436,-122.330438,4,crossing,,POINT (-122.330438 47.6207436)
10651069485,47.6209017,-122.330438,4,crossing,,POINT (-122.330438 47.6209017)
10651069486,47.6208207,-122.3303335,4,crossing,,POINT (-122.3303335 47.6208207)
10651069488,47.6207526,-122.331078,4,crossing,,POINT (-122.331078 47.6207526)
10651069489,47.6203034,-122.3303314,3,,,POINT (-122.3303314 47.6203034)
10651069492,47.6203041,-122.330438,4,crossing,,POINT (-122.330438 47.6203041)
10651069493,47.6203042,-122.331078,4,crossing,,POINT (-122.331078 47.6203042)
10651069494,47.6196732,-122.3305244,4,crossing,,POINT (-122.3305244 47.6196732)
10651069495,47.6197598,-122.330438,4,crossing,,POINT (-122.330438 47.6197598)
10651069496,47.6196741,-122.3303384,4,crossing,,POINT (-122.3303384 47.6196741)
10651069497,47.6196093,-122.330438,4,crossing,,POINT (-122.330438 47.6196093)
10651069502,47.6182287,-122.3308898,4,crossing,,POINT (-122.3308898 47.6182287)
10651069503,47.6182163,-122.3310936,4,crossing,,POINT (-122.3310936 47.6182163)
10651069504,47.6183528,-122.3310967,4,crossing,,POINT (-122.3310967 47.6183528)
10651080205,47.6184187,-122.3308408,4,crossing,,POINT (-122.3308408 47.6184187)
10651080206,47.618515,-122.3308834,4,crossing,,POINT (-122.3308834 47.618515)
10651080207,47.6185741,-122.3306442,4,crossing,,POINT (-122.3306442 47.6185741)
10651080208,47.6184878,-122.3305626,4,crossing,,POINT (-122.3305626 47.6184878)
10651080213,47.6185996,-122.3310675,4,crossing,,POINT (-122.3310675 47.6185996)
10653494636,47.6185464,-122.3292919,4,crossing,,POINT (-122.3292919 47.6185464)
10653494640,47.6183256,-122.3300452,1,,,POINT (-122.3300452 47.6183256)
10653494650,47.618823,-122.330521,3,,,POINT (-122.330521 47.618823)
10653494661,47.6188699,-122.330438,4,crossing,,POINT (-122.330438 47.6188699)
10653494666,47.6196827,-122.3293919,4,crossing,,POINT (-122.3293919 47.6196827)
10653494667,47.6195984,-122.3294928,4,crossing,,POINT (-122.3294928 47.6195984)
10653494668,47.6194898,-122.3293931,4,,,POINT (-122.3293931 47.6194898)
10653494669,47.6195531,-122.3291218,4,crossing,,POINT (-122.3291218 47.6195531)
10653494670,47.6197337,-122.3291259,4,crossing,,POINT (-122.3291259 47.6197337)
10653494673,47.6196367,-122.3291914,4,crossing,,POINT (-122.3291914 47.6196367)
10653494674,47.6196844,-122.3292063,4,crossing,,POINT (-122.3292063 47.6196844)
10653494675,47.6196112,-122.329791,4,crossing,,POINT (-122.329791 47.6196112)
10653494676,47.6194133,-122.3297408,4,crossing,,POINT (-122.3297408 47.6194133)
10653494677,47.6191062,-122.3303256,4,crossing,,POINT (-122.3303256 47.6191062)
10653494678,47.6193074,-122.3303273,4,crossing,,POINT (-122.3303273 47.6193074)
10653494679,47.6194369,-122.3303283,4,crossing,,POINT (-122.3303283 47.6194369)
10653494680,47.6190807,-122.329792,4,crossing,,POINT (-122.329792 47.6190807)
10653494681,47.6188598,-122.3300742,4,crossing,,POINT (-122.3300742 47.6188598)
10653494682,47.6187424,-122.3302241,4,crossing,,POINT (-122.3302241 47.6187424)
10653494683,47.6185857,-122.329792,4,crossing,,POINT (-122.329792 47.6185857)
10653494684,47.6185858,-122.3300032,4,crossing,,POINT (-122.3300032 47.6185858)
10653494685,47.6185859,-122.3302005,4,crossing,,POINT (-122.3302005 47.6185859)
10653540479,47.6215803,-122.3290406,1,,,POINT (-122.3290406 47.6215803)
10653540485,47.6242157,-122.329147,4,crossing,,POINT (-122.329147 47.6242157)
10653540494,47.6231311,-122.3293052,4,crossing,,POINT (-122.3293052 47.6231311)
10653540495,47.6232008,-122.329147,4,crossing,,POINT (-122.329147 47.6232008)
10653584608,47.6220314,-122.329786,4,crossing,,POINT (-122.329786 47.6220314)
10653584609,47.6219768,-122.3293085,4,crossing,,POINT (-122.3293085 47.6219768)
10653584610,47.6242134,-122.329786,4,crossing,,POINT (-122.329786 47.6242134)
10653584612,47.623197,-122.329786,4,crossing,,POINT (-122.329786 47.623197)
10653584613,47.623075,-122.329786,4,crossing,,POINT (-122.329786 47.623075)
10653584614,47.6208207,-122.3293146,4,crossing,,POINT (-122.3293146 47.6208207)
10653584615,47.62088,-122.329786,4,crossing,,POINT (-122.329786 47.62088)
10653584616,47.6221206,-122.3292932,4,crossing,,POINT (-122.3292932 47.6221206)
10653784296,47.6145648,-122.3540736,3,,,POINT (-122.3540736 47.6145648)
10653784301,47.6149436,-122.3550052,4,crossing,,POINT (-122.3550052 47.6149436)
10653784302,47.6145011,-122.3539639,4,crossing,,POINT (-122.3539639 47.6145011)
10653817114,47.615036,-122.3531128,3,,,POINT (-122.3531128 47.615036)
10653817115,47.6151043,-122.3532096,4,crossing,,POINT (-122.3532096 47.6151043)
10653817116,47.6150754,-122.3533919,4,crossing,,POINT (-122.3533919 47.6150754)
10653817117,47.614977,-122.3533729,4,crossing,,POINT (-122.3533729 47.614977)
10653817118,47.6149679,-122.3532083,4,crossing,,POINT (-122.3532083 47.6149679)
10653817120,47.615764,-122.3523416,4,crossing,,POINT (-122.3523416 47.615764)
10653817122,47.6156543,-122.3523267,4,crossing,,POINT (-122.3523267 47.6156543)
10653817123,47.6157569,-122.3525001,4,crossing,,POINT (-122.3525001 47.6157569)
10653817124,47.6156348,-122.3525131,4,crossing,,POINT (-122.3525131 47.6156348)
10653817125,47.6153987,-122.3529663,4,crossing,,POINT (-122.3529663 47.6153987)
10653817126,47.615318,-122.3527504,4,crossing,,POINT (-122.3527504 47.615318)
10653876561,47.6162833,-122.3516572,4,crossing,,POINT (-122.3516572 47.6162833)
10653876562,47.6163606,-122.3513496,3,,,POINT (-122.3513496 47.6163606)
10653876565,47.6164056,-122.3516584,4,crossing,,POINT (-122.3516584 47.6164056)
10653876566,47.6164171,-122.3514864,4,crossing,,POINT (-122.3514864 47.6164171)
10653876567,47.6162919,-122.3514664,4,crossing,,POINT (-122.3514664 47.6162919)
10653876568,47.6169501,-122.3508046,4,crossing,,POINT (-122.3508046 47.6169501)
10653876570,47.6170613,-122.3508163,4,crossing,,POINT (-122.3508163 47.6170613)
10653876571,47.6171053,-122.3506055,4,crossing,,POINT (-122.3506055 47.6171053)
10653876572,47.6169558,-122.3506379,4,crossing,,POINT (-122.3506379 47.6169558)
10653876582,47.6176736,-122.3500086,3,,,POINT (-122.3500086 47.6176736)
10653876583,47.6175749,-122.3498452,3,,,POINT (-122.3498452 47.6175749)
10653876586,47.6176276,-122.3497808,4,crossing,,POINT (-122.3497808 47.6176276)
10653876587,47.6176256,-122.3499292,4,crossing,,POINT (-122.3499292 47.6176256)
10653876588,47.6177235,-122.349944,4,crossing,,POINT (-122.349944 47.6177235)
10653876589,47.6184049,-122.3493225,3,,,POINT (-122.3493225 47.6184049)
10653876594,47.6182588,-122.3492633,3,,,POINT (-122.3492633 47.6182588)
10653876595,47.6183119,-122.3493477,4,crossing,,POINT (-122.3493477 47.6183119)
10653876600,47.6182648,-122.3491419,4,crossing,,POINT (-122.3491419 47.6182648)
10653876601,47.6177774,-122.34973,4,crossing,,POINT (-122.34973 47.6177774)
10653876602,47.6180082,-122.3506072,4,crossing,,POINT (-122.3506072 47.6180082)
10653876603,47.617975,-122.3493234,4,crossing,,POINT (-122.3493234 47.617975)
10653876604,47.6180748,-122.3494947,4,crossing,,POINT (-122.3494947 47.6180748)
10653892905,47.6166449,-122.3510546,4,crossing,,POINT (-122.3510546 47.6166449)
10653892906,47.6167413,-122.3512172,4,crossing,,POINT (-122.3512172 47.6167413)
10653892907,47.616088,-122.352075,4,crossing,,POINT (-122.352075 47.616088)
10653892908,47.6159799,-122.3518939,4,crossing,,POINT (-122.3518939 47.6159799)
10653892909,47.6174179,-122.3503491,4,crossing,,POINT (-122.3503491 47.6174179)
10653892910,47.6173015,-122.350191,4,crossing,,POINT (-122.350191 47.6173015)
10660944861,47.6185861,-122.3493158,3,,,POINT (-122.3493158 47.6185861)
10660944862,47.6186594,-122.3493185,4,,,POINT (-122.3493185 47.6186594)
10660944868,47.6187503,-122.3490507,4,,,POINT (-122.3490507 47.6187503)
10660944869,47.6187512,-122.348929,3,,,POINT (-122.348929 47.6187512)
10666083448,47.6145352,-122.3522655,4,crossing,,POINT (-122.3522655 47.6145352)
10666083449,47.6144232,-122.3522817,4,crossing,,POINT (-122.3522817 47.6144232)
10666083450,47.6145278,-122.3524606,4,crossing,,POINT (-122.3524606 47.6145278)
10666083460,47.6151965,-122.3513759,4,crossing,,POINT (-122.3513759 47.6151965)
10666083461,47.6151997,-122.3515606,4,crossing,,POINT (-122.3515606 47.6151997)
10666083462,47.6150602,-122.3515528,4,crossing,,POINT (-122.3515528 47.6150602)
10666083463,47.6150992,-122.3513911,4,crossing,,POINT (-122.3513911 47.6150992)
10666083466,47.6157397,-122.350538,4,crossing,,POINT (-122.350538 47.6157397)
10666083467,47.6157159,-122.3507169,4,crossing,,POINT (-122.3507169 47.6157159)
10666083468,47.6158563,-122.3507339,4,crossing,,POINT (-122.3507339 47.6158563)
10666083469,47.6158794,-122.3505095,4,crossing,,POINT (-122.3505095 47.6158794)
10666083470,47.6147652,-122.3518204,4,crossing,,POINT (-122.3518204 47.6147652)
10666083471,47.6148702,-122.3519972,4,crossing,,POINT (-122.3519972 47.6148702)
10666083472,47.6154339,-122.3509699,4,crossing,,POINT (-122.3509699 47.6154339)
10666083473,47.6155326,-122.3511377,4,crossing,,POINT (-122.3511377 47.6155326)
10666190451,47.6164395,-122.3499677,3,,,POINT (-122.3499677 47.6164395)
10666190452,47.6166025,-122.3497501,3,,,POINT (-122.3497501 47.6166025)
10666190454,47.6164153,-122.3496991,4,crossing,,POINT (-122.3496991 47.6164153)
10666190455,47.6165483,-122.3496612,4,crossing,,POINT (-122.3496612 47.6165483)
10666190457,47.616514,-122.3498698,4,crossing,,POINT (-122.3498698 47.616514)
10666190458,47.6163889,-122.3498628,4,crossing,,POINT (-122.3498628 47.6163889)
10666190460,47.6170055,-122.3489212,3,,,POINT (-122.3489212 47.6170055)
10666190462,47.6171697,-122.348996,4,crossing,,POINT (-122.348996 47.6171697)
10666190463,47.6172141,-122.3488195,4,crossing,,POINT (-122.3488195 47.6172141)
10666190464,47.6170762,-122.3488363,4,crossing,,POINT (-122.3488363 47.6170762)
10666190465,47.6170584,-122.3490168,4,crossing,,POINT (-122.3490168 47.6170584)
10666190467,47.6180145,-122.3484148,3,,,POINT (-122.3484148 47.6180145)
10666190468,47.6180906,-122.3483107,4,crossing,,POINT (-122.3483107 47.6180906)
10666190469,47.6185805,-122.3483839,3,,,POINT (-122.3483839 47.6185805)
10666190470,47.6183364,-122.3479716,3,,,POINT (-122.3479716 47.6183364)
10666190471,47.6178916,-122.3479597,4,crossing,,POINT (-122.3479597 47.6178916)
10666190472,47.617851,-122.3481478,4,crossing,,POINT (-122.3481478 47.617851)
10666190473,47.6177304,-122.3481644,4,crossing,,POINT (-122.3481644 47.6177304)
10666190474,47.6177362,-122.3479556,4,crossing,,POINT (-122.3479556 47.6177362)
10666190476,47.6182551,-122.3477667,4,crossing,,POINT (-122.3477667 47.6182551)
10666190477,47.6184989,-122.348246,4,crossing,,POINT (-122.348246 47.6184989)
10666190478,47.6160893,-122.3501069,4,crossing,,POINT (-122.3501069 47.6160893)
10666190479,47.6166115,-122.3502384,4,crossing,,POINT (-122.3502384 47.6166115)
10666190480,47.6161928,-122.3502836,4,crossing,,POINT (-122.3502836 47.6161928)
10666190481,47.6168502,-122.3494271,4,crossing,,POINT (-122.3494271 47.6168502)
10666190482,47.6167533,-122.3492615,4,crossing,,POINT (-122.3492615 47.6167533)
10666190483,47.6174167,-122.3483843,4,crossing,,POINT (-122.3483843 47.6174167)
10666190484,47.6175239,-122.3485645,4,crossing,,POINT (-122.3485645 47.6175239)
10666269615,47.6136139,-122.3528968,3,,,POINT (-122.3528968 47.6136139)
10666269616,47.6136143,-122.3534915,3,,,POINT (-122.3534915 47.6136143)
10666269617,47.6134187,-122.3523021,4,crossing,,POINT (-122.3523021 47.6134187)
10666269618,47.6133997,-122.3520888,4,crossing,,POINT (-122.3520888 47.6133997)
10666269620,47.6132715,-122.3520368,4,crossing,,POINT (-122.3520368 47.6132715)
10666269640,47.6139848,-122.3513357,4,crossing,,POINT (-122.3513357 47.6139848)
10666269641,47.6138812,-122.3513454,4,crossing,,POINT (-122.3513454 47.6138812)
10666269642,47.6138563,-122.3514908,4,crossing,,POINT (-122.3514908 47.6138563)
10666269643,47.6139788,-122.3515151,4,crossing,,POINT (-122.3515151 47.6139788)
10666269645,47.6139451,-122.3512422,3,,,POINT (-122.3512422 47.6139451)
10666269646,47.6139344,-122.3512557,3,,,POINT (-122.3512557 47.6139344)
10666269648,47.6145711,-122.3507128,3,,,POINT (-122.3507128 47.6145711)
10666269649,47.6145254,-122.3506274,4,crossing,,POINT (-122.3506274 47.6145254)
10666269650,47.6142135,-122.3509007,4,crossing,,POINT (-122.3509007 47.6142135)
10666269653,47.6145982,-122.3503875,3,,,POINT (-122.3503875 47.6145982)
10666269655,47.6146172,-122.3503633,3,,,POINT (-122.3503633 47.6146172)
10666269656,47.6147175,-122.350535,3,,,POINT (-122.350535 47.6147175)
10666269658,47.6146312,-122.3506009,4,crossing,,POINT (-122.3506009 47.6146312)
10666269659,47.6146477,-122.3504742,4,crossing,,POINT (-122.3504742 47.6146477)
10666269660,47.6145478,-122.3504599,4,crossing,,POINT (-122.3504599 47.6145478)
10666269666,47.6152048,-122.3496367,4,crossing,,POINT (-122.3496367 47.6152048)
10666269667,47.6151971,-122.3497694,4,crossing,,POINT (-122.3497694 47.6151971)
10666269668,47.6152874,-122.3497771,4,crossing,,POINT (-122.3497771 47.6152874)
10666269669,47.6153124,-122.349621,4,crossing,,POINT (-122.349621 47.6153124)
10666269670,47.6142521,-122.3539568,4,crossing,,POINT (-122.3539568 47.6142521)
10666269671,47.6141182,-122.3537344,4,crossing,,POINT (-122.3537344 47.6141182)
10666269672,47.6143101,-122.3510622,4,crossing,,POINT (-122.3510622 47.6143101)
10666269673,47.6148869,-122.3500308,4,crossing,,POINT (-122.3500308 47.6148869)
10666269674,47.6149822,-122.3501923,4,crossing,,POINT (-122.3501923 47.6149822)
10666269675,47.6155381,-122.3499676,4,crossing,,POINT (-122.3499676 47.6155381)
10666269676,47.615657,-122.3501634,4,crossing,,POINT (-122.3501634 47.615657)
10669010012,47.6159079,-122.3490085,3,,,POINT (-122.3490085 47.6159079)
10669010014,47.6160545,-122.3488264,3,,,POINT (-122.3488264 47.6160545)
10669010017,47.6158703,-122.348767,4,crossing,,POINT (-122.348767 47.6158703)
10669010018,47.6160046,-122.34875,4,crossing,,POINT (-122.34875 47.6160046)
10669010019,47.6158449,-122.3489505,4,crossing,,POINT (-122.3489505 47.6158449)
10669010021,47.6159622,-122.3489219,4,crossing,,POINT (-122.3489219 47.6159622)
10669010022,47.6166703,-122.347869,4,crossing,,POINT (-122.347869 47.6166703)
10669010023,47.6165033,-122.348087,4,crossing,,POINT (-122.348087 47.6165033)
10669010024,47.6166274,-122.348071,4,crossing,,POINT (-122.348071 47.6166274)
10669010025,47.616525,-122.347896,4,crossing,,POINT (-122.347896 47.616525)
10669010030,47.6171932,-122.347031,4,crossing,,POINT (-122.347031 47.6171932)
