y,x,street_count,highway,ref,geometry
47.6145724,-122.3297691,3,,,POINT (-122.3297691 47.6145724)
47.6144449,-122.3296471,3,,,POINT (-122.3296471 47.6144449)
47.6144756,-122.3300231,3,,,POINT (-122.3300231 47.6144756)
47.6144716,-122.3299977,3,,,POINT (-122.3299977 47.6144716)
47.6143448,-122.3298821,3,,,POINT (-122.3298821 47.6143448)
47.6143335,-122.3298838,3,,,POINT (-122.3298838 47.6143335)
47.6135335,-122.3318566,3,,,POINT (-122.3318566 47.6135335)
47.6134844,-122.3318979,3,,,POINT (-122.3318979 47.6134844)
47.6139451,-122.3341418,3,,,POINT (-122.3341418 47.6139451)
47.613573,-122.335036,3,,,POINT (-122.335036 47.613573)
47.6136053,-122.3353794,3,,,POINT (-122.3353794 47.6136053)
47.6134793,-122.3352568,3,,,POINT (-122.3352568 47.6134793)
47.6131824,-122.333144,3,,,POINT (-122.333144 47.6131824)
47.6131161,-122.3333295,3,,,POINT (-122.3333295 47.6131161)
47.6127237,-122.3342323,3,,,POINT (-122.3342323 47.6127237)
47.6125886,-122.3341186,3,,,POINT (-122.3341186 47.6125886)
47.6141023,-122.3342968,3,,,POINT (-122.3342968 47.6141023)
47.6143872,-122.3335731,3,,,POINT (-122.3335731 47.6143872)
47.6142007,-122.3338712,3,,,POINT (-122.3338712 47.6142007)
47.6140709,-122.3338163,3,,,POINT (-122.3338163 47.6140709)
47.6140289,-122.333839,3,,,POINT (-122.333839 47.6140289)
47.6139449,-122.3340993,3,,,POINT (-122.3340993 47.6139449)
47.6140715,-122.3342869,3,,,POINT (-122.3342869 47.6140715)
47.6155704,-122.3324098,4,crossing,,POINT (-122.3324098 47.6155704)
47.6145705,-122.3330891,4,,,POINT (-122.3330891 47.6145705)
47.6136565,-122.3320607,3,,,POINT (-122.3320607 47.6136565)
47.613655,-122.331973,3,,,POINT (-122.331973 47.613655)
47.613589,-122.3322371,3,,,POINT (-122.3322371 47.613589)
47.614412,-122.3329944,3,,,POINT (-122.3329944 47.614412)
47.6131948,-122.3330873,3,,,POINT (-122.3330873 47.6131948)
47.6155255,-122.3324899,4,,,POINT (-122.3324899 47.6155255)
47.6154963,-122.3321987,3,,,POINT (-122.3321987 47.6154963)
47.615391,-122.3323285,3,,,POINT (-122.3323285 47.615391)
47.614703,-122.333181,3,,,POINT (-122.333181 47.614703)
47.6148037,-122.3330617,3,,,POINT (-122.3330617 47.6148037)
47.6154972,-122.3306393,4,crossing,,POINT (-122.3306393 47.6154972)
47.615403,-122.3308691,4,crossing,,POINT (-122.3308691 47.615403)
47.6145856,-122.3297652,3,,,POINT (-122.3297652 47.6145856)
47.6154445,-122.3305837,3,,,POINT (-122.3305837 47.6154445)
47.6155711,-122.3306927,3,,,POINT (-122.3306927 47.6155711)
47.6155559,-122.3306981,3,,,POINT (-122.3306981 47.6155559)
47.6160539,-122.3314413,3,,,POINT (-122.3314413 47.6160539)
47.6163206,-122.331437,3,,,POINT (-122.331437 47.6163206)
47.616161,-122.3316185,3,,,POINT (-122.3316185 47.616161)
47.616192,-122.3312869,3,,,POINT (-122.3312869 47.616192)
47.6162878,-122.3314369,3,,,POINT (-122.3314369 47.6162878)
47.6161623,-122.3315852,3,,,POINT (-122.3315852 47.6161623)
47.6160654,-122.33144,3,,,POINT (-122.33144 47.6160654)
47.6159784,-122.3298201,3,,,POINT (-122.3298201 47.6159784)
47.61674,-122.3305135,3,,,POINT (-122.3305135 47.61674)
47.6167264,-122.3305871,3,,,POINT (-122.3305871 47.6167264)
47.6161915,-122.3312672,3,,,POINT (-122.3312672 47.6161915)
47.6175409,-122.3295609,3,,,POINT (-122.3295609 47.6175409)
47.617494,-122.3299043,3,,,POINT (-122.3299043 47.617494)
47.6176355,-122.3297037,3,,,POINT (-122.3297037 47.6176355)
47.6175205,-122.3299034,3,,,POINT (-122.3299034 47.6175205)
47.6176252,-122.3297433,3,,,POINT (-122.3297433 47.6176252)
47.6169024,-122.3303412,3,,,POINT (-122.3303412 47.6169024)
47.6169752,-122.330567,3,,,POINT (-122.330567 47.6169752)
47.6169698,-122.3305925,3,,,POINT (-122.3305925 47.6169698)
47.6168414,-122.3307316,3,,,POINT (-122.3307316 47.6168414)
47.6168212,-122.3307447,3,,,POINT (-122.3307447 47.6168212)
47.617401,-122.3296994,3,,,POINT (-122.3296994 47.617401)
47.6168526,-122.3303565,3,,,POINT (-122.3303565 47.6168526)
47.6160835,-122.3296627,3,,,POINT (-122.3296627 47.6160835)
47.6123767,-122.3318094,4,,,POINT (-122.3318094 47.6123767)
47.6185854,-122.3292936,3,,,POINT (-122.3292936 47.6185854)
47.6183562,-122.3292781,3,,,POINT (-122.3292781 47.6183562)
47.617919,-122.3291433,1,,,POINT (-122.3291433 47.617919)
47.6168062,-122.327764,3,,,POINT (-122.327764 47.6168062)
47.6165032,-122.3280284,3,,,POINT (-122.3280284 47.6165032)
47.6176802,-122.3266696,3,,,POINT (-122.3266696 47.6176802)
47.6174357,-122.3266821,3,,,POINT (-122.3266821 47.6174357)
47.6172442,-122.3268928,3,,,POINT (-122.3268928 47.6172442)
47.6171103,-122.3266815,3,,,POINT (-122.3266815 47.6171103)
47.6169187,-122.326917,3,,,POINT (-122.326917 47.6169187)
47.616941,-122.3269688,3,,,POINT (-122.3269688 47.616941)
47.6171516,-122.3269337,3,,,POINT (-122.3269337 47.6171516)
47.6169939,-122.3273086,3,,,POINT (-122.3273086 47.6169939)
47.6151417,-122.3277822,3,,,POINT (-122.3277822 47.6151417)
47.6153224,-122.3277984,4,,,POINT (-122.3277984 47.6153224)
47.6159508,-122.3278103,3,,,POINT (-122.3278103 47.6159508)
47.615965,-122.3279953,3,,,POINT (-122.3279953 47.615965)
47.6164047,-122.326911,3,,,POINT (-122.326911 47.6164047)
47.6163873,-122.3267026,3,,,POINT (-122.3267026 47.6163873)
47.6164124,-122.3266726,3,,,POINT (-122.3266726 47.6164124)
47.615342,-122.3267143,3,,,POINT (-122.3267143 47.615342)
47.6153246,-122.3269451,3,,,POINT (-122.3269451 47.6153246)
47.6153172,-122.3269586,3,,,POINT (-122.3269586 47.6153172)
47.618607,-122.3303978,3,,,POINT (-122.3303978 47.618607)
47.618617,-122.3307691,3,,,POINT (-122.3307691 47.618617)
47.618543,-122.3304979,3,,,POINT (-122.3304979 47.618543)
47.6184088,-122.330642,3,,,POINT (-122.330642 47.6184088)
47.6185975,-122.3308113,3,,,POINT (-122.3308113 47.6185975)
47.6182775,-122.3311997,3,,,POINT (-122.3311997 47.6182775)
47.6182911,-122.3311968,3,,,POINT (-122.3311968 47.6182911)
47.618441,-122.3311313,1,,,POINT (-122.3311313 47.618441)
47.618428,-122.3309963,4,,,POINT (-122.3309963 47.618428)
47.618146,-122.3309907,4,,,POINT (-122.3309907 47.618146)
47.6182732,-122.3308329,3,,,POINT (-122.3308329 47.6182732)
47.6183865,-122.330428,3,,,POINT (-122.330428 47.6183865)
47.6195738,-122.3295389,3,,,POINT (-122.3295389 47.6195738)
47.6197448,-122.3293544,3,,,POINT (-122.3293544 47.6197448)
47.6197815,-122.3292366,3,,,POINT (-122.3292366 47.6197815)
47.6195293,-122.3291642,3,,,POINT (-122.3291642 47.6195293)
47.6196105,-122.3290237,3,,,POINT (-122.3290237 47.6196105)
47.6194531,-122.3290256,1,,,POINT (-122.3290256 47.6194531)
47.6194574,-122.3293093,3,,,POINT (-122.3293093 47.6194574)
47.6218942,-122.3316113,4,,,POINT (-122.3316113 47.6218942)
47.6219017,-122.3305491,3,,,POINT (-122.3305491 47.6219017)
47.6207559,-122.3305449,3,,,POINT (-122.3305449 47.6207559)
47.6209013,-122.330333,3,,,POINT (-122.330333 47.6209013)
47.6207319,-122.3303323,3,,,POINT (-122.3303323 47.6207319)
47.6208787,-122.329313,3,,,POINT (-122.329313 47.6208787)
47.6207631,-122.3293264,3,,,POINT (-122.3293264 47.6207631)
47.6207581,-122.3303199,3,,,POINT (-122.3303199 47.6207581)
47.6197682,-122.3305277,3,,,POINT (-122.3305277 47.6197682)
47.6197855,-122.3292716,3,,,POINT (-122.3292716 47.6197855)
47.6197426,-122.3303082,3,,,POINT (-122.3303082 47.6197426)
47.6197593,-122.3303293,3,,,POINT (-122.3303293 47.6197593)
47.6196068,-122.3305224,3,,,POINT (-122.3305224 47.6196068)
47.6196116,-122.3303598,3,,,POINT (-122.3303598 47.6196116)
47.619603,-122.3303419,3,,,POINT (-122.3303419 47.619603)
47.6189725,-122.3303246,3,,,POINT (-122.3303246 47.6189725)
47.6208874,-122.3303254,3,,,POINT (-122.3303254 47.6208874)
47.6219157,-122.330339,4,,,POINT (-122.330339 47.6219157)
47.6219131,-122.32931,3,,,POINT (-122.32931 47.6219131)
47.6220403,-122.3292989,3,,,POINT (-122.3292989 47.6220403)
47.6242135,-122.3303517,3,,,POINT (-122.3303517 47.6242135)
47.6242085,-122.3305593,4,,,POINT (-122.3305593 47.6242085)
47.6241994,-122.3316302,3,,,POINT (-122.3316302 47.6241994)
47.6242134,-122.3293211,3,,,POINT (-122.3293211 47.6242134)
47.623209,-122.33035,3,,,POINT (-122.33035 47.623209)
47.6232027,-122.3305591,3,,,POINT (-122.3305591 47.6232027)
47.6231961,-122.3303222,3,,,POINT (-122.3303222 47.6231961)
47.6232013,-122.3305731,3,,,POINT (-122.3305731 47.6232013)
47.6230397,-122.3305548,3,,,POINT (-122.3305548 47.6230397)
47.6231974,-122.3290457,3,,,POINT (-122.3290457 47.6231974)
47.6232069,-122.329308,3,,,POINT (-122.329308 47.6232069)
47.6231978,-122.3293316,3,,,POINT (-122.3293316 47.6231978)
47.622059,-122.3305686,3,,,POINT (-122.3305686 47.622059)
47.6230587,-122.330354,3,,,POINT (-122.330354 47.6230587)
47.6230712,-122.3293062,3,,,POINT (-122.3293062 47.6230712)
47.622032,-122.3303428,3,,,POINT (-122.3303428 47.622032)
47.6241906,-122.3318396,3,,,POINT (-122.3318396 47.6241906)
47.6242033,-122.3318811,3,,,POINT (-122.3318811 47.6242033)
47.6242032,-122.3330053,4,crossing,,POINT (-122.3330053 47.6242032)
47.6242002,-122.334139,3,,,POINT (-122.334139 47.6242002)
47.6195957,-122.3318713,3,,,POINT (-122.3318713 47.6195957)
47.6197743,-122.3318712,3,,,POINT (-122.3318712 47.6197743)
47.6195963,-122.3316167,3,,,POINT (-122.3316167 47.6195963)
47.6197467,-122.3316065,3,,,POINT (-122.3316065 47.6197467)
47.6197961,-122.3318333,3,,,POINT (-122.3318333 47.6197961)
47.6197744,-122.3316233,3,,,POINT (-122.3316233 47.6197744)
47.6207393,-122.3316277,3,,,POINT (-122.3316277 47.6207393)
47.6207439,-122.330526,3,,,POINT (-122.330526 47.6207439)
47.6197442,-122.3305339,3,,,POINT (-122.3305339 47.6197442)
47.6195917,-122.3328913,3,,,POINT (-122.3328913 47.6195917)
47.6195966,-122.3305335,3,,,POINT (-122.3305335 47.6195966)
47.619739,-122.3328913,3,,,POINT (-122.3328913 47.619739)
47.6207489,-122.3318324,3,,,POINT (-122.3318324 47.6207489)
47.6207451,-122.3318129,3,,,POINT (-122.3318129 47.6207451)
47.6195826,-122.3330999,3,,,POINT (-122.3330999 47.6195826)
47.6197298,-122.3329067,3,,,POINT (-122.3329067 47.6197298)
47.6231915,-122.3318732,3,,,POINT (-122.3318732 47.6231915)
47.6230564,-122.3318652,3,,,POINT (-122.3318652 47.6230564)
47.6232139,-122.3318375,3,,,POINT (-122.3318375 47.6232139)
47.6232009,-122.3316191,4,,,POINT (-122.3316191 47.6232009)
47.623039,-122.3316219,3,,,POINT (-122.3316219 47.623039)
47.6230337,-122.3318314,3,,,POINT (-122.3318314 47.6230337)
47.6230158,-122.3316218,3,,,POINT (-122.3316218 47.6230158)
47.6220627,-122.3316101,3,,,POINT (-122.3316101 47.6220627)
47.6220529,-122.3318395,3,,,POINT (-122.3318395 47.6220529)
47.6225786,-122.330556,3,,,POINT (-122.330556 47.6225786)
47.6224117,-122.3316122,4,,,POINT (-122.3316122 47.6224117)
47.6220592,-122.3305526,3,,,POINT (-122.3305526 47.6220592)
47.6230396,-122.3329052,3,,,POINT (-122.3329052 47.6230396)
47.6230567,-122.332884,3,,,POINT (-122.332884 47.6230567)
47.6220583,-122.3329025,3,,,POINT (-122.3329025 47.6220583)
47.6220539,-122.333111,3,,,POINT (-122.333111 47.6220539)
47.6218983,-122.3331131,3,,,POINT (-122.3331131 47.6218983)
47.622047,-122.3331488,3,,,POINT (-122.3331488 47.622047)
47.6219093,-122.3331539,3,,,POINT (-122.3331539 47.6219093)
47.6232129,-122.3331171,3,,,POINT (-122.3331171 47.6232129)
47.6242025,-122.3331247,3,,,POINT (-122.3331247 47.6242025)
47.623208,-122.3331534,3,,,POINT (-122.3331534 47.623208)
47.6232058,-122.334135,3,,,POINT (-122.334135 47.6232058)
47.624198,-122.3328916,3,,,POINT (-122.3328916 47.624198)
47.6242098,-122.3331648,3,,,POINT (-122.3331648 47.6242098)
47.6241929,-122.3329069,3,,,POINT (-122.3329069 47.6241929)
47.6177572,-122.3318677,3,,,POINT (-122.3318677 47.6177572)
47.6176394,-122.3316665,3,,,POINT (-122.3316665 47.6176394)
47.6176138,-122.331685,3,,,POINT (-122.331685 47.6176138)
47.6176147,-122.332056,4,,,POINT (-122.332056 47.6176147)
47.6184391,-122.3329504,3,,,POINT (-122.3329504 47.6184391)
47.618419,-122.3330241,3,,,POINT (-122.3330241 47.618419)
47.6183864,-122.3330075,3,,,POINT (-122.3330075 47.6183864)
47.6170781,-122.3327382,3,,,POINT (-122.3327382 47.6170781)
47.6169583,-122.3325172,3,,,POINT (-122.3325172 47.6169583)
47.6174938,-122.3318409,4,,,POINT (-122.3318409 47.6174938)
47.6182866,-122.333139,3,,,POINT (-122.333139 47.6182866)
47.6182703,-122.3331531,3,,,POINT (-122.3331531 47.6182703)
47.6183934,-122.3331684,3,,,POINT (-122.3331684 47.6183934)
47.6184147,-122.333294,3,,,POINT (-122.333294 47.6184147)
47.6142999,-122.3359968,3,,,POINT (-122.3359968 47.6142999)
47.6143082,-122.3363543,3,,,POINT (-122.3363543 47.6143082)
47.6144307,-122.3361582,3,,,POINT (-122.3361582 47.6144307)
47.6148279,-122.3353071,3,,,POINT (-122.3353071 47.6148279)
47.6136017,-122.3391959,3,,,POINT (-122.3391959 47.6136017)
47.6130377,-122.3402432,3,,,POINT (-122.3402432 47.6130377)
47.6131975,-122.3400494,3,,,POINT (-122.3400494 47.6131975)
47.6130446,-122.3402559,3,,,POINT (-122.3402559 47.6130446)
47.6132023,-122.3400247,3,,,POINT (-122.3400247 47.6132023)
47.6130769,-122.3398415,3,,,POINT (-122.3398415 47.6130769)
47.6129347,-122.3400602,3,,,POINT (-122.3400602 47.6129347)
47.6123748,-122.3410941,4,,,POINT (-122.3410941 47.6123748)
47.6124122,-122.3406982,3,,,POINT (-122.3406982 47.6124122)
47.6122713,-122.3409185,3,,,POINT (-122.3409185 47.6122713)
47.6145267,-122.3383047,3,,,POINT (-122.3383047 47.6145267)
47.6143734,-122.3385147,3,,,POINT (-122.3385147 47.6143734)
47.6143802,-122.3384947,3,,,POINT (-122.3384947 47.6143802)
47.6144161,-122.3381622,3,,,POINT (-122.3381622 47.6144161)
47.614906,-122.3389554,3,,,POINT (-122.3389554 47.614906)
47.6156896,-122.3387816,3,,,POINT (-122.3387816 47.6156896)
47.615196,-122.339429,3,,,POINT (-122.339429 47.615196)
47.6151836,-122.3394274,3,,,POINT (-122.3394274 47.6151836)
47.6145368,-122.3383356,3,,,POINT (-122.3383356 47.6145368)
47.6154022,-122.3382522,3,,,POINT (-122.3382522 47.6154022)
47.6158428,-122.3385617,3,,,POINT (-122.3385617 47.6158428)
47.615701,-122.3387599,3,,,POINT (-122.3387599 47.615701)
47.615614,-122.3366128,3,,,POINT (-122.3366128 47.615614)
47.6151718,-122.3374668,3,,,POINT (-122.3374668 47.6151718)
47.6153287,-122.3377748,3,,,POINT (-122.3377748 47.6153287)
47.6153349,-122.3377205,3,,,POINT (-122.3377205 47.6153349)
47.6155323,-122.3380431,3,,,POINT (-122.3380431 47.6155323)
47.6148166,-122.3379358,3,,,POINT (-122.3379358 47.6148166)
47.6151128,-122.3376995,3,,,POINT (-122.3376995 47.6151128)
47.6163622,-122.337915,3,,,POINT (-122.337915 47.6163622)
47.6146198,-122.3378698,3,,,POINT (-122.3378698 47.6146198)
47.6125104,-122.3409161,3,,,POINT (-122.3409161 47.6125104)
47.6125305,-122.3408895,3,,,POINT (-122.3408895 47.6125305)
47.6116191,-122.339373,3,,,POINT (-122.339373 47.6116191)
47.6123221,-122.3385457,3,,,POINT (-122.3385457 47.6123221)
47.6124375,-122.3387264,3,,,POINT (-122.3387264 47.6124375)
47.6138659,-122.339176,3,,,POINT (-122.339176 47.6138659)
47.6137534,-122.3390228,3,,,POINT (-122.3390228 47.6137534)
47.613846,-122.3391689,3,,,POINT (-122.3391689 47.613846)
47.6137044,-122.3393739,3,,,POINT (-122.3393739 47.6137044)
47.6137077,-122.3393546,3,,,POINT (-122.3393546 47.6137077)
47.6136169,-122.3391974,3,,,POINT (-122.3391974 47.6136169)
47.6100074,-122.3433965,3,,,POINT (-122.3433965 47.6100074)
47.6099886,-122.3438064,3,,,POINT (-122.3438064 47.6099886)
47.6104542,-122.3436546,3,,,POINT (-122.3436546 47.6104542)
47.6103818,-122.3438269,3,,,POINT (-122.3438269 47.6103818)
47.6105867,-122.3440129,3,,,POINT (-122.3440129 47.6105867)
47.610323,-122.3434997,3,,,POINT (-122.3434997 47.610323)
47.610408,-122.3433009,3,,,POINT (-122.3433009 47.610408)
47.6109348,-122.3426368,3,,,POINT (-122.3426368 47.6109348)
47.610941,-122.3425908,3,,,POINT (-122.3425908 47.610941)
47.6111695,-122.3426135,3,,,POINT (-122.3426135 47.6111695)
47.6110999,-122.3424403,3,,,POINT (-122.3424403 47.6110999)
47.6117703,-122.3415707,3,,,POINT (-122.3415707 47.6117703)
47.6117556,-122.3415775,3,,,POINT (-122.3415775 47.6117556)
47.6008065,-122.3340604,4,,,POINT (-122.3340604 47.6008065)
47.6008203,-122.3343449,3,,,POINT (-122.3343449 47.6008203)
47.6009563,-122.3343426,3,,,POINT (-122.3343426 47.6009563)
47.6009494,-122.3340844,3,,,POINT (-122.3340844 47.6009494)
47.6008131,-122.3330389,3,,,POINT (-122.3330389 47.6008131)
47.6009617,-122.3330417,3,,,POINT (-122.3330417 47.6009617)
47.6008121,-122.3327536,3,,,POINT (-122.3327536 47.6008121)
47.6009899,-122.3327569,3,,,POINT (-122.3327569 47.6009899)
47.6007935,-122.33094,3,,,POINT (-122.33094 47.6007935)
47.6007902,-122.3313143,3,,,POINT (-122.3313143 47.6007902)
47.6008046,-122.3309637,3,,,POINT (-122.3309637 47.6008046)
47.6009603,-122.3311026,3,,,POINT (-122.3311026 47.6009603)
47.6009808,-122.3311283,3,,,POINT (-122.3311283 47.6009808)
47.6008113,-122.3313604,3,,,POINT (-122.3313604 47.6008113)
47.6010566,-122.3317253,3,,,POINT (-122.3317253 47.6010566)
47.6009493,-122.3314622,3,,,POINT (-122.3314622 47.6009493)
47.6008145,-122.3317193,3,,,POINT (-122.3317193 47.6008145)
47.60096,-122.3317254,3,,,POINT (-122.3317254 47.60096)
47.6008065,-122.3303945,4,,,POINT (-122.3303945 47.6008065)
47.6009561,-122.3304147,3,,,POINT (-122.3304147 47.6009561)
47.6009602,-122.3303934,3,,,POINT (-122.3303934 47.6009602)
47.6008063,-122.3288605,3,,,POINT (-122.3288605 47.6008063)
47.6009549,-122.3288495,3,,,POINT (-122.3288495 47.6009549)
47.6010723,-122.3291192,3,,,POINT (-122.3291192 47.6010723)
47.6009687,-122.3288623,3,,,POINT (-122.3288623 47.6009687)
47.6008068,-122.3292255,3,,,POINT (-122.3292255 47.6008068)
47.600978,-122.329273,3,,,POINT (-122.329273 47.600978)
47.6008099,-122.3265272,3,,,POINT (-122.3265272 47.6008099)
47.6009692,-122.3262608,3,,,POINT (-122.3262608 47.6009692)
47.6008729,-122.3278095,4,crossing,,POINT (-122.3278095 47.6008729)
47.6008866,-122.327548,4,crossing,,POINT (-122.327548 47.6008866)
47.6008179,-122.3275466,3,,,POINT (-122.3275466 47.6008179)
47.6009602,-122.3275434,3,,,POINT (-122.3275434 47.6009602)
47.6009877,-122.3275561,3,,,POINT (-122.3275561 47.6009877)
47.6009741,-122.3277823,3,,,POINT (-122.3277823 47.6009741)
47.6008004,-122.32782,3,,,POINT (-122.32782 47.6008004)
47.6009541,-122.3278272,3,,,POINT (-122.3278272 47.6009541)
47.6007966,-122.3262499,3,,,POINT (-122.3262499 47.6007966)
47.6008094,-122.3262045,3,,,POINT (-122.3262045 47.6008094)
47.6008736,-122.3250316,3,,,POINT (-122.3250316 47.6008736)
47.6008754,-122.3249921,3,,,POINT (-122.3249921 47.6008754)
47.6011215,-122.3251946,1,,,POINT (-122.3251946 47.6011215)
47.6007953,-122.3251356,3,,,POINT (-122.3251356 47.6007953)
47.6009274,-122.3250731,4,crossing,,POINT (-122.3250731 47.6009274)
47.6009501,-122.3251759,3,,,POINT (-122.3251759 47.6009501)
47.6009527,-122.3262135,3,,,POINT (-122.3262135 47.6009527)
47.6015757,-122.3223173,4,,,POINT (-122.3223173 47.6015757)
47.6017013,-122.3226402,4,crossing,,POINT (-122.3226402 47.6017013)
47.6018005,-122.3223413,3,,,POINT (-122.3223413 47.6018005)
47.6018174,-122.3225964,3,,,POINT (-122.3225964 47.6018174)
47.6027595,-122.3205982,3,,,POINT (-122.3205982 47.6027595)
47.6027556,-122.3208576,3,,,POINT (-122.3208576 47.6027556)
47.6026434,-122.3208444,3,,,POINT (-122.3208444 47.6026434)
47.6017869,-122.3223037,3,,,POINT (-122.3223037 47.6017869)
47.6017924,-122.3196682,3,,,POINT (-122.3196682 47.6017924)
47.6015951,-122.3196965,4,,,POINT (-122.3196965 47.6015951)
47.6017838,-122.3196739,3,,,POINT (-122.3196739 47.6017838)
47.6017897,-122.3204474,3,,,POINT (-122.3204474 47.6017897)
47.6015991,-122.3179073,4,,,POINT (-122.3179073 47.6015991)
47.6017985,-122.3182084,3,,,POINT (-122.3182084 47.6017985)
47.6026339,-122.3193125,3,,,POINT (-122.3193125 47.6026339)
47.6026368,-122.3195267,3,,,POINT (-122.3195267 47.6026368)
47.6046022,-122.320615,3,,,POINT (-122.320615 47.6046022)
47.6048437,-122.3208979,3,,,POINT (-122.3208979 47.6048437)
47.6044822,-122.3209086,3,,,POINT (-122.3209086 47.6044822)
47.6044314,-122.3204589,3,,,POINT (-122.3204589 47.6044314)
47.6042844,-122.3206433,3,,,POINT (-122.3206433 47.6042844)
47.6150966,-122.3353123,3,,,POINT (-122.3353123 47.6150966)
47.614958,-122.3351272,3,,,POINT (-122.3351272 47.614958)
47.6149387,-122.3351194,3,,,POINT (-122.3351194 47.6149387)
47.6156201,-122.3346386,3,,,POINT (-122.3346386 47.6156201)
47.6155073,-122.3344199,3,,,POINT (-122.3344199 47.6155073)
47.6156063,-122.3342586,3,,,POINT (-122.3342586 47.6156063)
47.6154991,-122.3344065,3,,,POINT (-122.3344065 47.6154991)
47.6149771,-122.333128,3,,,POINT (-122.333128 47.6149771)
47.6149815,-122.3332018,3,,,POINT (-122.3332018 47.6149815)
47.614708,-122.3331925,3,,,POINT (-122.3331925 47.614708)
47.6148457,-122.333316,3,,,POINT (-122.333316 47.6148457)
47.6168189,-122.3327085,3,,,POINT (-122.3327085 47.6168189)
47.6162733,-122.3334096,4,,,POINT (-122.3334096 47.6162733)
47.615626,-122.3323012,3,,,POINT (-122.3323012 47.615626)
47.615623,-122.3342666,3,,,POINT (-122.3342666 47.615623)
47.6169555,-122.3329183,3,,,POINT (-122.3329183 47.6169555)
47.6170775,-122.3327628,3,,,POINT (-122.3327628 47.6170775)
47.6169477,-122.332918,3,,,POINT (-122.332918 47.6169477)
47.6168183,-122.3327186,3,,,POINT (-122.3327186 47.6168183)
47.6163896,-122.3336694,3,,,POINT (-122.3336694 47.6163896)
47.6164119,-122.3336314,3,,,POINT (-122.3336314 47.6164119)
47.6161678,-122.3335475,3,,,POINT (-122.3335475 47.6161678)
47.616163,-122.3335781,3,,,POINT (-122.3335781 47.616163)
47.6162875,-122.3337678,4,,,POINT (-122.3337678 47.6162875)
47.615739,-122.3344634,3,,,POINT (-122.3344634 47.615739)
47.6150766,-122.3353381,3,,,POINT (-122.3353381 47.6150766)
47.6149619,-122.3355036,3,,,POINT (-122.3355036 47.6149619)
47.6149483,-122.335493,3,,,POINT (-122.335493 47.6149483)
47.6157493,-122.3364269,3,,,POINT (-122.3364269 47.6157493)
47.6157151,-122.3364329,3,,,POINT (-122.3364329 47.6157151)
47.6156105,-122.3366025,3,,,POINT (-122.3366025 47.6156105)
47.6157194,-122.3367817,3,,,POINT (-122.3367817 47.6157194)
47.615837,-122.336613,3,,,POINT (-122.336613 47.615837)
47.6157443,-122.3368104,3,,,POINT (-122.3368104 47.6157443)
47.6162766,-122.3356969,3,,,POINT (-122.3356969 47.6162766)
47.61628,-122.335724,3,,,POINT (-122.335724 47.61628)
47.6169337,-122.3348964,3,,,POINT (-122.3348964 47.6169337)
47.6170303,-122.3350671,3,,,POINT (-122.3350671 47.6170303)
47.6171532,-122.3349055,3,,,POINT (-122.3349055 47.6171532)
47.6176038,-122.3340115,3,,,POINT (-122.3340115 47.6176038)
47.617729,-122.3338575,4,,,POINT (-122.3338575 47.617729)
47.617848,-122.3340136,3,,,POINT (-122.3340136 47.617848)
47.617881,-122.3344907,3,,,POINT (-122.3344907 47.617881)
47.6180978,-122.334491,3,,,POINT (-122.334491 47.6180978)
47.6178826,-122.3341373,3,,,POINT (-122.3341373 47.6178826)
47.6175987,-122.3340462,3,,,POINT (-122.3340462 47.6175987)
47.6176588,-122.3341667,3,,,POINT (-122.3341667 47.6176588)
47.6153062,-122.3357313,3,,,POINT (-122.3357313 47.6153062)
47.6156363,-122.3346456,3,,,POINT (-122.3346456 47.6156363)
47.6157366,-122.3344883,3,,,POINT (-122.3344883 47.6157366)
47.6184318,-122.3341307,3,,,POINT (-122.3341307 47.6184318)
47.6186365,-122.3341501,3,,,POINT (-122.3341501 47.6186365)
47.6184171,-122.334152,3,,,POINT (-122.334152 47.6184171)
47.6197717,-122.3344821,3,,,POINT (-122.3344821 47.6197717)
47.6197551,-122.3344583,3,,,POINT (-122.3344583 47.6197551)
47.6197456,-122.3341675,4,,,POINT (-122.3341675 47.6197456)
47.619611,-122.3344756,3,,,POINT (-122.3344756 47.619611)
47.6196214,-122.3344452,3,,,POINT (-122.3344452 47.6196214)
47.6195836,-122.3341699,3,,,POINT (-122.3341699 47.6195836)
47.6196007,-122.3341388,3,,,POINT (-122.3341388 47.6196007)
47.6186575,-122.334166,3,,,POINT (-122.334166 47.6186575)
47.6184255,-122.3350511,3,,,POINT (-122.3350511 47.6184255)
47.6183759,-122.3352964,3,,,POINT (-122.3352964 47.6183759)
47.6186565,-122.3357681,3,,,POINT (-122.3357681 47.6186565)
47.6186578,-122.335994,3,,,POINT (-122.335994 47.6186578)
47.6196175,-122.3357645,3,,,POINT (-122.3357645 47.6196175)
47.6197749,-122.3357352,3,,,POINT (-122.3357352 47.6197749)
47.6197968,-122.3359895,3,,,POINT (-122.3359895 47.6197968)
47.6197685,-122.3360028,3,,,POINT (-122.3360028 47.6197685)
47.6196304,-122.3357644,3,,,POINT (-122.3357644 47.6196304)
47.6186597,-122.3344717,3,,,POINT (-122.3344717 47.6186597)
47.6208055,-122.337019,3,,,POINT (-122.337019 47.6208055)
47.6184449,-122.3372638,3,,,POINT (-122.3372638 47.6184449)
47.6183955,-122.3373265,3,,,POINT (-122.3373265 47.6183955)
