y,x,street_count,highway,ref,geometry
47.6221347,-122.3399395,3,,,POINT (-122.3399395 47.6221347)
47.6219692,-122.3399301,3,,,POINT (-122.3399301 47.6219692)
47.6220519,-122.3399175,4,crossing,,POINT (-122.3399175 47.6220519)
47.6219726,-122.3397677,4,crossing,,POINT (-122.3397677 47.6219726)
47.6221315,-122.3397662,4,crossing,,POINT (-122.3397662 47.6221315)
47.6220511,-122.3396556,4,crossing,,POINT (-122.3396556 47.6220511)
47.6231352,-122.3398824,3,,,POINT (-122.3398824 47.6231352)
47.6221409,-122.3396483,3,,,POINT (-122.3396483 47.6221409)
47.6231382,-122.3396348,3,,,POINT (-122.3396348 47.6231382)
47.6231145,-122.339642,3,,,POINT (-122.339642 47.6231145)
47.6231414,-122.339907,3,,,POINT (-122.339907 47.6231414)
47.6232147,-122.3396387,4,crossing,,POINT (-122.3396387 47.6232147)
47.623215,-122.3399022,4,crossing,,POINT (-122.3399022 47.623215)
47.6233024,-122.3397552,4,crossing,,POINT (-122.3397552 47.6233024)
47.6231323,-122.3397568,4,crossing,,POINT (-122.3397568 47.6231323)
47.6198001,-122.3404494,4,crossing,,POINT (-122.3404494 47.6198001)
47.6208107,-122.3404482,4,crossing,,POINT (-122.3404482 47.6208107)
47.6209676,-122.340446,4,crossing,,POINT (-122.340446 47.6209676)
47.6219685,-122.3404221,4,crossing,,POINT (-122.3404221 47.6219685)
47.6208884,-122.3409548,4,crossing,,POINT (-122.3409548 47.6208884)
47.6232991,-122.3402115,4,crossing,,POINT (-122.3402115 47.6232991)
47.6210987,-122.3396584,4,crossing,,POINT (-122.3396584 47.6210987)
47.620996,-122.3399561,1,,,POINT (-122.3399561 47.620996)
47.621058,-122.3399352,1,,,POINT (-122.3399352 47.621058)
47.621058,-122.3399063,3,,,POINT (-122.3399063 47.621058)
47.6209673,-122.3403959,3,,,POINT (-122.3403959 47.6209673)
47.6210067,-122.3403276,1,,,POINT (-122.3403276 47.6210067)
47.6184548,-122.3393116,3,,,POINT (-122.3393116 47.6184548)
47.6184515,-122.3391437,4,crossing,,POINT (-122.3391437 47.6184515)
47.6184414,-122.3386564,3,,,POINT (-122.3386564 47.6184414)
47.6184592,-122.3386648,3,,,POINT (-122.3386648 47.6184592)
47.6186362,-122.3384886,4,crossing,,POINT (-122.3384886 47.6186362)
47.6185404,-122.3383147,4,crossing,,POINT (-122.3383147 47.6185404)
47.6185415,-122.3386598,4,crossing,,POINT (-122.3386598 47.6185415)
47.6198231,-122.3384799,4,crossing,,POINT (-122.3384799 47.6198231)
47.6197077,-122.3383388,4,crossing,,POINT (-122.3383388 47.6197077)
47.6197116,-122.3386467,4,crossing,,POINT (-122.3386467 47.6197116)
47.6196332,-122.3384819,4,crossing,,POINT (-122.3384819 47.6196332)
47.620783,-122.3386351,3,,,POINT (-122.3386351 47.620783)
47.6207915,-122.3384716,4,crossing,,POINT (-122.3384716 47.6207915)
47.6208795,-122.3386421,4,crossing,,POINT (-122.3386421 47.6208795)
47.6209754,-122.3384699,4,crossing,,POINT (-122.3384699 47.6209754)
47.6208031,-122.3391007,4,crossing,,POINT (-122.3391007 47.6208031)
47.6219631,-122.3386143,3,,,POINT (-122.3386143 47.6219631)
47.6209657,-122.3386315,3,,,POINT (-122.3386315 47.6209657)
47.6219695,-122.3386254,3,,,POINT (-122.3386254 47.6219695)
47.6221229,-122.3384603,4,crossing,,POINT (-122.3384603 47.6221229)
47.6220471,-122.3383102,4,crossing,,POINT (-122.3383102 47.6220471)
47.6220488,-122.3386292,4,crossing,,POINT (-122.3386292 47.6220488)
47.6219582,-122.3384609,4,crossing,,POINT (-122.3384609 47.6219582)
47.6221317,-122.3386255,3,,,POINT (-122.3386255 47.6221317)
47.6232904,-122.3386325,3,,,POINT (-122.3386325 47.6232904)
47.623301,-122.3384636,4,crossing,,POINT (-122.3384636 47.623301)
47.6232149,-122.3382882,4,crossing,,POINT (-122.3382882 47.6232149)
47.6231275,-122.338463,4,crossing,,POINT (-122.338463 47.6231275)
47.6232149,-122.3386213,4,crossing,,POINT (-122.3386213 47.6232149)
47.6236555,-122.3386168,4,crossing,,POINT (-122.3386168 47.6236555)
47.6232929,-122.3391011,4,crossing,,POINT (-122.3391011 47.6232929)
47.6231391,-122.3391018,4,crossing,,POINT (-122.3391018 47.6231391)
47.6209644,-122.3391,4,crossing,,POINT (-122.3391 47.6209644)
47.6219701,-122.3391008,4,crossing,,POINT (-122.3391008 47.6219701)
47.6221294,-122.339101,4,crossing,,POINT (-122.339101 47.6221294)
47.6227126,-122.3386214,4,crossing,,POINT (-122.3386214 47.6227126)
47.6205943,-122.3386384,4,crossing,,POINT (-122.3386384 47.6205943)
47.6209668,-122.3378167,4,crossing,,POINT (-122.3378167 47.6209668)
47.6184465,-122.3371713,4,crossing,,POINT (-122.3371713 47.6184465)
47.6186266,-122.3372066,4,crossing,,POINT (-122.3372066 47.6186266)
47.6185074,-122.3372839,4,crossing,,POINT (-122.3372839 47.6185074)
47.6185637,-122.337302,4,crossing,,POINT (-122.337302 47.6185637)
47.6208002,-122.3378184,4,crossing,,POINT (-122.3378184 47.6208002)
47.6207856,-122.3371727,4,crossing,,POINT (-122.3371727 47.6207856)
47.6208673,-122.3373316,4,crossing,,POINT (-122.3373316 47.6208673)
47.6209715,-122.3371758,4,crossing,,POINT (-122.3371758 47.6209715)
47.6208673,-122.3370277,4,crossing,,POINT (-122.3370277 47.6208673)
47.6219378,-122.3372962,3,,,POINT (-122.3372962 47.6219378)
47.6221094,-122.3359919,3,,,POINT (-122.3359919 47.6221094)
47.622125,-122.3371786,4,crossing,,POINT (-122.3371786 47.622125)
47.6220375,-122.3373023,4,crossing,,POINT (-122.3373023 47.6220375)
47.6220255,-122.3370561,4,crossing,,POINT (-122.3370561 47.6220255)
47.6219544,-122.3371799,4,crossing,,POINT (-122.3371799 47.6219544)
47.6226392,-122.3370365,4,,,POINT (-122.3370365 47.6226392)
47.6233104,-122.3371648,4,crossing,,POINT (-122.3371648 47.6233104)
47.6232141,-122.3373084,4,crossing,,POINT (-122.3373084 47.6232141)
47.6231151,-122.3371671,4,crossing,,POINT (-122.3371671 47.6231151)
47.6232135,-122.3370463,4,crossing,,POINT (-122.3370463 47.6232135)
47.6186235,-122.3378249,4,crossing,,POINT (-122.3378249 47.6186235)
47.6197883,-122.3378227,4,crossing,,POINT (-122.3378227 47.6197883)
47.6197056,-122.3373668,4,crossing,,POINT (-122.3373668 47.6197056)
47.623133,-122.3378,4,crossing,,POINT (-122.3378 47.623133)
47.6232943,-122.3378247,4,crossing,,POINT (-122.3378247 47.6232943)
47.6219593,-122.3377971,4,crossing,,POINT (-122.3377971 47.6219593)
47.6196229,-122.3378231,4,crossing,,POINT (-122.3378231 47.6196229)
47.6186579,-122.3343,4,crossing,,POINT (-122.3343 47.6186579)
47.6185283,-122.3341496,4,crossing,,POINT (-122.3341496 47.6185283)
47.6184264,-122.3342971,4,crossing,,POINT (-122.3342971 47.6184264)
47.6185287,-122.3345055,4,crossing,,POINT (-122.3345055 47.6185287)
47.6196298,-122.3359767,3,,,POINT (-122.3359767 47.6196298)
47.6196299,-122.3360026,3,,,POINT (-122.3360026 47.6196299)
47.6197085,-122.3364887,4,crossing,,POINT (-122.3364887 47.6197085)
47.6196313,-122.3358761,4,crossing,,POINT (-122.3358761 47.6196313)
47.61971,-122.3359838,4,crossing,,POINT (-122.3359838 47.61971)
47.6197806,-122.3358721,4,crossing,,POINT (-122.3358721 47.6197806)
47.6197083,-122.3357491,4,crossing,,POINT (-122.3357491 47.6197083)
47.6209532,-122.336518,4,crossing,,POINT (-122.336518 47.6209532)
47.6209535,-122.3357531,3,,,POINT (-122.3357531 47.6209535)
47.6207921,-122.3358607,4,crossing,,POINT (-122.3358607 47.6207921)
47.6208683,-122.3359825,4,crossing,,POINT (-122.3359825 47.6208683)
47.6209559,-122.3358601,4,crossing,,POINT (-122.3358601 47.6209559)
47.6220171,-122.3359716,4,crossing,,POINT (-122.3359716 47.6220171)
47.6220163,-122.3357739,4,crossing,,POINT (-122.3357739 47.6220163)
47.6221121,-122.3358602,4,crossing,,POINT (-122.3358602 47.6221121)
47.621958,-122.3358609,4,crossing,,POINT (-122.3358609 47.621958)
47.6231237,-122.3359673,3,,,POINT (-122.3359673 47.6231237)
47.6221186,-122.335967,3,,,POINT (-122.335967 47.6221186)
47.6232834,-122.336496,4,crossing,,POINT (-122.336496 47.6232834)
47.6232885,-122.3359773,3,,,POINT (-122.3359773 47.6232885)
47.6231125,-122.3358535,4,crossing,,POINT (-122.3358535 47.6231125)
47.6232089,-122.3357376,4,crossing,,POINT (-122.3357376 47.6232089)
47.6232833,-122.3358533,4,crossing,,POINT (-122.3358533 47.6232833)
47.6232098,-122.3359591,4,crossing,,POINT (-122.3359591 47.6232098)
47.6239182,-122.3359687,3,,,POINT (-122.3359687 47.6239182)
47.623984,-122.3359685,3,,,POINT (-122.3359685 47.623984)
47.6239834,-122.3357245,3,,,POINT (-122.3357245 47.6239834)
47.6239837,-122.3358466,4,crossing,,POINT (-122.3358466 47.6239837)
47.6186574,-122.335888,4,crossing,,POINT (-122.335888 47.6186574)
47.6207887,-122.3364296,4,crossing,,POINT (-122.3364296 47.6207887)
47.6207944,-122.3365215,4,crossing,,POINT (-122.3365215 47.6207944)
47.6184523,-122.3362559,4,crossing,,POINT (-122.3362559 47.6184523)
47.6184525,-122.3363148,4,crossing,,POINT (-122.3363148 47.6184525)
47.6231296,-122.3365065,4,crossing,,POINT (-122.3365065 47.6231296)
47.6219491,-122.3364923,4,crossing,,POINT (-122.3364923 47.6219491)
47.6195557,-122.3359781,4,crossing,,POINT (-122.3359781 47.6195557)
47.6197475,-122.3331184,3,,,POINT (-122.3331184 47.6197475)
47.6197588,-122.3331047,3,,,POINT (-122.3331047 47.6197588)
47.6219426,-122.3346811,3,,,POINT (-122.3346811 47.6219426)
47.6218987,-122.3344877,3,,,POINT (-122.3344877 47.6218987)
47.6219976,-122.3341802,4,crossing,,POINT (-122.3341802 47.6219976)
47.6221157,-122.335203,4,crossing,,POINT (-122.335203 47.6221157)
47.6220976,-122.3343346,4,crossing,,POINT (-122.3343346 47.6220976)
47.6220109,-122.334474,4,crossing,,POINT (-122.334474 47.6220109)
47.6219327,-122.3343349,4,crossing,,POINT (-122.3343349 47.6219327)
47.6219517,-122.3351433,4,crossing,,POINT (-122.3351433 47.6219517)
47.6214809,-122.3341771,4,crossing,,POINT (-122.3341771 47.6214809)
47.6216546,-122.3341773,4,crossing,,POINT (-122.3341773 47.6216546)
47.620845,-122.3345151,4,crossing,,POINT (-122.3345151 47.620845)
47.620919,-122.334338,4,crossing,,POINT (-122.334338 47.620919)
47.6208306,-122.3341853,4,crossing,,POINT (-122.3341853 47.6208306)
47.6207713,-122.3343371,4,crossing,,POINT (-122.3343371 47.6207713)
47.6197471,-122.3343197,4,crossing,,POINT (-122.3343197 47.6197471)
47.6196864,-122.3344515,4,crossing,,POINT (-122.3344515 47.6196864)
47.6196065,-122.3343187,4,crossing,,POINT (-122.3343187 47.6196065)
47.619667,-122.3341734,4,crossing,,POINT (-122.3341734 47.619667)
47.6191254,-122.3341679,4,crossing,,POINT (-122.3341679 47.6191254)
47.6192399,-122.3341684,4,crossing,,POINT (-122.3341684 47.6192399)
47.6197466,-122.3336095,4,crossing,,POINT (-122.3336095 47.6197466)
47.623975,-122.3345187,4,crossing,,POINT (-122.3345187 47.623975)
47.6231203,-122.3351929,4,crossing,,POINT (-122.3351929 47.6231203)
47.6232839,-122.3351909,4,crossing,,POINT (-122.3351909 47.6232839)
47.6232847,-122.3353604,4,crossing,,POINT (-122.3353604 47.6232847)
47.6231311,-122.3341392,4,crossing,,POINT (-122.3341392 47.6231311)
47.6232856,-122.334343,4,crossing,,POINT (-122.334343 47.6232856)
47.6230512,-122.3343414,4,crossing,,POINT (-122.3343414 47.6230512)
47.6232068,-122.332906,3,,,POINT (-122.332906 47.6232068)
47.6231887,-122.3329,3,,,POINT (-122.3329 47.6231887)
47.6230634,-122.3331236,3,,,POINT (-122.3331236 47.6230634)
47.623202,-122.3330012,4,crossing,,POINT (-122.3330012 47.623202)
47.6231311,-122.3331164,4,crossing,,POINT (-122.3331164 47.6231311)
47.6230471,-122.3330008,4,crossing,,POINT (-122.3330008 47.6230471)
47.6231311,-122.3328923,4,crossing,,POINT (-122.3328923 47.6231311)
47.6218862,-122.3329043,3,,,POINT (-122.3329043 47.6218862)
47.6219768,-122.3328913,4,crossing,,POINT (-122.3328913 47.6219768)
47.6219045,-122.333,4,crossing,,POINT (-122.333 47.6219045)
47.6219773,-122.3331442,4,crossing,,POINT (-122.3331442 47.6219773)
47.6220436,-122.333,4,crossing,,POINT (-122.333 47.6220436)
47.6208991,-122.3331152,3,,,POINT (-122.3331152 47.6208991)
47.6207375,-122.3331102,3,,,POINT (-122.3331102 47.6207375)
47.6207473,-122.3328985,4,,,POINT (-122.3328985 47.6207473)
47.6208207,-122.3328965,4,crossing,,POINT (-122.3328965 47.6208207)
47.6207419,-122.333,4,crossing,,POINT (-122.333 47.6207419)
47.6208207,-122.3331261,4,crossing,,POINT (-122.3331261 47.6208207)
47.6209005,-122.333,4,crossing,,POINT (-122.333 47.6209005)
47.619665,-122.3331,4,crossing,,POINT (-122.3331 47.619665)
47.6195976,-122.333,4,crossing,,POINT (-122.333 47.6195976)
47.6196653,-122.332891,4,crossing,,POINT (-122.332891 47.6196653)
47.6197437,-122.333,4,crossing,,POINT (-122.333 47.6197437)
47.6196001,-122.3328777,3,,,POINT (-122.3328777 47.6196001)
47.6195954,-122.3331216,3,,,POINT (-122.3331216 47.6195954)
47.6186321,-122.3330875,3,,,POINT (-122.3330875 47.6186321)
47.6184245,-122.3331706,4,crossing,,POINT (-122.3331706 47.6184245)
47.6183339,-122.3332377,4,crossing,,POINT (-122.3332377 47.6183339)
47.6183358,-122.333076,4,crossing,,POINT (-122.333076 47.6183358)
47.6186055,-122.333,4,crossing,,POINT (-122.333 47.6186055)
47.6185259,-122.332907,4,crossing,,POINT (-122.332907 47.6185259)
47.6242085,-122.3336707,4,crossing,,POINT (-122.3336707 47.6242085)
47.6232068,-122.33366,4,crossing,,POINT (-122.33366 47.6232068)
47.6230551,-122.3336597,4,crossing,,POINT (-122.3336597 47.6230551)
47.6219084,-122.3336475,4,crossing,,POINT (-122.3336475 47.6219084)
47.6208939,-122.3336463,4,crossing,,POINT (-122.3336463 47.6208939)
47.6207522,-122.3336156,4,crossing,,POINT (-122.3336156 47.6207522)
47.6199892,-122.3328931,4,crossing,,POINT (-122.3328931 47.6199892)
47.6198184,-122.3328919,4,crossing,,POINT (-122.3328919 47.6198184)
47.6220492,-122.3336484,4,crossing,,POINT (-122.3336484 47.6220492)
47.6197852,-122.331722,4,crossing,,POINT (-122.331722 47.6197852)
47.6196695,-122.3318701,4,crossing,,POINT (-122.3318701 47.6196695)
47.6196708,-122.3316174,4,crossing,,POINT (-122.3316174 47.6196708)
47.6207454,-122.331722,4,crossing,,POINT (-122.331722 47.6207454)
47.6208206,-122.3316071,4,crossing,,POINT (-122.3316071 47.6208206)
47.6208926,-122.3317234,4,crossing,,POINT (-122.3317234 47.6208926)
47.6208206,-122.3318285,4,crossing,,POINT (-122.3318285 47.6208206)
47.6216906,-122.3318317,4,,,POINT (-122.3318317 47.6216906)
47.622053,-122.33161,3,,,POINT (-122.33161 47.622053)
47.6220469,-122.3317426,4,crossing,,POINT (-122.3317426 47.6220469)
47.6219759,-122.3318454,4,crossing,,POINT (-122.3318454 47.6219759)
47.6219014,-122.3317412,4,crossing,,POINT (-122.3317412 47.6219014)
47.6219759,-122.3316217,4,crossing,,POINT (-122.3316217 47.6219759)
47.6231326,-122.3318603,4,crossing,,POINT (-122.3318603 47.6231326)
47.623203,-122.3317307,4,crossing,,POINT (-122.3317307 47.623203)
47.6231327,-122.3316287,4,crossing,,POINT (-122.3316287 47.6231327)
47.623031,-122.3317384,4,crossing,,POINT (-122.3317384 47.623031)
47.6231902,-122.3323638,4,crossing,,POINT (-122.3323638 47.6231902)
47.6230565,-122.3323628,4,crossing,,POINT (-122.3323628 47.6230565)
47.6220443,-122.3323574,4,crossing,,POINT (-122.3323574 47.6220443)
47.6207479,-122.3323405,4,crossing,,POINT (-122.3323405 47.6207479)
47.61974,-122.3323456,4,crossing,,POINT (-122.3323456 47.61974)
47.6196,-122.331073,4,crossing,,POINT (-122.331073 47.6196)
47.6197438,-122.3310736,4,crossing,,POINT (-122.3310736 47.6197438)
47.6204998,-122.3318154,4,crossing,,POINT (-122.3318154 47.6204998)
47.622474,-122.3318361,4,crossing,,POINT (-122.3318361 47.622474)
47.6207109,-122.33147,1,,,POINT (-122.33147 47.6207109)
47.6207124,-122.3316318,3,,,POINT (-122.3316318 47.6207124)
47.6206624,-122.3316314,3,,,POINT (-122.3316314 47.6206624)
47.6207116,-122.3315405,3,,,POINT (-122.3315405 47.6207116)
47.6190372,-122.3326657,3,,,POINT (-122.3326657 47.6190372)
47.6192909,-122.3325413,1,,,POINT (-122.3325413 47.6192909)
47.6242032,-122.331627,3,,,POINT (-122.331627 47.6242032)
47.624199,-122.331723,4,crossing,,POINT (-122.331723 47.624199)
47.6242022,-122.33236,4,crossing,,POINT (-122.33236 47.6242022)
47.6242076,-122.3303559,3,,,POINT (-122.3303559 47.6242076)
47.6242081,-122.330438,4,crossing,,POINT (-122.330438 47.6242081)
47.6230525,-122.3305779,3,,,POINT (-122.3305779 47.6230525)
47.6230742,-122.3303538,3,,,POINT (-122.3303538 47.6230742)
47.6231311,-122.3305473,4,crossing,,POINT (-122.3305473 47.6231311)
47.6232023,-122.330438,4,crossing,,POINT (-122.330438 47.6232023)
47.6231311,-122.3303459,4,crossing,,POINT (-122.3303459 47.6231311)
47.6230541,-122.330438,4,crossing,,POINT (-122.330438 47.6230541)
47.6219018,-122.3305675,3,,,POINT (-122.3305675 47.6219018)
47.6219768,-122.3303466,4,crossing,,POINT (-122.3303466 47.6219768)
47.621913,-122.330438,4,crossing,,POINT (-122.330438 47.621913)
47.6219768,-122.330567,4,crossing,,POINT (-122.330567 47.6219768)
47.6220351,-122.330438,4,crossing,,POINT (-122.330438 47.6220351)
47.6220561,-122.331078,4,crossing,,POINT (-122.331078 47.6220561)
47.6230524,-122.331078,4,crossing,,POINT (-122.331078 47.6230524)
47.6209098,-122.3305508,3,,,POINT (-122.3305508 47.6209098)
47.6208207,-122.3305283,4,crossing,,POINT (-122.3305283 47.6208207)
47.6207436,-122.330438,4,crossing,,POINT (-122.330438 47.6207436)
47.6209017,-122.330438,4,crossing,,POINT (-122.330438 47.6209017)
47.6208207,-122.3303335,4,crossing,,POINT (-122.3303335 47.6208207)
47.6207526,-122.331078,4,crossing,,POINT (-122.331078 47.6207526)
47.6203034,-122.3303314,4,,,POINT (-122.3303314 47.6203034)
47.6203041,-122.330438,4,crossing,,POINT (-122.330438 47.6203041)
47.6203042,-122.331078,4,crossing,,POINT (-122.331078 47.6203042)
47.6196732,-122.3305244,4,crossing,,POINT (-122.3305244 47.6196732)
47.6197598,-122.330438,4,crossing,,POINT (-122.330438 47.6197598)
47.6196741,-122.3303384,4,crossing,,POINT (-122.3303384 47.6196741)
47.6196093,-122.330438,4,crossing,,POINT (-122.330438 47.6196093)
47.6182287,-122.3308898,4,crossing,,POINT (-122.3308898 47.6182287)
47.6182163,-122.3310936,4,crossing,,POINT (-122.3310936 47.6182163)
47.6183528,-122.3310967,4,crossing,,POINT (-122.3310967 47.6183528)
47.6184187,-122.3308408,4,crossing,,POINT (-122.3308408 47.6184187)
47.618515,-122.3308834,4,crossing,,POINT (-122.3308834 47.618515)
47.6185741,-122.3306442,4,crossing,,POINT (-122.3306442 47.6185741)
47.6184878,-122.3305626,4,crossing,,POINT (-122.3305626 47.6184878)
47.6185996,-122.3310675,4,crossing,,POINT (-122.3310675 47.6185996)
47.6185464,-122.3292919,4,crossing,,POINT (-122.3292919 47.6185464)
47.6183256,-122.3300452,1,,,POINT (-122.3300452 47.6183256)
47.618823,-122.330521,3,,,POINT (-122.330521 47.618823)
47.6188699,-122.330438,4,crossing,,POINT (-122.330438 47.6188699)
47.6196827,-122.3293919,4,crossing,,POINT (-122.3293919 47.6196827)
47.6195984,-122.3294928,4,crossing,,POINT (-122.3294928 47.6195984)
47.619574,-122.3290865,4,crossing,,POINT (-122.3290865 47.619574)
47.6197337,-122.3291259,4,crossing,,POINT (-122.3291259 47.6197337)
47.6196367,-122.3291914,4,crossing,,POINT (-122.3291914 47.6196367)
47.6196844,-122.3292063,4,crossing,,POINT (-122.3292063 47.6196844)
47.6196112,-122.329791,4,crossing,,POINT (-122.329791 47.6196112)
47.6194133,-122.3297408,4,,,POINT (-122.3297408 47.6194133)
47.6191062,-122.3303256,4,crossing,,POINT (-122.3303256 47.6191062)
47.6193074,-122.3303273,4,crossing,,POINT (-122.3303273 47.6193074)
47.6194369,-122.3303283,4,crossing,,POINT (-122.3303283 47.6194369)
47.6190807,-122.329792,4,crossing,,POINT (-122.329792 47.6190807)
47.6188598,-122.3300742,4,crossing,,POINT (-122.3300742 47.6188598)
47.6187424,-122.3302241,4,crossing,,POINT (-122.3302241 47.6187424)
47.6185857,-122.329792,4,crossing,,POINT (-122.329792 47.6185857)
47.6185858,-122.3300032,4,crossing,,POINT (-122.3300032 47.6185858)
47.6185859,-122.3302005,4,crossing,,POINT (-122.3302005 47.6185859)
47.6215803,-122.3290406,1,,,POINT (-122.3290406 47.6215803)
47.6242157,-122.3291534,4,crossing,,POINT (-122.3291534 47.6242157)
47.6231311,-122.3293052,4,crossing,,POINT (-122.3293052 47.6231311)
47.6232008,-122.329147,4,crossing,,POINT (-122.329147 47.6232008)
47.6220332,-122.329786,4,crossing,,POINT (-122.329786 47.6220332)
47.6219768,-122.3293025,4,crossing,,POINT (-122.3293025 47.6219768)
47.6242134,-122.329786,4,crossing,,POINT (-122.329786 47.6242134)
47.623197,-122.329786,4,crossing,,POINT (-122.329786 47.623197)
47.623075,-122.329786,4,crossing,,POINT (-122.329786 47.623075)
47.6208207,-122.3293146,4,crossing,,POINT (-122.3293146 47.6208207)
47.62088,-122.329786,4,crossing,,POINT (-122.329786 47.62088)
47.6221206,-122.3292932,4,crossing,,POINT (-122.3292932 47.6221206)
47.6145648,-122.3540736,3,,,POINT (-122.3540736 47.6145648)
47.6149436,-122.3550052,4,crossing,,POINT (-122.3550052 47.6149436)
47.6145011,-122.3539639,4,crossing,,POINT (-122.3539639 47.6145011)
47.615036,-122.3531128,3,,,POINT (-122.3531128 47.615036)
47.6151043,-122.3532096,4,crossing,,POINT (-122.3532096 47.6151043)
47.6150754,-122.3533919,4,crossing,,POINT (-122.3533919 47.6150754)
47.614977,-122.3533729,4,crossing,,POINT (-122.3533729 47.614977)
47.6149679,-122.3532083,4,crossing,,POINT (-122.3532083 47.6149679)
47.615764,-122.3523416,4,crossing,,POINT (-122.3523416 47.615764)
47.6156543,-122.3523267,4,crossing,,POINT (-122.3523267 47.6156543)
47.6157569,-122.3525001,4,crossing,,POINT (-122.3525001 47.6157569)
47.6156348,-122.3525131,4,crossing,,POINT (-122.3525131 47.6156348)
47.6153987,-122.3529663,4,crossing,,POINT (-122.3529663 47.6153987)
47.615318,-122.3527504,4,crossing,,POINT (-122.3527504 47.615318)
47.6162833,-122.3516572,4,crossing,,POINT (-122.3516572 47.6162833)
47.6163606,-122.3513496,3,,,POINT (-122.3513496 47.6163606)
47.6164056,-122.3516584,4,crossing,,POINT (-122.3516584 47.6164056)
47.6164171,-122.3514864,4,crossing,,POINT (-122.3514864 47.6164171)
47.6162919,-122.3514664,4,crossing,,POINT (-122.3514664 47.6162919)
47.6169501,-122.3508046,4,crossing,,POINT (-122.3508046 47.6169501)
47.6170613,-122.3508163,4,crossing,,POINT (-122.3508163 47.6170613)
47.6171053,-122.3506055,4,crossing,,POINT (-122.3506055 47.6171053)
47.6169558,-122.3506379,4,crossing,,POINT (-122.3506379 47.6169558)
47.6176736,-122.3500086,3,,,POINT (-122.3500086 47.6176736)
47.6175749,-122.3498452,3,,,POINT (-122.3498452 47.6175749)
47.6176276,-122.3497808,4,crossing,,POINT (-122.3497808 47.6176276)
47.6176256,-122.3499292,4,crossing,,POINT (-122.3499292 47.6176256)
47.6177235,-122.349944,4,crossing,,POINT (-122.349944 47.6177235)
47.6184049,-122.3493225,3,,,POINT (-122.3493225 47.6184049)
47.6182588,-122.3492633,3,,,POINT (-122.3492633 47.6182588)
47.6183119,-122.3493477,4,crossing,,POINT (-122.3493477 47.6183119)
47.6182648,-122.3491419,4,crossing,,POINT (-122.3491419 47.6182648)
47.6177774,-122.34973,4,crossing,,POINT (-122.34973 47.6177774)
47.6180082,-122.3506072,4,crossing,,POINT (-122.3506072 47.6180082)
47.617975,-122.3493234,4,crossing,,POINT (-122.3493234 47.617975)
47.6180748,-122.3494947,4,crossing,,POINT (-122.3494947 47.6180748)
47.6166449,-122.3510546,4,crossing,,POINT (-122.3510546 47.6166449)
47.6167413,-122.3512172,4,crossing,,POINT (-122.3512172 47.6167413)
47.616088,-122.352075,4,crossing,,POINT (-122.352075 47.616088)
47.6159799,-122.3518939,4,crossing,,POINT (-122.3518939 47.6159799)
47.6174179,-122.3503491,4,crossing,,POINT (-122.3503491 47.6174179)
47.6173015,-122.350191,4,crossing,,POINT (-122.350191 47.6173015)
47.6185861,-122.3493158,3,,,POINT (-122.3493158 47.6185861)
47.6186594,-122.3493185,4,,,POINT (-122.3493185 47.6186594)
47.6187503,-122.3490507,4,,,POINT (-122.3490507 47.6187503)
47.6187512,-122.348929,3,,,POINT (-122.348929 47.6187512)
47.6145352,-122.3522655,4,crossing,,POINT (-122.3522655 47.6145352)
47.6144232,-122.3522817,4,crossing,,POINT (-122.3522817 47.6144232)
47.6145278,-122.3524606,4,crossing,,POINT (-122.3524606 47.6145278)
47.6151965,-122.3513759,4,crossing,,POINT (-122.3513759 47.6151965)
47.6151997,-122.3515606,4,crossing,,POINT (-122.3515606 47.6151997)
47.6150602,-122.3515528,4,crossing,,POINT (-122.3515528 47.6150602)
47.6150992,-122.3513911,4,crossing,,POINT (-122.3513911 47.6150992)
47.6157397,-122.350538,4,crossing,,POINT (-122.350538 47.6157397)
47.6157159,-122.3507169,4,crossing,,POINT (-122.3507169 47.6157159)
47.6158563,-122.3507339,4,crossing,,POINT (-122.3507339 47.6158563)
47.6158794,-122.3505095,4,crossing,,POINT (-122.3505095 47.6158794)
47.6147652,-122.3518204,4,crossing,,POINT (-122.3518204 47.6147652)
47.6148702,-122.3519972,4,crossing,,POINT (-122.3519972 47.6148702)
47.6154339,-122.3509699,4,crossing,,POINT (-122.3509699 47.6154339)
47.6155326,-122.3511377,4,crossing,,POINT (-122.3511377 47.6155326)
47.6164395,-122.3499677,3,,,POINT (-122.3499677 47.6164395)
47.6166025,-122.3497501,3,,,POINT (-122.3497501 47.6166025)
47.6164153,-122.3496991,4,crossing,,POINT (-122.3496991 47.6164153)
47.6165483,-122.3496612,4,crossing,,POINT (-122.3496612 47.6165483)
47.616514,-122.3498698,4,crossing,,POINT (-122.3498698 47.616514)
47.6163889,-122.3498628,4,crossing,,POINT (-122.3498628 47.6163889)
47.6170055,-122.3489212,3,,,POINT (-122.3489212 47.6170055)
47.6171697,-122.348996,4,crossing,,POINT (-122.348996 47.6171697)
47.6172141,-122.3488195,4,crossing,,POINT (-122.3488195 47.6172141)
47.6170762,-122.3488363,4,crossing,,POINT (-122.3488363 47.6170762)
47.6170584,-122.3490168,4,crossing,,POINT (-122.3490168 47.6170584)
47.6180145,-122.3484148,3,,,POINT (-122.3484148 47.6180145)
47.6180906,-122.3483107,4,crossing,,POINT (-122.3483107 47.6180906)
