u,v,key,osmid,highway,oneway,reversed,length,lanes,maxspeed,name,access,service,geometry,bridge,tunnel,ref
5768983677,10747585950,0,859374703,footway,False,False,1.8741434507408892,,,,,,"LINESTRING (-122.3288605 47.6008063, -122.3288656 47.6007898)",,,
5768983677,5768983678,0,"[609024856, 609024854, 609024855]",footway,False,True,16.56145886134864,,,,,,"LINESTRING (-122.3288605 47.6008063, -122.3288619 47.6008221, -122.3288554 47.6008816, -122.3288494 47.6009357, -122.3288495 47.6009549)",,,
5768983677,10747585987,0,859374701,footway,False,True,40.65330613818304,,,,,,"LINESTRING (-122.3288605 47.6008063, -122.3286481 47.6008055, -122.3283183 47.6008053)",,,
5768983678,5768983682,0,550991913,footway,False,True,1.809894748020083,,,,,,"LINESTRING (-122.3288495 47.6009549, -122.3288623 47.6009687)",,,
5768983678,5768988314,0,550991914,footway,False,False,76.64979852630623,,,,,,"LINESTRING (-122.3288495 47.6009549, -122.3285361 47.6009547, -122.3278272 47.6009541)",,,
5768983678,5768983677,0,"[609024856, 609024854, 609024855]",footway,False,False,16.56145886134864,,,,,,"LINESTRING (-122.3288495 47.6009549, -122.3288494 47.6009357, -122.3288554 47.6008816, -122.3288619 47.6008221, -122.3288605 47.6008063)",,,
5768983680,10747585951,0,532222866,footway,False,False,3.525011739031465,,,,,,"LINESTRING (-122.3291192 47.6010723, -122.3291188 47.601104)",,,
5768983680,5768983682,0,"[609024857, 609024858, 609024866]",footway,False,True,23.270741483323395,,,,,,"LINESTRING (-122.3291192 47.6010723, -122.3290966 47.6010668, -122.3290108 47.6010244, -122.3288863 47.6009628, -122.3288623 47.6009687)",,,
5768983680,5768983692,0,"[609024864, 609024865, 609024859]",footway,False,False,15.724685719785285,,,,,,"LINESTRING (-122.3291192 47.6010723, -122.3291446 47.6010607, -122.329179 47.6010352, -122.3292371 47.6009921, -122.329273 47.600978)",,,
5768983682,5768983678,0,550991913,footway,False,False,1.809894748020083,,,,,,"LINESTRING (-122.3288623 47.6009687, -122.3288495 47.6009549)",,,
5768983682,5321342558,0,550991913,footway,False,True,63.560006026558696,,,,,,"LINESTRING (-122.3288623 47.6009687, -122.3288656 47.6013946, -122.3288668 47.6015403)",,,
5768983682,5768983680,0,"[609024857, 609024866, 609024858]",footway,False,False,23.2707414833234,,,,,,"LINESTRING (-122.3288623 47.6009687, -122.3288863 47.6009628, -122.3290108 47.6010244, -122.3290966 47.6010668, -122.3291192 47.6010723)",,,
5768983687,10747585956,0,859374706,footway,False,False,25.463134398958292,,,,,,"LINESTRING (-122.3292255 47.6008068, -122.3295651 47.6008084)",,,
5768983687,5321357414,0,"[609024860, 609024861, 609024862]",footway,False,True,16.9671297054281,,,,,,"LINESTRING (-122.3292255 47.6008068, -122.3292258 47.6008216, -122.3292406 47.6008843, -122.3292534 47.6009384, -122.3292545 47.6009579)",,,
5768983687,7083126302,0,859374706,footway,False,True,8.266601897145051,,,,,,"LINESTRING (-122.3292255 47.6008068, -122.3291852 47.6008032, -122.3291566 47.6007912, -122.3291353 47.6007717)",,,
5768983692,5321357414,0,550993894,footway,False,True,2.630462406290168,,,,,,"LINESTRING (-122.329273 47.600978, -122.3292545 47.6009579)",,,
5768983692,5321357384,0,550993894,footway,False,False,91.08755417607068,,,,,,"LINESTRING (-122.329273 47.600978, -122.3295707 47.6012962, -122.3296166 47.6013272, -122.3301108 47.6015469)",,,
5768983692,5768983680,0,"[609024864, 609024865, 609024859]",footway,False,True,15.724685719785285,,,,,,"LINESTRING (-122.329273 47.600978, -122.3292371 47.6009921, -122.329179 47.6010352, -122.3291446 47.6010607, -122.3291192 47.6010723)",,,
5768988297,5321342612,0,"[609025147, 609025148, 609025149]",footway,False,True,16.1893701203174,,,,,,"LINESTRING (-122.3265272 47.6008099, -122.3265223 47.6008273, -122.3265203 47.6008872, -122.326519 47.6009268, -122.3265217 47.6009551)",,,
5768988297,10747585971,0,859379956,footway,False,False,3.6136041862712576,,,,,,"LINESTRING (-122.3265272 47.6008099, -122.326502 47.6008062, -122.3264847 47.6007966)",,,
5768988297,10747585984,0,859379956,footway,False,True,37.43087457101578,,,,,,"LINESTRING (-122.3265272 47.6008099, -122.3269955 47.6008113, -122.3270252 47.6008171)",,,
5768988298,5321322349,0,609026553,footway,False,True,70.48944462939349,,,,,,"LINESTRING (-122.3262608 47.6009692, -122.3262523 47.6016031)",,,
5768988298,5321342610,0,"[609025145, 609025146, 609025150]",footway,False,True,15.809566496394336,,,,,,"LINESTRING (-122.3262608 47.6009692, -122.3262873 47.6009684, -122.3263587 47.6009653, -122.3264473 47.6009614, -122.3264694 47.6009677)",,,
5768988298,5769007076,0,609026551,footway,False,False,4.733085699733614,,,,,,"LINESTRING (-122.3262608 47.6009692, -122.3262574 47.6009581, -122.3262463 47.6009529, -122.3262135 47.6009527)",,,
5768988303,5768988306,0,"[609025152, 609025157, 609025151]",footway,False,True,15.905972222930426,,,,,,"LINESTRING (-122.3275466 47.6008179, -122.327552 47.6008285, -122.327548 47.6008866, -122.3275458 47.6009353, -122.3275434 47.6009602)",,,
5768988303,10747585984,0,859379956,footway,False,False,39.34078265562483,,,,,,"LINESTRING (-122.3275466 47.6008179, -122.327531 47.600824, -122.3270466 47.6008212, -122.3270252 47.6008171)",,,
5768988303,8010481383,0,859379956,footway,False,True,2.2438431399456387,,,,,,"LINESTRING (-122.3275466 47.6008179, -122.3275569 47.6008108, -122.3275618 47.6008011)",,,
5768988306,5321342612,0,550991923,footway,False,False,76.6068539401145,,,,,,"LINESTRING (-122.3275434 47.6009602, -122.3265217 47.6009551)",,,
5768988306,5768988303,0,"[609025152, 609025157, 609025151]",footway,False,False,15.905972222930426,,,,,,"LINESTRING (-122.3275434 47.6009602, -122.3275458 47.6009353, -122.327548 47.6008866, -122.327552 47.6008285, -122.3275466 47.6008179)",,,
5768988306,5768988307,0,1155687369,footway,False,True,3.484824304146886,,,,,,"LINESTRING (-122.3275434 47.6009602, -122.3275556 47.6009671, -122.3275561 47.6009877)",,,
5768988307,10745004226,0,1155687369,footway,False,True,6.7941685536401835,,,,,,"LINESTRING (-122.3275561 47.6009877, -122.3275555 47.6010488)",,,
5768988307,5768988310,0,"[609025155, 609025156, 609025158]",footway,False,True,17.367400847626577,,,,,,"LINESTRING (-122.3275561 47.6009877, -122.3275792 47.6009878, -122.3276637 47.6009776, -122.327758 47.6009663, -122.3277823 47.6009741)",,,
5768988307,5768988306,0,1155687369,footway,False,False,3.484824304146886,,,,,,"LINESTRING (-122.3275561 47.6009877, -122.3275556 47.6009671, -122.3275434 47.6009602)",,,
5768988310,5768988314,0,550991914,footway,False,True,4.194516135146149,,,,,,"LINESTRING (-122.3277823 47.6009741, -122.3277973 47.6009613, -122.3278272 47.6009541)",,,
5768988310,5321342599,0,550991915,footway,False,False,137.08291509206043,,,,,,"LINESTRING (-122.3277823 47.6009741, -122.3277791 47.6019765, -122.3277827 47.6019986, -122.3277954 47.6020196, -122.3279267 47.6021634, -122.3279448 47.6021747)",,,
5768988310,5768988307,0,"[609025155, 609025156, 609025158]",footway,False,False,17.367400847626577,,,,,,"LINESTRING (-122.3277823 47.6009741, -122.327758 47.6009663, -122.3276637 47.6009776, -122.3275792 47.6009878, -122.3275561 47.6009877)",,,
5768988311,8010481366,0,859374701,footway,False,True,2.3445470360605793,,,,,,"LINESTRING (-122.32782 47.6008004, -122.3277936 47.6007891)",,,
5768988311,5768988314,0,"[609025153, 609025154, 609025159]",footway,False,True,17.569543847651506,,,,,,"LINESTRING (-122.32782 47.6008004, -122.3278083 47.6008126, -122.3278095 47.6008729, -122.3278125 47.6009297, -122.3278272 47.6009541)",,,
5768988311,10747585985,0,859374701,footway,False,False,7.021397182831677,,,,,,"LINESTRING (-122.32782 47.6008004, -122.3278459 47.6008049, -122.3279128 47.600805)",,,
5768988314,5768988310,0,550991914,footway,False,False,4.194516135146149,,,,,,"LINESTRING (-122.3278272 47.6009541, -122.3277973 47.6009613, -122.3277823 47.6009741)",,,
5768988314,5768983678,0,550991914,footway,False,True,76.64979852630623,,,,,,"LINESTRING (-122.3278272 47.6009541, -122.3285361 47.6009547, -122.3288495 47.6009549)",,,
5768988314,5768988311,0,"[609025153, 609025154, 609025159]",footway,False,False,17.569543847651506,,,,,,"LINESTRING (-122.3278272 47.6009541, -122.3278125 47.6009297, -122.3278095 47.6008729, -122.3278083 47.6008126, -122.32782 47.6008004)",,,
5769007057,5769007059,0,609026550,footway,False,True,3.68957805751492,,,,,,"LINESTRING (-122.3262499 47.6007966, -122.3262045 47.6008094)",,,
5769007057,10755129301,0,609026546,footway,False,False,32.069724706466985,,,,,,"LINESTRING (-122.3262499 47.6007966, -122.3262585 47.6007862, -122.3262569 47.6005097)",,,
5769007057,10747585971,0,"[1155687370, 1155687372, 859379959]",footway,False,True,18.11263903172267,,,,,,"LINESTRING (-122.3262499 47.6007966, -122.3262724 47.6008029, -122.3263598 47.6008045, -122.3264653 47.6008064, -122.3264847 47.6007966)",,,
5769007059,5769007057,0,609026550,footway,False,False,3.68957805751492,,,,,,"LINESTRING (-122.3262045 47.6008094, -122.3262499 47.6007966)",,,
5769007059,5769007076,0,"[609026545, 609026542, 609026543]",footway,False,True,16.577404197587832,,,,,,"LINESTRING (-122.3262045 47.6008094, -122.3262179 47.6008366, -122.3262294 47.6008857, -122.3262368 47.6009172, -122.3262135 47.6009527)",,,
5769007059,5769007067,0,609026550,footway,False,True,80.28000842761196,,,,,,"LINESTRING (-122.3262045 47.6008094, -122.3252151 47.6008038, -122.3251734 47.6007955, -122.3251356 47.6007953)",,,
5769007060,5769007061,0,609026548,footway,False,True,2.9683809119545246,,,,,,"LINESTRING (-122.3250316 47.6008736, -122.3249921 47.6008754)",,,
5769007060,5769007067,0,609026550,footway,False,False,12.718417755971045,,,,,,"LINESTRING (-122.3250316 47.6008736, -122.3250392 47.6008435, -122.3250624 47.6008199, -122.3250968 47.6008047, -122.3251356 47.6007953)",,,
5769007060,5769007073,0,609026551,footway,False,True,7.014353782662729,,,,,,"LINESTRING (-122.3250316 47.6008736, -122.3250406 47.6009017, -122.3250588 47.6009206, -122.3250731 47.6009274)",,,
5769007061,5769007060,0,609026548,footway,False,False,2.9683809119545246,,,,,,"LINESTRING (-122.3249921 47.6008754, -122.3250316 47.6008736)",,,
5769007061,281772703,0,25793169,footway,False,False,83.76407832664736,,,,,,"LINESTRING (-122.3249921 47.6008754, -122.3250071 47.6009074, -122.3249466 47.6010497, -122.3252041 47.6013044, -122.3254028 47.6014182, -122.3254699 47.6014933)",,,
5769007061,9813032912,0,25793169,footway,False,True,19.909880657534863,,,,,,"LINESTRING (-122.3249921 47.6008754, -122.3249715 47.6008315, -122.3248749 47.6007833, -122.3248057 47.6007604)",,,
5769007062,5769007075,0,609026549,footway,False,False,20.92039549597833,,,,,,"LINESTRING (-122.3251946 47.6011215, -122.3251697 47.6011214, -122.3251703 47.6011083, -122.3251759 47.6009501)",,,
5769007067,9813032894,0,25832867,footway,False,False,14.743141615507923,,,,,,"LINESTRING (-122.3251356 47.6007953, -122.325125 47.6007756, -122.3249903 47.6007107)",,,
5769007067,5769007059,0,609026550,footway,False,False,80.28000842761196,,,,,,"LINESTRING (-122.3251356 47.6007953, -122.3251734 47.6007955, -122.3252151 47.6008038, -122.3262045 47.6008094)",,,
5769007067,5769007060,0,609026550,footway,False,True,12.718417755971045,,,,,,"LINESTRING (-122.3251356 47.6007953, -122.3250968 47.6008047, -122.3250624 47.6008199, -122.3250392 47.6008435, -122.3250316 47.6008736)",,,
5769007073,5769007060,0,609026551,footway,False,False,7.014353782662729,,,,,,"LINESTRING (-122.3250731 47.6009274, -122.3250588 47.6009206, -122.3250406 47.6009017, -122.3250316 47.6008736)",,,
5769007073,5769007075,0,609026551,footway,False,True,8.25048342251274,,,,,,"LINESTRING (-122.3250731 47.6009274, -122.3250933 47.600937, -122.3251349 47.6009467, -122.3251759 47.6009501)",,,
5769007075,5769007076,0,609026551,footway,False,True,77.79744741668978,,,,,,"LINESTRING (-122.3251759 47.6009501, -122.3262135 47.6009527)",,,
5769007075,5769007062,0,609026549,footway,False,True,20.92039549597833,,,,,,"LINESTRING (-122.3251759 47.6009501, -122.3251703 47.6011083, -122.3251697 47.6011214, -122.3251946 47.6011215)",,,
5769007075,5769007073,0,609026551,footway,False,False,8.25048342251274,,,,,,"LINESTRING (-122.3251759 47.6009501, -122.3251349 47.6009467, -122.3250933 47.600937, -122.3250731 47.6009274)",,,
5769007076,5769007075,0,609026551,footway,False,False,77.79744741668978,,,,,,"LINESTRING (-122.3262135 47.6009527, -122.3251759 47.6009501)",,,
5769007076,5769007059,0,"[609026545, 609026542, 609026543]",footway,False,False,16.577404197587832,,,,,,"LINESTRING (-122.3262135 47.6009527, -122.3262368 47.6009172, -122.3262294 47.6008857, -122.3262179 47.6008366, -122.3262045 47.6008094)",,,
5769007076,5768988298,0,609026551,footway,False,True,4.733085699733613,,,,,,"LINESTRING (-122.3262135 47.6009527, -122.3262463 47.6009529, -122.3262574 47.6009581, -122.3262608 47.6009692)",,,
5769011371,11060891509,0,609027156,footway,False,False,72.18036127830595,,,,,,"LINESTRING (-122.3223173 47.6015757, -122.3213546 47.6015744)",,,
5769011371,11060891521,0,"[609027156, 609027157, 1191333902]",footway,False,True,12.980471365552258,,,,,,"LINESTRING (-122.3223173 47.6015757, -122.3223654 47.6015704, -122.3223924 47.6015825, -122.3224843 47.6015849)",,,
5769011371,6328001218,0,675720760,footway,False,False,14.220996961911691,,,,,,"LINESTRING (-122.3223173 47.6015757, -122.3223171 47.6015515, -122.3223127 47.6015396, -122.3222961 47.601525, -122.3222691 47.6015116, -122.3222021 47.6014892)",,,
5769011371,11060891515,0,"[675720760, 609028078, 1191333903]",footway,False,True,13.621469587642451,,,,,,"LINESTRING (-122.3223173 47.6015757, -122.3223173 47.6015939, -122.3223173 47.6016049, -122.3223172 47.6016161, -122.3223168 47.6016982)",,,
5769011374,5321322353,0,"[609027161, 609027162]",footway,False,False,9.553267406688194,,,,,,"LINESTRING (-122.3226402 47.6017013, -122.32264 47.601757, -122.3226399 47.6017677, -122.322641 47.6017872)",,,
5769011374,5321322347,0,"[609027162, 609027165]",footway,False,True,12.698516744240017,,,,,,"LINESTRING (-122.3226402 47.6017013, -122.3226404 47.6016179, -122.3226405 47.6016082, -122.3226405 47.6015871)",,,
5769011378,5769018327,0,548288465,footway,False,True,3.3057275321121193,,,,,,"LINESTRING (-122.3223413 47.6018005, -122.3223254 47.6017905, -122.3223037 47.6017869)",,,
5769011378,5769011382,0,"[609027160, 609027163, 1191333901, 609027159]",footway,False,True,22.470418047904506,,,,,,"LINESTRING (-122.3223413 47.6018005, -122.3223727 47.6017811, -122.322484 47.6017813, -122.322569 47.6017815, -122.3225847 47.6017944, -122.3225964 47.6018174)",,,
5769011378,11057944506,0,609028080,footway,False,False,44.159654164851226,,,,,,"LINESTRING (-122.3223413 47.6018005, -122.3223483 47.6018176, -122.3223771 47.6021965)",,,
5769011382,5321322353,0,550989615,footway,False,False,4.739071768236975,,,,,,"LINESTRING (-122.3225964 47.6018174, -122.322641 47.6017872)",,,
5769011382,5769011378,0,"[609027160, 609027163, 1191333901, 609027159]",footway,False,False,22.470418047904506,,,,,,"LINESTRING (-122.3225964 47.6018174, -122.3225847 47.6017944, -122.322569 47.6017815, -122.322484 47.6017813, -122.3223727 47.6017811, -122.3223413 47.6018005)",,,
5769011382,11057944414,0,609027163,footway,False,True,109.19051168645449,,,,,,"LINESTRING (-122.3225964 47.6018174, -122.322596 47.601838, -122.3225817 47.6018638, -122.3225795 47.6018743, -122.3225878 47.602089, -122.3225967 47.6021927, -122.3226032 47.6023229, -122.3226045 47.6023933, -122.3225945 47.6024482, -122.3225877 47.6024722, -122.322573 47.6025042, -122.3225487 47.6025447, -122.3225207 47.6025821, -122.3224929 47.6026107, -122.3224269 47.6026639, -122.3223772 47.6027004, -122.3223239 47.6027287, -122.3223221 47.6027348)",,,
5769018294,11057944441,0,758446208,footway,False,False,0.8098080244954492,,,,,,"LINESTRING (-122.3205982 47.6027595, -122.320609 47.6027596)",,,
5769018294,11057944507,0,758446208,footway,False,True,39.73695884031702,,,,,,"LINESTRING (-122.3205982 47.6027595, -122.3200682 47.6027586)",,,
5769018294,11057944443,0,"[609028068, 609028070]",footway,False,False,6.065352541835781,,,,,,"LINESTRING (-122.3205982 47.6027595, -122.3205979 47.602732, -122.3205925 47.6027052)",,,
5769018300,11057944444,0,609028071,footway,False,False,5.532392873444212,,,,,,"LINESTRING (-122.3208576 47.6027556, -122.3208518 47.602706)",,,
5769018300,7997608814,0,"[609028072, 824698829]",footway,False,"[False, True]",4.24799701307908,,,,,,"LINESTRING (-122.3208576 47.6027556, -122.3208743 47.6027676, -122.320901 47.6027798)",,,
5769018300,11057944450,0,758445618,footway,False,True,6.598296789041719,,,,,,"LINESTRING (-122.3208576 47.6027556, -122.320798 47.602756, -122.3207696 47.6027563)",,,
5769018304,11057944444,0,609028071,footway,False,True,6.982888300203455,,,,,,"LINESTRING (-122.3208444 47.6026434, -122.3208518 47.602706)",,,
5769018304,7083263514,0,"[548288464, 1190954647]",footway,False,"[False, True]",5.375270395956637,,,,,,"LINESTRING (-122.3208444 47.6026434, -122.3208625 47.6026341, -122.3209023 47.6026149)",,,
5769018304,11057944447,0,609028074,footway,False,False,5.62929900262763,,,,,,"LINESTRING (-122.3208444 47.6026434, -122.320798 47.6026402, -122.3207697 47.6026383)",,,
5769018327,11057944432,0,548288465,footway,False,True,64.60735447057866,,,,,,"LINESTRING (-122.3223037 47.6017869, -122.321442 47.6017861)",,,
5769018327,5769011378,0,548288465,footway,False,False,3.3057275321121193,,,,,,"LINESTRING (-122.3223037 47.6017869, -122.3223254 47.6017905, -122.3223413 47.6018005)",,,
5769018327,11060891515,0,"[609028078, 609028079]",footway,False,False,9.971791200517352,,,,,,"LINESTRING (-122.3223037 47.6017869, -122.3223165 47.6017493, -122.3223166 47.6017414, -122.3223168 47.6016982)",,,
5769031625,5769031642,0,609029055,footway,False,True,1.0474297359286826,,,,,,"LINESTRING (-122.3196682 47.6017924, -122.3196739 47.6017838)",,,
5769031625,11060891581,0,"[548288804, 1191333909, 609029055]",footway,False,"[False, True]",6.766757739650545,,,,,,"LINESTRING (-122.3196682 47.6017924, -122.3196368 47.6017919, -122.3196122 47.6017916, -122.319578 47.6017927)",,,
5769031625,6929188154,0,609029063,footway,False,False,77.58589151254044,,,,,,"LINESTRING (-122.3196682 47.6017924, -122.319669 47.6018841, -122.3196743 47.6018961, -122.319673 47.6020369, -122.3196538 47.6021243, -122.3196356 47.602158, -122.3195788 47.6022388, -122.3195333 47.6023327, -122.319522 47.6023907, -122.3195212 47.6024725)",,,
5769031637,7083247595,0,609029059,footway,False,True,23.370871024269547,,,,,,"LINESTRING (-122.3196965 47.6015951, -122.3200082 47.6015966)",,,
5769031637,11060891575,0,"[1191333907, 609029059, 609029054]",footway,False,False,8.743059035142892,,,,,,"LINESTRING (-122.3196965 47.6015951, -122.3196533 47.6015971, -122.3196182 47.6015969, -122.31958 47.6015964)",,,
5769031637,11060891570,0,"[609029057, 609029058, 609030085]",footway,False,"[False, True]",10.52324807956112,,,,,,"LINESTRING (-122.3196965 47.6015951, -122.319678 47.6016261, -122.3196779 47.6016457, -122.3196776 47.6016529, -122.3196768 47.6016694, -122.3196759 47.6016873)",,,
5769031637,11064270285,0,609030085,footway,False,True,51.546944067985024,,,,,,"LINESTRING (-122.3196965 47.6015951, -122.3196963 47.6014215, -122.3196124 47.6011371)",,,
5769031642,5769031625,0,609029055,footway,False,False,1.0474297359286826,,,,,,"LINESTRING (-122.3196739 47.6017838, -122.3196682 47.6017924)",,,
5769031642,7083228740,0,609029055,footway,False,True,32.95642609306385,,,,,,"LINESTRING (-122.3196739 47.6017838, -122.3200324 47.6017856, -122.3201127 47.6017782)",,,
5769031642,11060891570,0,"[609029058, 609029060]",footway,False,False,10.733613469302323,,,,,,"LINESTRING (-122.3196739 47.6017838, -122.3196733 47.6017431, -122.3196737 47.6017341, -122.319675 47.601707, -122.3196759 47.6016873)",,,
5769031652,5296969678,0,609029051,footway,False,False,16.095269787317548,,,,,,"LINESTRING (-122.3204474 47.6017897, -122.3204831 47.6017974, -122.3205176 47.6018092, -122.3205488 47.601824, -122.3205728 47.601841, -122.320594 47.6018609, -122.3206048 47.6018792)",,,
5769031652,7083228739,0,609029055,footway,False,False,10.292194833134513,,,,,,"LINESTRING (-122.3204474 47.6017897, -122.3203635 47.6017787, -122.3203117 47.6017785)",,,
5769031652,11060891535,0,"[609029067, 609029068]",footway,False,False,10.709280298517324,,,,,,"LINESTRING (-122.3204474 47.6017897, -122.3204469 47.6017673, -122.3204463 47.6017321, -122.3204468 47.6017127, -122.3204473 47.6016934)",,,
5769037131,11060891605,0,609030086,footway,False,True,12.690571760567732,,,,,,"LINESTRING (-122.3179073 47.6015991, -122.3179326 47.6015881, -122.3179842 47.6015744, -122.3180437 47.6015678, -122.3180671 47.6015679)",,,
5769037131,11060891618,0,"[609030088, 384175441]",footway,False,True,12.837986782385006,,,,,,"LINESTRING (-122.3179073 47.6015991, -122.3178799 47.6016111, -122.3177415 47.6016067)",,,
5769037131,11060891604,0,858625734,footway,False,True,7.567732249917924,,,,,,"LINESTRING (-122.3179073 47.6015991, -122.317929 47.6016186, -122.3179396 47.6016219, -122.3179927 47.6016223)",,,
5769037146,8008506339,0,384175435,footway,False,False,112.18348788867064,,,,,,"LINESTRING (-122.3182084 47.6017985, -122.3182056 47.6018268, -122.3182083 47.6018906, -122.3182176 47.6019167, -122.3182293 47.6019359, -122.3189261 47.6026111, -122.3189445 47.6026207, -122.3189646 47.6026285, -122.3189863 47.6026326)",,,
5769037146,12827370435,0,"[548288803, 1385463902]",footway,False,True,93.70623861805882,,,,,,"LINESTRING (-122.3182084 47.6017985, -122.3182121 47.6017881, -122.318218 47.6017794, -122.3182277 47.6017732, -122.31824 47.6017702, -122.3182776 47.6017703, -122.3183144 47.6017795, -122.3184269 47.6017805, -122.3184936 47.6017776, -122.319166 47.6017784, -122.319211 47.601781, -122.3194071 47.6017815, -122.31943 47.6017849)",,,
5769037146,11060891627,0,"[609030090, 609030094]",footway,False,False,3.949214729355514,,,,,,"LINESTRING (-122.3182084 47.6017985, -122.3181876 47.6017953, -122.3181565 47.6017927)",,,
5769039685,8008506339,0,609030095,footway,False,False,24.45738197553768,,,,,,"LINESTRING (-122.3193125 47.6026339, -122.3189863 47.6026326)",,,
5769039685,11057944463,0,548288806,footway,False,True,2.7442690142684336,,,,,,"LINESTRING (-122.3193125 47.6026339, -122.3193254 47.6026326, -122.3193359 47.602628, -122.319341 47.6026214)",,,
5769039685,11057944452,0,"[1190954650, 879126451]",footway,False,"[False, True]",7.325412758779008,,,,,,"LINESTRING (-122.3193125 47.6026339, -122.3193249 47.602657, -122.3193264 47.6026983)",,,
5769039689,11057944453,0,609028075,footway,False,True,2.383714996027508,,,,,,"LINESTRING (-122.3195267 47.6026368, -122.3195414 47.6026401, -122.3195577 47.6026401)",,,
5769039689,11057944454,0,609029063,footway,False,True,2.542920741925559,,,,,,"LINESTRING (-122.3195267 47.6026368, -122.3195199 47.6026275, -122.31952 47.602615)",,,
5769039689,9224006962,0,740081384,footway,False,True,9.416728779079335,,,,,,"LINESTRING (-122.3195267 47.6026368, -122.3195797 47.6026055, -122.3196236 47.602583)",,,
5769045944,3669125133,0,858636132,footway,False,True,7.383368785582384,,,,,,"LINESTRING (-122.320615 47.6046022, -122.3206148 47.6045358)",,,
5769045944,11047286159,0,"[609030965, 609030966]",footway,False,True,21.175092014050183,,,,,,"LINESTRING (-122.320615 47.6046022, -122.3206546 47.6046021, -122.320678 47.6046254, -122.320755 47.6047022, -122.3207907 47.6047377)",,,
5769045944,11045710343,0,858636132,footway,False,False,60.46383945977048,,,,,,"LINESTRING (-122.320615 47.6046022, -122.3206162 47.6051325, -122.3206129 47.6051387, -122.3206034 47.6051412)",,,
5769045946,11047286156,0,857853324,footway,False,False,13.032318582607015,,,,,,"LINESTRING (-122.3208979 47.6048437, -122.3209155 47.6047271)",,,
5769045946,8280365071,0,1188404295,footway,False,True,1.733310826105231,,,,,,"LINESTRING (-122.3208979 47.6048437, -122.320906 47.6048583)",,,
5769045946,11047286159,0,609030966,footway,False,False,14.266182748249411,,,,,,"LINESTRING (-122.3208979 47.6048437, -122.3208469 47.6047938, -122.3207907 47.6047377)",,,
5769045950,11047286161,0,"[609030968, 609030967]",footway,False,False,12.697234766482968,,,,,,"LINESTRING (-122.3209086 47.6044822, -122.3208653 47.6044816, -122.3208449 47.6044635, -122.3207891 47.6044139)",,,
5769045950,7997608821,0,857853316,footway,False,False,20.18155036544933,,,,,,"LINESTRING (-122.3209086 47.6044822, -122.3209105 47.6043079, -122.3209166 47.604302)",,,
5769045950,7997608825,0,857853323,footway,False,False,13.785965352559598,,,,,,"LINESTRING (-122.3209086 47.6044822, -122.3209078 47.6045459, -122.3209545 47.6045973)",,,
5769046056,3669125133,0,609030970,footway,False,True,17.81508966398396,,,,,,"LINESTRING (-122.3204589 47.6044314, -122.3204953 47.6044314, -122.3205111 47.6044348, -122.320525 47.6044414, -122.3206096 47.6045217, -122.3206148 47.6045358)",,,
5769046056,11047286155,0,"[384163594, 609030971]",footway,False,False,5.731264665296733,,,,,,"LINESTRING (-122.3204589 47.6044314, -122.3204731 47.6044071, -122.320451 47.6043865)",,,
5769046056,11047286165,0,"[1189748955, 1189748956]",footway,False,True,30.57326485573795,,,,,,"LINESTRING (-122.3204589 47.6044314, -122.3201694 47.6044316, -122.3201353 47.6044098, -122.3201189 47.6044098, -122.320064 47.6044098)",,,
5769046060,11047286157,0,384163593,footway,False,False,17.11771167817434,,,,,,"LINESTRING (-122.3206433 47.6042844, -122.3206379 47.6044383)",,,
5769046060,11047286161,0,609030968,footway,False,True,18.078751591755506,,,,,,"LINESTRING (-122.3206433 47.6042844, -122.320675 47.6043125, -122.320754 47.6043828, -122.3207891 47.6044139)",,,
5769046060,3669125132,0,"[362644201, 609030975]",footway,False,"[False, True]",4.427976181230443,,,,,,"LINESTRING (-122.3206433 47.6042844, -122.3206355 47.6042688, -122.3206136 47.6042507)",,,
5771920863,10699419069,0,609349834,footway,False,False,38.63282613441489,,,,,,"LINESTRING (-122.3353123 47.6150966, -122.3349686 47.6153555)",,,
5771920863,5771933832,0,609349834,footway,False,True,2.947154573166649,,,,,,"LINESTRING (-122.3353123 47.6150966, -122.3353381 47.6150766)",,,
5771920863,5771920871,0,"[609348450, 609348446, 609348447]",footway,False,"[False, True]",20.807032599057344,,,,,,"LINESTRING (-122.3353123 47.6150966, -122.3352816 47.6150795, -122.3352082 47.6150186, -122.3351557 47.614975, -122.3351272 47.614958)",,,
5771920871,5771920879,0,609348468,footway,False,False,80.87974153259115,,,,,,"LINESTRING (-122.3351272 47.614958, -122.3344199 47.6155073)",,,
5771920871,5771920873,0,609348468,footway,False,True,2.224282900862458,,,,,,"LINESTRING (-122.3351272 47.614958, -122.3351194 47.6149387)",,,
5771920871,5771920863,0,"[609348450, 609348446, 609348447]",footway,False,"[False, True]",20.807032599057344,,,,,,"LINESTRING (-122.3351272 47.614958, -122.3351557 47.614975, -122.3352082 47.6150186, -122.3352816 47.6150795, -122.3353123 47.6150966)",,,
5771920873,5771920871,0,609348468,footway,False,False,2.224282900862458,,,,,,"LINESTRING (-122.3351194 47.6149387, -122.3351272 47.614958)",,,
5771920873,10698818053,0,609348469,footway,False,True,42.055050741884976,,,,,,"LINESTRING (-122.3351194 47.6149387, -122.3347347 47.6146634)",,,
