u,v,key,osmid,highway,oneway,reversed,length,lanes,maxspeed,name,access,service,geometry,bridge,tunnel,ref
8815377400,8867040099,0,952437225,footway,False,False,23.979885150486023,,,,,,"LINESTRING (-122.354241 47.6157563, -122.3542162 47.6157651, -122.3540287 47.6159159)",,,
8815377400,8815377389,0,"[952437223, 952437227, 520908487]",footway,False,"[False, True]",24.991751554240423,,,,,,"LINESTRING (-122.354241 47.6157563, -122.3542302 47.6157403, -122.3541388 47.6156674, -122.354053 47.6155989, -122.3540287 47.6155841)",,,
8815377401,8815377402,0,952437225,footway,False,False,3.823289002797064,,,,,,"LINESTRING (-122.3535989 47.6162546, -122.3535997 47.6162711, -122.3536121 47.6162869)",,,
8815377401,3662165232,0,952437225,footway,False,True,25.941934453095588,,,,,,"LINESTRING (-122.3535989 47.6162546, -122.3536128 47.6162369, -122.3538235 47.6160778)",,,
8815377401,10248466511,0,"[952437232, 952437233, 952437228]",footway,False,"[False, True]",24.990637320459825,,,,,,"LINESTRING (-122.3535989 47.6162546, -122.3535696 47.6162527, -122.3534472 47.6161926, -122.3533494 47.6161446, -122.3533263 47.6161301)",,,
8815377402,8883327677,0,960124109,footway,False,True,7.692888636410598,,,,,,"LINESTRING (-122.3536121 47.6162869, -122.3536898 47.6163321)",,,
8815377402,8815377401,0,952437225,footway,False,True,3.823289002797064,,,,,,"LINESTRING (-122.3536121 47.6162869, -122.3535997 47.6162711, -122.3535989 47.6162546)",,,
8815377402,8815377406,0,"[1120517206, 952437231]",footway,False,False,18.79078704532649,,,,,,"LINESTRING (-122.3536121 47.6162869, -122.3535709 47.6162959, -122.3534797 47.6163375, -122.353399 47.6163741)",,,
8815377406,8883327618,0,960124090,footway,False,False,1.5474281120422713,,,,,,"LINESTRING (-122.353399 47.6163741, -122.3534 47.616388)",,,
8815377406,8815377412,0,"[952437237, 952437229]",footway,False,False,22.01883680202924,,,,,,"LINESTRING (-122.353399 47.6163741, -122.3532834 47.6163187, -122.3531784 47.6162684, -122.3531554 47.6162669)",,,
8815377406,8815377402,0,"[1120517206, 952437231]",footway,False,True,18.79078704532648,,,,,,"LINESTRING (-122.353399 47.6163741, -122.3534797 47.6163375, -122.3535709 47.6162959, -122.3536121 47.6162869)",,,
8815377412,8815398619,0,1144599701,footway,False,True,3.664173657441423,,,,,,"LINESTRING (-122.3531554 47.6162669, -122.3531507 47.6162341)",,,
8815377412,8815377406,0,"[952437229, 952437237]",footway,False,True,22.01883680202924,,,,,,"LINESTRING (-122.3531554 47.6162669, -122.3531784 47.6162684, -122.3532834 47.6163187, -122.353399 47.6163741)",,,
8815377412,10559184726,0,1120517205,footway,False,False,39.34922366363246,,,,,,"LINESTRING (-122.3531554 47.6162669, -122.3531414 47.6162915, -122.3528261 47.6165407)",,,
8815377413,8815377414,0,1120517205,footway,False,False,1.5831058323695102,,,,,,"LINESTRING (-122.3525194 47.6167832, -122.3525053 47.6167938)",,,
8815377413,10559184726,0,1120517205,footway,False,True,35.43422554428053,,,,,,"LINESTRING (-122.3525194 47.6167832, -122.3528261 47.6165407)",,,
8815377413,8883327512,0,"[960124122, 960124115, 960124124]",footway,False,True,19.83848808750657,,,,,,"LINESTRING (-122.3525194 47.6167832, -122.3525464 47.6167993, -122.3526083 47.616839, -122.3526897 47.6168908, -122.3527138 47.6169042)",,,
8815377414,8815377413,0,1120517205,footway,False,True,1.5831058323695102,,,,,,"LINESTRING (-122.3525053 47.6167938, -122.3525194 47.6167832)",,,
8815377414,8815377415,0,1132422564,footway,False,False,74.94691117338067,,,,,,"LINESTRING (-122.3525053 47.6167938, -122.3517551 47.6163482)",,,
8815377414,8883327682,0,"[960124121, 960124114]",footway,False,False,19.580635536909632,,,,,,"LINESTRING (-122.3525053 47.6167938, -122.3524886 47.6168071, -122.3524301 47.6168598, -122.3523475 47.6169341)",,,
8815377415,8815377416,0,1132422564,footway,False,False,1.2033103385914845,,,,,,"LINESTRING (-122.3517551 47.6163482, -122.3517527 47.6163375)",,,
8815377415,8815377414,0,1132422564,footway,False,True,74.94691117338067,,,,,,"LINESTRING (-122.3517551 47.6163482, -122.3525053 47.6167938)",,,
8815377415,8836451754,0,"[954681666, 954681670]",footway,False,True,19.0497658657857,,,,,,"LINESTRING (-122.3517551 47.6163482, -122.3517343 47.6163645, -122.3516584 47.6164056, -122.351561 47.6164583)",,,
8815377416,10653892907,0,952437235,footway,False,False,36.7873082669154,,,,,,"LINESTRING (-122.3517527 47.6163375, -122.352075 47.616088)",,,
8815377416,8815377415,0,1132422564,footway,False,True,1.2033103385914845,,,,,,"LINESTRING (-122.3517527 47.6163375, -122.3517551 47.6163482)",,,
8815377416,8815398635,0,"[954681673, 954681667, 954681677]",footway,False,False,18.183248805572745,,,,,,"LINESTRING (-122.3517527 47.6163375, -122.3517269 47.6163218, -122.3516572 47.6162833, -122.351594 47.6162484, -122.3515664 47.6162328)",,,
8815398617,8815398618,0,952437235,footway,False,False,1.162496607476312,,,,,,"LINESTRING (-122.3524274 47.6158153, -122.3524411 47.6158104)",,,
8815398617,10653892907,0,952437235,footway,False,True,40.21452884649779,,,,,,"LINESTRING (-122.3524274 47.6158153, -122.352075 47.616088)",,,
8815398617,8815398634,0,"[952437240, 952437245, 952437247]",footway,False,"[False, True]",18.134035558877688,,,,,,"LINESTRING (-122.3524274 47.6158153, -122.3524071 47.6157978, -122.3523416 47.615764, -122.3522673 47.6157257, -122.3522416 47.6157118)",,,
8815398618,8815398617,0,952437235,footway,False,True,1.162496607476312,,,,,,"LINESTRING (-122.3524411 47.6158104, -122.3524274 47.6158153)",,,
8815398618,8815377393,0,"[952437243, 952437238, 952437239]",footway,False,"[False, True]",18.678432145623567,,,,,,"LINESTRING (-122.3524411 47.6158104, -122.3524507 47.6157971, -122.3525001 47.6157569, -122.3525592 47.6157091, -122.3526006 47.6156822)",,,
8815398618,8815398619,0,1144599701,footway,False,False,71.11438973450382,,,,,,"LINESTRING (-122.3524411 47.6158104, -122.3524522 47.6158144, -122.3531346 47.6162201, -122.3531507 47.6162341)",,,
8815398619,8815377412,0,1144599701,footway,False,False,3.664173657441423,,,,,,"LINESTRING (-122.3531507 47.6162341, -122.3531554 47.6162669)",,,
8815398619,10248466511,0,"[952437234, 952437236, 952437230]",footway,False,"[False, True]",17.606095880455957,,,,,,"LINESTRING (-122.3531507 47.6162341, -122.3531698 47.6162286, -122.3532321 47.6161896, -122.3533013 47.6161463, -122.3533263 47.6161301)",,,
8815398619,8815398618,0,1144599701,footway,False,True,71.11438973450382,,,,,,"LINESTRING (-122.3531507 47.6162341, -122.3531346 47.6162201, -122.3524522 47.6158144, -122.3524411 47.6158104)",,,
8815398633,8815398634,0,1144599700,footway,False,False,0.9767981101725968,,,,,,"LINESTRING (-122.3522502 47.6157052, -122.3522416 47.6157118)",,,
8815398633,8815398640,0,1146147330,footway,False,True,75.19046360226432,,,,,,"LINESTRING (-122.3522502 47.6157052, -122.3514922 47.6152623)",,,
8815398633,8815377382,0,"[952437248, 952437241, 952437249]",footway,False,"[False, True]",19.418803868499836,,,,,,"LINESTRING (-122.3522502 47.6157052, -122.3522797 47.6156959, -122.3523267 47.6156543, -122.3523828 47.6156047, -122.3524191 47.6155756)",,,
8815398634,10653892908,0,1144599700,footway,False,False,39.597540788958,,,,,,"LINESTRING (-122.3522416 47.6157118, -122.3518939 47.6159799)",,,
8815398634,8815398633,0,1144599700,footway,False,True,0.9767981101725968,,,,,,"LINESTRING (-122.3522416 47.6157118, -122.3522502 47.6157052)",,,
8815398634,8815398617,0,"[952437240, 952437245, 952437247]",footway,False,"[False, True]",18.134035558877684,,,,,,"LINESTRING (-122.3522416 47.6157118, -122.3522673 47.6157257, -122.3523416 47.615764, -122.3524071 47.6157978, -122.3524274 47.6158153)",,,
8815398635,10653892908,0,1144599700,footway,False,True,37.32844860331581,,,,,,"LINESTRING (-122.3515664 47.6162328, -122.3518939 47.6159799)",,,
8815398635,8815398637,0,1144608242,footway,False,False,72.74065040550593,,,,,,"LINESTRING (-122.3515664 47.6162328, -122.3508361 47.615802)",,,
8815398635,10653876562,0,"[1144608244, 954681676, 954681669]",footway,False,"[False, True]",21.643757566243213,,,,,,"LINESTRING (-122.3515664 47.6162328, -122.3515448 47.6162495, -122.3514664 47.6162919, -122.3513761 47.6163409, -122.3513496 47.6163606)",,,
8815398635,8815377416,0,"[954681673, 954681667, 954681677]",footway,False,True,18.18324880557274,,,,,,"LINESTRING (-122.3515664 47.6162328, -122.351594 47.6162484, -122.3516572 47.6162833, -122.3517269 47.6163218, -122.3517527 47.6163375)",,,
8815398637,8815398635,0,1144608242,footway,False,True,72.74065040550593,,,,,,"LINESTRING (-122.3508361 47.615802, -122.3515664 47.6162328)",,,
8815398637,8815398638,0,952437246,footway,False,False,4.085268673357602,,,,,,"LINESTRING (-122.3508361 47.615802, -122.3508185 47.6157916, -122.3508209 47.6157707)",,,
8815398637,8836446765,0,"[960124080, 960124076, 960124087]",footway,False,"[False, True]",21.95433063979534,,,,,,"LINESTRING (-122.3508361 47.615802, -122.3508139 47.6158196, -122.3507339 47.6158563, -122.350627 47.6159052, -122.3506256 47.6159272)",,,
8815398638,10666083473,0,952437246,footway,False,False,35.564593388081896,,,,,,"LINESTRING (-122.3508209 47.6157707, -122.3511377 47.6155326)",,,
8815398638,8815398637,0,952437246,footway,False,True,4.085268673357602,,,,,,"LINESTRING (-122.3508209 47.6157707, -122.3508185 47.6157916, -122.3508361 47.615802)",,,
8815398638,8836446777,0,"[960124081, 960124082, 960124079]",footway,False,"[False, True]",16.21737413497836,,,,,,"LINESTRING (-122.3508209 47.6157707, -122.3508026 47.6157616, -122.3507169 47.6157159, -122.3506669 47.6156892, -122.3506509 47.6156805)",,,
8815398639,8815398640,0,952437246,footway,False,False,0.5017047786286447,,,,,,"LINESTRING (-122.3514878 47.6152657, -122.3514922 47.6152623)",,,
8815398639,10666083473,0,952437246,footway,False,True,39.78581955362405,,,,,,"LINESTRING (-122.3514878 47.6152657, -122.3514542 47.6152904, -122.3513853 47.6153293, -122.3513246 47.6153851, -122.3512454 47.6154403, -122.3512015 47.6154845, -122.3511377 47.6155326)",,,
8815398639,8836446784,0,"[954681648, 954681643, 954681647]",footway,False,"[False, True]",16.970136957744895,,,,,,"LINESTRING (-122.3514878 47.6152657, -122.3514444 47.6152382, -122.3513759 47.6151965, -122.351336 47.6151721, -122.3513184 47.6151648)",,,
8815398640,8815398639,0,952437246,footway,False,True,0.5017047786286447,,,,,,"LINESTRING (-122.3514922 47.6152623, -122.3514878 47.6152657)",,,
8815398640,8815398633,0,1146147330,footway,False,False,75.19046360226432,,,,,,"LINESTRING (-122.3514922 47.6152623, -122.3522502 47.6157052)",,,
8815398640,8815377384,0,"[954681640, 954681644, 954681646]",footway,False,"[False, True]",19.6823016373345,,,,,,"LINESTRING (-122.3514922 47.6152623, -122.3515058 47.6152388, -122.3515606 47.6151997, -122.3516236 47.6151548, -122.35167 47.6151366)",,,
8836446731,8836446732,0,954681621,footway,False,False,3.2861237805232073,,,,,,"LINESTRING (-122.3497894 47.616334, -122.3497598 47.6163558)",,,
8836446731,10666190478,0,954681621,footway,False,True,36.14860421116813,,,,,,"LINESTRING (-122.3497894 47.616334, -122.3501069 47.6160893)",,,
8836446731,10666190451,0,"[954681688, 954681680, 954681686]",footway,False,"[False, True]",17.997011117435342,,,,,,"LINESTRING (-122.3497894 47.616334, -122.3498332 47.6163711, -122.3498628 47.6163889, -122.3499198 47.6164233, -122.3499677 47.6164395)",,,
8836446732,8836446731,0,954681621,footway,False,True,3.2861237805232073,,,,,,"LINESTRING (-122.3497598 47.6163558, -122.3497894 47.616334)",,,
8836446732,8836446745,0,"[954681681, 954681682, 954681687]",footway,False,"[False, True]",20.732772632265952,,,,,,"LINESTRING (-122.3497598 47.6163558, -122.3497466 47.6163806, -122.3496991 47.6164153, -122.3496283 47.6164668, -122.3496219 47.6164721, -122.3495853 47.6164981)",,,
8836446732,10669010012,0,1146161355,footway,False,False,75.17883427276928,,,,,,"LINESTRING (-122.3497598 47.6163558, -122.3493922 47.6161383, -122.3490085 47.6159079)",,,
8836446734,10669010055,0,1146147333,footway,False,False,35.7145917168666,,,,,,"LINESTRING (-122.349034 47.6158888, -122.3493466 47.6156464)",,,
8836446734,10669010012,0,1146147333,footway,False,True,2.857277488936174,,,,,,"LINESTRING (-122.349034 47.6158888, -122.3490085 47.6159079)",,,
8836446734,8795760238,0,"[954681704, 954681712, 954681711]",footway,False,"[False, True]",17.118627169132466,,,,,,"LINESTRING (-122.349034 47.6158888, -122.3489798 47.6158629, -122.3489505 47.6158449, -122.3489234 47.6158283, -122.348859 47.6157902)",,,
8836446736,8836451777,0,954681701,footway,False,False,2.9801130862304706,,,,,,"LINESTRING (-122.3496913 47.6153794, -122.349691 47.6153526)",,,
8836446736,10669010055,0,1146147333,footway,False,True,39.357658614171875,,,,,,"LINESTRING (-122.3496913 47.6153794, -122.3493466 47.6156464)",,,
8836446736,10666269675,0,1146172100,footway,False,False,27.45739135440584,,,,,,"LINESTRING (-122.3496913 47.6153794, -122.3497073 47.6153801, -122.3499676 47.6155381)",,,
8836446737,8836446738,0,954681621,footway,False,False,1.8359030770382092,,,,,,"LINESTRING (-122.3504366 47.6158225, -122.3504327 47.6158388)",,,
8836446737,10666269676,0,1146172100,footway,False,True,27.532096480822847,,,,,,"LINESTRING (-122.3504366 47.6158225, -122.3501634 47.615657)",,,
8836446737,8836446778,0,"[960124083, 960124085, 960124078]",footway,False,"[False, True]",20.98798829618179,,,,,,"LINESTRING (-122.3504366 47.6158225, -122.350466 47.61581, -122.350538 47.6157397, -122.3505904 47.6156885, -122.3506077 47.6156752)",,,
8836446738,10666190478,0,954681621,footway,False,False,37.04373569993278,,,,,,"LINESTRING (-122.3504327 47.6158388, -122.3501069 47.6160893)",,,
8836446738,8836446737,0,954681621,footway,False,True,1.8359030770382092,,,,,,"LINESTRING (-122.3504327 47.6158388, -122.3504366 47.6158225)",,,
8836446738,8836446766,0,"[960124084, 960124077, 960124086]",footway,False,True,17.326262024438595,,,,,,"LINESTRING (-122.3504327 47.6158388, -122.3504595 47.6158493, -122.3505095 47.6158794, -122.3505867 47.6159258, -122.3506082 47.6159396)",,,
8836446743,10669010014,0,1146161356,footway,False,False,1.1855779930286736,,,,,,"LINESTRING (-122.3488146 47.6160474, -122.3488264 47.6160545)",,,
8836446743,10669010012,0,"[1146161355, 954681708, 954681710, 954681703]",footway,False,"[False, True]",22.434896286035464,,,,,,"LINESTRING (-122.3488146 47.6160474, -122.3488539 47.6160186, -122.3488628 47.6160112, -122.3489219 47.6159622, -122.3489718 47.6159208, -122.348997 47.6159009, -122.3490085 47.6159079)",,,
8836446743,8795737080,0,"[954681707, 954681709, 954681702]",footway,False,False,14.969849892096509,,,,,,"LINESTRING (-122.3488146 47.6160474, -122.3487737 47.6160218, -122.34875 47.6160046, -122.348723 47.6159849, -122.3486694 47.6159553)",,,
8836446745,8836446746,0,1146161358,footway,False,False,0.7448676972087908,,,,,,"LINESTRING (-122.3495853 47.6164981, -122.3495836 47.6165047)",,,
8836446745,8836446732,0,"[954681681, 954681682, 954681687]",footway,False,"[False, True]",20.732772632265952,,,,,,"LINESTRING (-122.3495853 47.6164981, -122.3496219 47.6164721, -122.3496283 47.6164668, -122.3496991 47.6164153, -122.3497466 47.6163806, -122.3497598 47.6163558)",,,
8836446745,10669010014,0,1146161356,footway,False,True,75.57608938882525,,,,,,"LINESTRING (-122.3495853 47.6164981, -122.3488436 47.616055, -122.3488264 47.6160545)",,,
8836446746,10666190482,0,1146161358,footway,False,False,36.7019053867966,,,,,,"LINESTRING (-122.3495836 47.6165047, -122.3492615 47.6167533)",,,
8836446746,8836446745,0,1146161358,footway,False,True,0.7448676972087908,,,,,,"LINESTRING (-122.3495836 47.6165047, -122.3495853 47.6164981)",,,
8836446746,10666190452,0,"[954681689, 954681683, 954681678]",footway,False,"[False, True]",16.559701151526937,,,,,,"LINESTRING (-122.3495836 47.6165047, -122.3496319 47.6165308, -122.3496612 47.6165483, -122.3497127 47.616579, -122.3497501 47.6166025)",,,
8836446747,10666190460,0,1146161358,footway,False,False,0.8313277101057555,,,,,,"LINESTRING (-122.3489318 47.6170077, -122.3489212 47.6170055)",,,
8836446747,10666190482,0,1146161358,footway,False,True,37.56230765258118,,,,,,"LINESTRING (-122.3489318 47.6170077, -122.3492615 47.6167533)",,,
8836446747,8836446755,0,"[954681752, 954681754, 954681748]",footway,False,"[False, True]",16.429499926337197,,,,,,"LINESTRING (-122.3489318 47.6170077, -122.3489755 47.6170349, -122.3490168 47.6170584, -122.3490608 47.6170834, -122.3490988 47.6171033)",,,
8836446749,8836446750,0,954681622,footway,False,False,1.1038144465486417,,,,,,"LINESTRING (-122.3481813 47.6165593, -122.3481703 47.6165527)",,,
8836446749,10666190460,0,954681622,footway,False,True,74.4137125294533,,,,,,"LINESTRING (-122.3481813 47.6165593, -122.3489212 47.6170055)",,,
8836446749,8836451806,0,"[954681763, 954681765, 954681757]",footway,False,"[False, True]",24.12926691733166,,,,,,"LINESTRING (-122.3481813 47.6165593, -122.3481363 47.6165732, -122.348071 47.6166274, -122.3480055 47.6166818, -122.3479761 47.6167208)",,,
8836446750,8836446749,0,954681622,footway,False,True,1.1038144465486417,,,,,,"LINESTRING (-122.3481703 47.6165527, -122.3481813 47.6165593)",,,
8836446750,10669010053,0,1146403974,footway,False,False,36.29173308837684,,,,,,"LINESTRING (-122.3481703 47.6165527, -122.3484917 47.6163086)",,,
8836446750,8795737078,0,"[954681768, 954681758, 954681766]",footway,False,"[False, True]",17.535255815030688,,,,,,"LINESTRING (-122.3481703 47.6165527, -122.3481476 47.6165395, -122.348087 47.6165033, -122.3480202 47.6164629, -122.3479977 47.6164464)",,,
8836446753,10666190452,0,1146161357,footway,False,False,1.1312414261952377,,,,,,"LINESTRING (-122.3497627 47.6165969, -122.3497501 47.6166025)",,,
8836446753,8836446760,0,954681623,footway,False,True,75.72486327148857,,,,,,"LINESTRING (-122.3497627 47.6165969, -122.3501311 47.6168156, -122.3505202 47.6170475)",,,
8836446753,8836446767,0,"[954681684, 954681685, 954681679]",footway,False,"[False, True]",22.441479596214116,,,,,,"LINESTRING (-122.3497627 47.6165969, -122.3497857 47.6165796, -122.3497968 47.6165709, -122.3498698 47.616514, -122.3499171 47.616477, -122.3499603 47.6164453)",,,
8836446755,10666190481,0,1146161357,footway,False,True,37.38437945255819,,,,,,"LINESTRING (-122.3490988 47.6171033, -122.3494271 47.6168502)",,,
8836446755,8836451887,0,"[954681746, 954681751]",footway,False,False,21.86718410432797,,,,,,"LINESTRING (-122.3490988 47.6171033, -122.3490579 47.6171222, -122.348996 47.6171697, -122.3488982 47.6172449)",,,
8836446755,8836446747,0,"[954681752, 954681754, 954681748]",footway,False,"[False, True]",16.429499926337197,,,,,,"LINESTRING (-122.3490988 47.6171033, -122.3490608 47.6170834, -122.3490168 47.6170584, -122.3489755 47.6170349, -122.3489318 47.6170077)",,,
8836446755,8836446757,0,1144608251,footway,False,False,75.87841532226196,,,,,,"LINESTRING (-122.3490988 47.6171033, -122.3490945 47.6171131, -122.3498455 47.6175553)",,,
8836446757,10653876583,0,1144608250,footway,False,False,2.179539638917759,,,,,,"LINESTRING (-122.3498455 47.6175553, -122.3498452 47.6175749)",,,
8836446757,10653892910,0,1144608247,footway,False,False,38.53001716691394,,,,,,"LINESTRING (-122.3498455 47.6175553, -122.3498698 47.6175493, -122.350191 47.6173015)",,,
8836446757,8836446755,0,1144608251,footway,False,True,75.87841532226196,,,,,,"LINESTRING (-122.3498455 47.6175553, -122.3490945 47.6171131, -122.3490988 47.6171033)",,,
8836446759,8836446760,0,1144608247,footway,False,False,1.0482420462836295,,,,,,"LINESTRING (-122.350511 47.6170546, -122.3505202 47.6170475)",,,
8836446759,10653892910,0,1144608247,footway,False,True,36.45582129779773,,,,,,"LINESTRING (-122.350511 47.6170546, -122.350191 47.6173015)",,,
8836446759,8836451728,0,"[954681656, 954681659, 954681661]",footway,False,"[False, True]",17.856199093408307,,,,,,"LINESTRING (-122.350511 47.6170546, -122.3505537 47.6170737, -122.3506055 47.6171053, -122.3506517 47.6171335, -122.3506754 47.6171668)",,,
8836446760,8836446759,0,1144608247,footway,False,True,1.0482420462836295,,,,,,"LINESTRING (-122.3505202 47.6170475, -122.350511 47.6170546)",,,
8836446760,8836446753,0,954681623,footway,False,False,75.72486327148857,,,,,,"LINESTRING (-122.3505202 47.6170475, -122.3501311 47.6168156, -122.3497627 47.6165969)",,,
8836446760,8836446769,0,"[954681665, 954681657, 954681658]",footway,False,"[False, True]",22.31395846226536,,,,,,"LINESTRING (-122.3505202 47.6170475, -122.350546 47.617028, -122.3505539 47.6170217, -122.3506379 47.6169558, -122.3506774 47.6169247, -122.3507084 47.6168924)",,,
8836446765,8836446766,0,954681624,footway,False,False,1.8979414360801927,,,,,,"LINESTRING (-122.3506256 47.6159272, -122.3506082 47.6159396)",,,
8836446765,10653876562,0,1146147334,footway,False,True,72.57749758693288,,,,,,"LINESTRING (-122.3506256 47.6159272, -122.3513496 47.6163606)",,,
8836446765,8815398637,0,"[960124080, 960124076, 960124087]",footway,False,"[False, True]",21.95433063979534,,,,,,"LINESTRING (-122.3506256 47.6159272, -122.350627 47.6159052, -122.3507339 47.6158563, -122.3508139 47.6158196, -122.3508361 47.615802)",,,
8836446766,10666190480,0,954681624,footway,False,False,37.211105226872434,,,,,,"LINESTRING (-122.3506082 47.6159396, -122.3502836 47.6161928)",,,
8836446766,8836446765,0,954681624,footway,False,True,1.8979414360801927,,,,,,"LINESTRING (-122.3506082 47.6159396, -122.3506256 47.6159272)",,,
8836446766,8836446738,0,"[960124084, 960124077, 960124086]",footway,False,False,17.32626202443859,,,,,,"LINESTRING (-122.3506082 47.6159396, -122.3505867 47.6159258, -122.3505095 47.6158794, -122.3504595 47.6158493, -122.3504327 47.6158388)",,,
8836446767,10666190451,0,954681624,footway,False,True,0.8506447912041222,,,,,,"LINESTRING (-122.3499603 47.6164453, -122.3499677 47.6164395)",,,
8836446767,10666190479,0,1144608246,footway,False,False,27.857704714243017,,,,,,"LINESTRING (-122.3499603 47.6164453, -122.3502384 47.6166115)",,,
8836446767,8836446753,0,"[954681684, 954681685, 954681679]",footway,False,"[False, True]",22.441479596214116,,,,,,"LINESTRING (-122.3499603 47.6164453, -122.3499171 47.616477, -122.3498698 47.616514, -122.3497968 47.6165709, -122.3497857 47.6165796, -122.3497627 47.6165969)",,,
8836446769,8836446770,0,1144608246,footway,False,False,1.8694032225476611,,,,,,"LINESTRING (-122.3507084 47.6168924, -122.350727 47.6169036)",,,
8836446769,10666190479,0,1144608246,footway,False,True,47.08164809946642,,,,,,"LINESTRING (-122.3507084 47.6168924, -122.3502384 47.6166115)",,,
8836446769,8836446760,0,"[954681665, 954681658, 954681657]",footway,False,"[False, True]",22.31395846226535,,,,,,"LINESTRING (-122.3507084 47.6168924, -122.3506774 47.6169247, -122.3506379 47.6169558, -122.3505539 47.6170217, -122.350546 47.617028, -122.3505202 47.6170475)",,,
8836446770,10653892905,0,1144608243,footway,False,False,37.82134597591881,,,,,,"LINESTRING (-122.350727 47.6169036, -122.3510546 47.6166449)",,,
8836446770,8836446769,0,1144608246,footway,False,True,1.8694032225476611,,,,,,"LINESTRING (-122.350727 47.6169036, -122.3507084 47.6168924)",,,
8836446770,8836451719,0,"[954681664, 954681663, 954681655]",footway,False,"[False, True]",15.503447248323646,,,,,,"LINESTRING (-122.350727 47.6169036, -122.350754 47.6169199, -122.3508046 47.6169501, -122.3508494 47.6169767, -122.3508845 47.6169938)",,,
8836446771,10653876562,0,1146147334,footway,False,False,3.005291386252353,,,,,,"LINESTRING (-122.3513799 47.6163783, -122.3513496 47.6163606)",,,
8836446771,8836451754,0,"[954681674, 1144608243, 954681668]",footway,False,"[False, True]",17.864162231101805,,,,,,"LINESTRING (-122.3513799 47.6163783, -122.3513964 47.6163662, -122.3514163 47.6163784, -122.3514864 47.6164171, -122.351561 47.6164583)",,,
8836446771,10653892905,0,1144608243,footway,False,True,38.50147165850636,,,,,,"LINESTRING (-122.3513799 47.6163783, -122.3513704 47.6163955, -122.3510546 47.6166449)",,,
8836446777,10666083472,0,1146147331,footway,False,True,36.381888297679374,,,,,,"LINESTRING (-122.3506509 47.6156805, -122.3509699 47.6154339)",,,
8836446777,8815398638,0,"[960124081, 960124082, 960124079]",footway,False,"[False, True]",16.217374134978357,,,,,,"LINESTRING (-122.3506509 47.6156805, -122.3506669 47.6156892, -122.3507169 47.6157159, -122.3508026 47.6157616, -122.3508209 47.6157707)",,,
8836446777,8836446778,0,1146147331,footway,False,False,3.49559566017908,,,,,,"LINESTRING (-122.3506509 47.6156805, -122.3506311 47.6156834, -122.3506077 47.6156752)",,,
8836446778,8836446779,0,1146147332,footway,False,False,73.3834981455598,,,,,,"LINESTRING (-122.3506077 47.6156752, -122.3498746 47.6152378)",,,
8836446778,8836446737,0,"[960124083, 960124085, 960124078]",footway,False,"[False, True]",20.98798829618179,,,,,,"LINESTRING (-122.3506077 47.6156752, -122.3505904 47.6156885, -122.350538 47.6157397, -122.350466 47.61581, -122.3504366 47.6158225)",,,
8836446778,8836446777,0,1146147331,footway,False,True,3.49559566017908,,,,,,"LINESTRING (-122.3506077 47.6156752, -122.3506311 47.6156834, -122.3506509 47.6156805)",,,
8836446779,8836451776,0,954681694,footway,False,False,2.561479053178416,,,,,,"LINESTRING (-122.3498746 47.6152378, -122.3498405 47.6152393)",,,
8836446779,8836446778,0,1146147332,footway,False,True,73.3834981455598,,,,,,"LINESTRING (-122.3498746 47.6152378, -122.3506077 47.6156752)",,,
8836446779,10666269674,0,1146172097,footway,False,False,37.33385844373367,,,,,,"LINESTRING (-122.3498746 47.6152378, -122.3498752 47.6152272, -122.3501923 47.6149822)",,,
8836446783,8836446784,0,1146147331,footway,False,False,1.5946061855962617,,,,,,"LINESTRING (-122.3513168 47.6151505, -122.3513184 47.6151648)",,,
8836446783,10666269656,0,954681625,footway,False,True,77.66112482754038,,,,,,"LINESTRING (-122.3513168 47.6151505, -122.3505692 47.6147074, -122.3505477 47.6147079, -122.350535 47.6147175)",,,
8836446783,8815377377,0,"[954681649, 954681642, 954681651]",footway,False,"[False, True]",19.10344877709282,,,,,,"LINESTRING (-122.3513168 47.6151505, -122.351333 47.6151436, -122.3513911 47.6150992, -122.3514674 47.6150409, -122.3514844 47.6150222)",,,
8836446784,10666083472,0,1146147331,footway,False,False,39.72091244859864,,,,,,"LINESTRING (-122.3513184 47.6151648, -122.3509699 47.6154339)",,,
8836446784,8836446783,0,1146147331,footway,False,True,1.5946061855962617,,,,,,"LINESTRING (-122.3513184 47.6151648, -122.3513168 47.6151505)",,,
8836446784,8815398639,0,"[954681648, 954681643, 954681647]",footway,False,"[False, True]",16.970136957744895,,,,,,"LINESTRING (-122.3513184 47.6151648, -122.351336 47.6151721, -122.3513759 47.6151965, -122.3514444 47.6152382, -122.3514878 47.6152657)",,,
8836446789,10666269653,0,1147225794,footway,False,True,74.82908101234392,,,,,,"LINESTRING (-122.3496414 47.6141511, -122.3503875 47.6145982)",,,
8836446789,8836446798,0,"[954681633, 954681627]",footway,False,False,17.386175407469658,,,,,,"LINESTRING (-122.3496414 47.6141511, -122.3496534 47.61414, -122.3496938 47.6140941, -122.3497615 47.6140174)",,,
8836446789,8836446790,0,1147225794,footway,False,False,1.982991178644102,,,,,,"LINESTRING (-122.3496414 47.6141511, -122.3496274 47.6141478, -122.3496181 47.6141525)",,,
8836446790,10675066301,0,954681626,footway,False,False,40.472037609442566,,,,,,"LINESTRING (-122.3496181 47.6141525, -122.3492644 47.6144275)",,,
