,Offense ID,Latitude,Longitude,Offense DateTime,Offense Type,Crime Score,Recency,Crime Weight,Normalized Weight
0,62771092167,47.61360367,-122.343923587673,2025-02-14 10:01:00,Narcotics,6.0,0.22183389699617626,1.3310033819770575,0.14021718821756982
1,58598520619,47.60477,-122.330168,2024-08-27 11:44:00,Aggravated Assault,10.0,0.0401508723677291,0.401508723677291,0.040227776576104886
2,59966664020,47.620314,-122.345007,2024-10-08 06:25:00,Property Offenses,4.0,0.06097286261927942,0.2438914504771177,0.023272263953099927
3,57609591115,47.60925298,-122.337338754273,2024-07-14 13:33:00,Narcotics,6.0,0.02587820509487572,0.15526923056925432,0.013738821724225952
4,59917537944,47.61704061,-122.325552288199,2024-09-21 16:05:00,Larceny,4.0,0.05164826832360252,0.20659307329441007,0.019259930201228476
5,63933714068,47.61218783,-122.350021896148,2025-05-10 15:41:00,Larceny,4.0,0.5202398739164504,2.0809594956658017,0.22089292948737416
6,58705252039,47.59751089,-122.323756785046,2024-09-02 08:00:00,Larceny,4.0,0.042567396178113656,0.17026958471245462,0.015352469066681676
7,61000642444,47.6167093,-122.326803612042,2024-11-26 15:50:00,Aggravated Assault,10.0,0.09991826494293707,0.9991826494293707,0.10452192141681878
8,62726481795,47.60957017,-122.324583879296,2025-02-10 15:21:00,Property Offenses,4.0,0.21360982694305003,0.8544393077722001,0.08895130845838209
9,63205968906,47.62024211,-122.325296762798,2025-03-14 10:00:00,Larceny,4.0,0.2935130042108042,1.1740520168432167,0.1233333099554139
10,63960672039,47.60520035,-122.318760347473,2025-05-11 06:00:00,Larceny,4.0,0.5233525239563153,2.093410095825261,0.22223228972297215
11,60008330878,47.59918657,-122.318430722495,2024-10-08 17:00:00,Burglary,4.0,0.06124232970736399,0.24496931882945597,0.023388214509044384
12,62262959653,47.61465549,-122.320789513668,2024-12-19 14:00:00,Burglary,4.0,0.12566110145753584,0.5026444058301434,0.05110734136340524
13,62855359568,47.61289773,-122.336837714013,2025-02-15 15:30:00,Larceny,4.0,0.22457587252052985,0.8983034900821194,0.09366995180091144
14,60768889293,47.6102463,-122.33824729819,2024-11-06 06:03:00,Burglary,4.0,0.08147336135802416,0.32589344543209664,0.03209354243572505
15,62929324184,47.61441995,-122.348279648642,2025-02-26 06:20:00,Burglary,4.0,0.2497334546960716,0.9989338187842864,0.10449515372151448
16,63132040558,47.61919797,-122.330415001747,2025-03-10 12:41:00,Property Offenses,4.0,0.28231966738131503,1.1292786695252601,0.11851686414201837
17,58883461651,47.61432034,-122.344143639085,2024-07-19 13:00:00,Fraud/Bribery,2.0,0.027198775275407823,0.054397550550815646,0.002887656689260271
18,62904705062,47.61679885,-122.349327383087,2025-02-12 15:36:00,Aggravated Assault,10.0,0.2179477333966775,2.179477333966775,0.2314908824717649
19,64299630509,47.61788922,-122.330349055385,2025-06-02 17:30:00,Aggravated Assault,10.0,0.6552697255794274,6.552697255794274,0.7019354224781922
20,58594810080,47.59961645,-122.328966301817,2024-08-27 09:37:00,Property Offenses,4.0,0.0401154771395115,0.160461908558046,0.014297418605129616
21,58613189417,47.62197082,-122.332352266859,2024-08-22 14:00:00,Larceny,4.0,0.0382287791294259,0.1529151165177036,0.013485580377597848
22,63963290232,47.60171758,-122.331124140429,2025-05-13 08:56:00,Burglary,4.0,0.5345779201392343,2.1383116805569373,0.22706253054146402
23,60942955401,47.61857911,-122.349640253949,2024-11-19 11:50:00,Larceny,4.0,0.09300803009541242,0.3720321203816497,0.03705686193511992
24,61883152302,47.610682,-122.341959546954,2024-12-17 13:45:00,Fraud/Bribery,2.0,0.12316001509849374,0.24632003019698748,0.023533515865788016
25,62062931140,47.61132124,-122.337320425615,2024-12-11 17:13:00,Larceny,4.0,0.11615539307154532,0.4646215722861813,0.04701707497935034
26,60073876477,47.59918405,-122.31963858846,2024-10-16 07:47:00,Narcotics,6.0,0.06608873670538076,0.3965324202322846,0.039692455959496116
27,63712017534,47.62392989,-122.356714535498,2025-04-27 14:00:00,Larceny,4.0,0.45649995995602594,1.8259998398241037,0.19346591228799176
28,64644018543,47.61204553,-122.348232009585,2025-06-16 11:05:00,Larceny,4.0,0.7517270814983252,3.006908325993301,0.3205009024088174
29,60665947947,47.60901496,-122.329449999999,2024-11-05 16:00:00,Motor Vehicle Theft,3.0,0.08099779609906871,0.24299338829720613,0.023175655857308325
30,62407100968,47.62024434,-122.330420399999,2024-12-19 17:38:00,Larceny,4.0,0.12585148247429034,0.5034059298971614,0.05118926151510491
31,63000992922,47.60412807,-122.323443931995,2025-03-03 10:40:00,Larceny,4.0,0.2630120170729743,1.0520480682918971,0.11020886332771984
32,62666986439,47.61522861,-122.322772701206,2025-02-02 11:11:00,Larceny,4.0,0.19684468193574378,0.7873787277429751,0.08173733699379829
33,62234379870,47.61438942,-122.337653883716,2025-01-11 12:48:00,Assault,8.0,0.158078004776771,1.264624038214168,0.13307650002885157
34,60780819414,47.61554493,-122.340264678805,2024-11-10 09:00:00,Larceny,4.0,0.08490264770422952,0.3396105908169181,0.03356914994372043
35,60168451892,47.609253,-122.337339,2024-10-22 10:13:00,Narcotics,6.0,0.07024662212490686,0.42147973274944117,0.04237613690198709
36,62669622276,47.61369803,-122.328358836396,2025-02-07 12:24:00,Disorderly Conduct,6.0,0.20704205681519747,1.2422523408911847,0.13066988818576916
37,64025153838,47.61004628,-122.340367245242,2025-05-17 17:38:00,Disorderly Conduct,6.0,0.558415048946642,3.3504902936798517,0.35746137172709885
38,57924691934,47.62083366,-122.3252999972076,2024-07-14 08:00:00,Larceny,4.0,0.025818430886160308,0.10327372354464123,0.008145459665641622
39,62492268030,47.61260646,-122.345213265822,2025-01-28 14:44:00,Narcotics,6.0,0.18752162420820953,1.1251297452492572,0.11807054797053936
40,57921759136,47.61856415,-122.345841025233,2024-07-26 09:17:00,Larceny,4.0,0.029125769569901493,0.11650307827960597,0.009568593606793057
41,59076038965,47.60412807,-122.323443931995,2024-09-12 15:40:00,Larceny,4.0,0.04719476883865414,0.18877907535461655,0.01734360808245437
42,62128573890,47.61578647,-122.324479731188,2024-12-26 12:30:00,Larceny,4.0,0.13468835284629413,0.5387534113851765,0.05499172971159706
43,63296248903,47.6161057,-122.337244415314,2025-03-20 10:00:00,Fraud/Bribery,2.0,0.3116628347573539,0.6233256695147078,0.06408950155574114
44,61939783342,47.61931579,-122.322196399378,2024-12-19 15:30:00,Burglary,4.0,0.12573966419424462,0.5029586567769785,0.05114114657896107
45,63529294589,47.60830131,-122.328797187229,2025-04-10 12:45:00,Property Offenses,4.0,0.3849324171397642,1.539729668559057,0.16267069927659852
46,63391996156,47.61432034,-122.344143639085,2025-03-28 12:00:00,Fraud/Bribery,2.0,0.33790178589471304,0.6758035717894261,0.0697347567767078
47,63674205941,47.60951744,-122.338348304267,2025-01-31 16:00:00,Fraud/Bribery,2.0,0.1933345186204134,0.3866690372408268,0.038631412893456
48,59633946846,47.60412807,-122.323443931995,2024-09-26 10:24:00,Assault,8.0,0.05416790705494875,0.43334325643959,0.04365234300299084
49,64157276430,47.62388075,-122.338440839856,2025-05-25 17:30:00,Assault,8.0,0.6048901949746545,4.839121559797236,0.5175993167072649
50,64764194258,47.60253739,-122.331963999999,2025-06-30 09:23:00,Aggravated Assault,10.0,0.8640796924689197,8.640796924689196,0.9265605512803913
51,61922210214,47.62196996,-122.331070199999,2024-12-14 12:00:00,Larceny,4.0,0.11943296826671962,0.4777318730668785,0.04842740181641086
52,64509116961,47.59708944,-122.322453465774,2025-06-12 13:15:00,Property Offenses,4.0,0.7229037679881544,2.8916150719526175,0.3080983516950294
53,62189676682,47.61355147,-122.342843233041,2025-01-07 14:46:00,Narcotics,6.0,0.15200418551649877,0.9120251130989927,0.09514604098547204
54,59636036679,47.61856415,-122.345841025233,2024-09-26 12:36:00,Aggravated Assault,10.0,0.05421758373474886,0.5421758373474885,0.05535989359000387
55,63288701415,47.61236845,-122.334817770244,2025-03-22 15:47:00,Robbery,8.0,0.31872595803997394,2.5498076643197916,0.27132877881075107
56,59712696765,47.6086581,-122.329123594406,2024-09-29 13:12:00,Property Offenses,4.0,0.05588272391426535,0.2235308956570614,0.02108199865251694
57,58634880613,47.61256725,-122.332698351078,2024-08-29 13:37:00,Property Offenses,4.0,0.04099413017916711,0.16397652071666843,0.014675499316783646
58,58417337150,47.60087628,-122.329615323647,2024-08-15 14:26:00,Assault,8.0,0.03565071375617723,0.28520571004941786,0.02771660203525036
59,61437442048,47.62092405,-122.352168309461,2024-12-08 15:22:00,Assault,8.0,0.11263562563734568,0.9010850050987654,0.09396917035747106
60,64249511782,47.61972993,-122.345006760643,2025-05-29 16:50:00,DUI,5.0,0.6294013741332088,3.1470068706660443,0.33557185620996915
61,57881673152,47.60889024,-122.328568381373,2024-07-22 10:00:00,Burglary,4.0,0.027992089310953483,0.11196835724381393,0.009080775754072498
62,64374844186,47.61704062,-122.325552281989,2025-06-07 08:30:00,Property Offenses,4.0,0.6862877124123921,2.7451508496495682,0.2923426168085105
63,62526106447,47.59834791,-122.319643595397,2025-01-30 17:22:00,Property Offenses,4.0,0.19151983687934165,0.7660793475173666,0.079446078536238
64,59858707556,47.62393445,-122.358019952483,2024-10-03 10:10:00,Robbery,8.0,0.058089875576512046,0.46471900461209636,0.047027556159479914
65,57763630866,47.61205116,-122.32454978329,2024-07-18 17:30:00,Motor Vehicle Theft,3.0,0.026978680571834515,0.08093604171550355,0.005742507003584047
66,60389037590,47.61190424,-122.335928553433,2024-10-21 16:18:00,Larceny,4.0,0.06972416415114041,0.27889665660456164,0.027037912237161944
67,64051416160,47.61914524,-122.345006288996,2025-05-18 10:00:00,Burglary,4.0,0.562236143412323,2.248944573649292,0.2389637478208968
68,57751234186,47.61407567,-122.320780366798,2024-07-18 06:49:00,Aggravated Assault,10.0,0.02685885486616833,0.2685885486616833,0.02592902835155632
69,62189985561,47.62262048,-122.33714694111,2025-01-07 15:10:00,Larceny,4.0,0.15202952165870473,0.6081180866348189,0.062453561799583335
70,62986298105,47.61696696,-122.346637799326,2025-03-03 14:38:00,Trespass,1.0,0.26344707691966757,0.26344707691966757,0.02537593992886893
71,63322280097,47.61079035,-122.344123270831,2025-03-25 11:58:00,Aggravated Assault,10.0,0.3279107245523425,3.279107245523425,0.34978241529351217
72,60996207482,47.62046445,-122.323081599999,2024-11-21 09:36:00,Larceny,4.0,0.09479866045903014,0.37919464183612056,0.03782736265796641
73,62656190807,47.61913489,-122.342396782687,2025-02-06 07:00:00,Larceny,4.0,0.2045212630042761,0.8180850520171044,0.08504053757749871
74,61872274711,47.61134853,-122.341102346783,2024-12-14 16:45:00,Property Offenses,4.0,0.11966958008629126,0.47867832034516505,0.04852921488834249
75,57840375953,47.60878866,-122.338449521803,2024-07-21 10:09:00,Assault,8.0,0.02771529552044107,0.22172236416352856,0.02088744777655581
76,64455066788,47.60878866,-122.338449521803,2025-06-10 15:14:00,Larceny,4.0,0.7091751266676478,2.8367005066705913,0.3021909750102182
77,62991679714,47.61696696,-122.346637799326,2025-03-03 14:38:00,Assault,8.0,0.26344707691966757,2.1075766153573405,0.2237562381828923
78,63777942010,47.6086827,-122.340266606267,2025-04-20 12:00:00,Larceny,4.0,0.42528319108227414,1.7011327643290965,0.18003346778640156
79,58702851182,47.60740674,-122.335649745573,2024-08-20 17:50:00,Larceny,4.0,0.03753169719716986,0.15012678878867944,0.01318562895065937
80,63149143683,47.61910958,-122.335871380653,2025-03-11 07:20:00,Burglary,4.0,0.2845220726425343,1.1380882905701373,0.11946454987339505
81,63888354933,47.610682,-122.341959546954,2025-05-08 15:00:00,Larceny,4.0,0.5097932640775551,2.0391730563102204,0.21639779716095592
82,63089746176,47.61848552,-122.324645299631,2025-03-07 15:42:00,Larceny,4.0,0.27432044919775994,1.0972817967910398,0.1150748341631546
83,63312306460,47.61132124,-122.337320425615,2025-03-24 14:00:00,Larceny,4.0,0.32492312383901895,1.2996924953560758,0.13684895247436357
84,61398666843,47.62313955,-122.324671249862,2024-12-04 06:40:00,Larceny,4.0,0.10782753545122878,0.4313101418049151,0.04343363283149545
85,64885389257,47.61095,-122.321285,2025-07-08 12:40:00,Assault,8.0,0.9373277960506501,7.498622368405201,0.8036923229856825
