,Offense ID,Latitude,Longitude,Offense DateTime,Offense Type,Crime Score,Recency,Crime Weight,Normalized Weight
0,64881182617,47.60833604,-122.3334303,2025-06-24 00:00:00,Fraud/Bribery,2.0,0.8105842459701871,1.6211684919403742,0.17143139516867212
1,60023463055,47.612326,-122.3467223902,2024-10-12 01:00:00,Larceny,4.0,0.06331814542463082,0.2532725816985233,0.024281429291473727
2,63613126203,47.61802863,-122.356375784229,2025-03-07 00:00:00,Fraud/Bribery,2.0,0.2725317930340126,0.5450635860680252,0.05567054012568491
3,58646126390,47.6159486,-122.334006702097,2024-08-05 18:30:00,Larceny,4.0,0.03231280567920882,0.12925122271683528,0.010939961855568815
4,63700540123,47.59962093,-122.331575540027,2025-04-24 23:07:00,Larceny,4.0,0.4446943638678627,1.7787774554714508,0.18838601388775145
5,58501269491,47.62090802,-122.347601311587,2024-08-22 00:00:00,Larceny,4.0,0.038006427075174314,0.15202570830069725,0.013389903222776731
6,63497230804,47.61909104,-122.334257899999,2025-03-26 01:00:00,Burglary,4.0,0.32969630592049276,1.318785223681971,0.13890283267140383
7,62237458979,47.61932364,-122.320863686861,2025-01-12 01:12:00,Fraud/Bribery,2.0,0.1588968546754615,0.317793709350923,0.031222221833744245
8,63508480859,47.61833048,-122.338451685612,2025-04-07 18:50:00,Motor Vehicle Theft,3.0,0.3745040065149647,1.123512019544894,0.11789652282694957
9,63427680021,47.62370637,-122.327877259186,2025-03-28 04:31:00,Burglary,4.0,0.33684983023435033,1.3473993209374013,0.1419809641309817
10,64488956689,47.617463,-122.348468,2025-06-08 05:00:00,Burglary,4.0,0.6921748605237892,2.7686994420951567,0.29487583190834343
11,63690918683,47.61190424,-122.335928553433,2025-04-25 02:30:00,Property Offenses,4.0,0.445321701476695,1.78128680590678,0.1886559546253236
12,59759797577,47.62107587,-122.320891669315,2024-10-01 01:43:00,Property Offenses,4.0,0.056739496569729715,0.22695798627891886,0.02145066432677517
13,62647067919,47.61074295,-122.338701509139,2025-02-05 22:32:00,Aggravated Assault,10.0,0.20380102859798915,2.0380102859798916,0.21627271336389958
14,58299807990,47.61171114,-122.326541787204,2024-08-11 05:44:00,Burglary,4.0,0.03412888754915605,0.1365155501966242,0.011721414254664548
15,64135618788,47.60830131,-122.328797186876,2025-05-26 04:08:00,Aggravated Assault,10.0,0.607576140309796,6.07576140309796,0.6506295490382558
16,58712944950,47.61932364,-122.320863694057,2024-08-27 19:00:00,Larceny,4.0,0.040272624513049575,0.1610904980521983,0.01436503845977113
17,58305122841,47.60925299,-122.337338750443,2024-08-12 04:00:00,Robbery,8.0,0.03444700119564331,0.2755760095651465,0.026680697119489893
18,61378611242,47.61465549,-122.3207895,2024-10-09 20:00:00,Fraud/Bribery,2.0,0.06193519598180701,0.12387039196361402,0.01036112463864381
19,61386179272,47.61465549,-122.320789513668,2024-12-01 18:47:00,Larceny,4.0,0.10517037643976564,0.42068150575906255,0.042290268471855075
20,60811236474,47.6121175,-122.342402603897,2024-11-12 22:36:00,Burglary,4.0,0.08711002245852917,0.3484400898341167,0.03451897402709225
21,62970258205,47.59835963,-122.32637849,2025-02-28 19:30:00,Larceny,4.0,0.25617998887644616,1.0247199555057847,0.1072690702967913
