OBJECTID,YEAR,RACE,TENURE,AGE,F0___30_,F30___50_,F50___80_,F80___120_,Above_120_,All_
55,2006,Other,All,All,1,0,0,0,0,0.195340501792115
56,2006,Other,All,Children,1,0,0,0,0,1
57,2006,Other,All,Seniors,0,0,0,0,0,0
58,2006,Other,Owners,All,1,0,0,0,0,0.488789237668161
59,2006,Other,Owners,Children,1,0,0,0,0,1
60,2006,Other,Owners,Seniors,0,0,0,0,0,0
61,2006,Other,Renters,All,0,0,0,0,0,0
62,2006,Other,Renters,Children,0,0,0,0,0,0
63,2006,Other,Renters,Seniors,0,0,0,0,0,0
64,2006,Pacific Islander,All,All,1,0,0,0,0,0.151673640167364
65,2006,Pacific Islander,All,Children,0,0,0,0,0,0
66,2006,Pacific Islander,All,Seniors,0,0,0,0,0,0
67,2006,Pacific Islander,Owners,All,0,0,0,0,0,0
68,2006,Pacific Islander,Owners,Children,0,0,0,0,0,0
69,2006,Pacific Islander,Owners,Seniors,0,0,0,0,0,0
70,2006,Pacific Islander,Renters,All,1,0,0,0,0,0.448916408668731
71,2006,Pacific Islander,Renters,Children,0,0,0,0,0,0
72,2006,Pacific Islander,Renters,Seniors,0,0,0,0,0,0
73,2006,White,All,All,0.622652273126207,0.315275016567263,0.178651041334947,0.0909434471588609,0.00568566239747409,0.151640064052895
74,2006,White,All,Children,0.756121939030485,0.62420830401126,0.277477989207611,0.115262321144674,0.00861667442943642,0.123244626122744
75,2006,White,All,Seniors,0.447076023391813,0.258722400134839,0.176461769115442,0.0787554691298007,0,0.178137190694496
76,2006,White,Owners,All,0.735960591133005,0.401129943502825,0.33322435635472,0.159625158831004,0.00738901058217382,0.129073708518008
77,2006,White,Owners,Children,1,0.841481481481481,0.573356807511737,0.176509917539559,0.00967320261437908,0.114577831434392
78,2006,White,Owners,Seniors,0.517401392111369,0.248019500304692,0.169031984748994,0.0557917109458023,0,0.13295007016432
79,2006,White,Renters,All,0.590187997515949,0.268660531697341,0.0799812177179527,0.0194966128765765,0,0.179757291690837
80,2006,White,Renters,Children,0.671601615074024,0.427613941018767,0,0.0254818686703692,0,0.147540983606557
81,2006,White,Renters,Seniors,0.414727854855923,0.271972840437571,0.194458696767573,0.114665558786872,0,0.254758980657046
82,2007,All,All,All,0.697497661365762,0.33902837616996,0.141432728517631,0.0372571094987908,0.00758668005687524,0.181589326489404
83,2007,All,All,Children,0.749915340331866,0.388641904488742,0.176186735495455,0.023393385318634,0.00645041014168531,0.15297739555273
84,2007,All,All,Seniors,0.529295862283522,0.246030297499544,0.168632075471698,0.0426896977174584,0.0112585697213661,0.176191425722832
85,2007,All,Owners,All,0.73169023946226,0.500108248538645,0.261834319526627,0.0644427288610784,0.00995719580310069,0.123544804412792
86,2007,All,Owners,Children,1,0.672081601813374,0.418793828892006,0.0372219053051911,0.00744790769760634,0.11103268541644
87,2007,All,Owners,Seniors,0.617107195301028,0.279974284795886,0.098744769874477,0.0266544117647059,0.013839492809649,0.114829048502518
88,2007,All,Renters,All,0.690642634548977,0.254890874137736,0.0732336774366537,0.00860703121654605,0,0.241449895351779
89,2007,All,Renters,Children,0.73252444766389,0.215210355987055,0.01440329218107,0,0,0.220356722340936
90,2007,All,Renters,Seniors,0.494724671195259,0.201435810810811,0.251336898395722,0.075422138836773,0,0.268957227286387
91,2007,Asian,All,All,0.546256069511883,0.504362416107383,0.181607776577689,0.0527713830352399,0.0164452877925364,0.25145259416228
92,2007,Asian,All,Children,0.223015165031222,0.692045454545455,0.372346876895088,0,0,0.214597902097902
93,2007,Asian,All,Seniors,0.285164835164835,0.187242798353909,0.111304347826087,0.0637007077856421,0.139784946236559,0.162959457327654
94,2007,Asian,Owners,All,0.872591006423983,0.781732706514439,0.282220390217093,0.073290703393999,0.0196932399166824,0.221169446427413
95,2007,Asian,Owners,Children,1,0.808917197452229,0.57761053621825,0,0,0.229885057471264
96,2007,Asian,Owners,Seniors,1,0.348659003831418,0.0753375977256574,0.108996539792388,0.139784946236559,0.176027612174459
97,2007,Asian,Renters,All,0.502031340684852,0.227364185110664,0.0527797325826882,0,0,0.285146942017474
98,2007,Asian,Renters,Children,0.175189393939394,0.557457212713936,0,0,0,0.183311140701287
99,2007,Asian,Renters,Seniors,0.198398028342575,0,0.167973124300112,0,0,0.149746192893401
100,2007,Black,All,All,0.733585262163439,0.458651399491094,0.235869233119462,0,0,0.355911138729222
101,2007,Black,All,Children,1,0.491935483870968,0.168654173764906,0,0,0.361142009640341
102,2007,Black,All,Seniors,0.495971351835273,0,0,0,0,0.179636835278859
103,2007,Black,Owners,All,0.647058823529412,0.421265141318977,0.445740956826138,0,0,0.161568052756915
104,2007,Black,Owners,Children,0,0.836898395721925,1,0,0,0.289027149321267
105,2007,Black,Owners,Seniors,1,0,0,0,0,0.0579328505595787
106,2007,Black,Renters,All,0.737710326624876,0.470220741357768,0.161423841059603,0,0,0.432500721917413
107,2007,Black,Renters,Children,1,0.361616161616162,0,0,0,0.396304467733039
108,2007,Black,Renters,Seniors,0.452866861030126,0,0,0,0,0.29776357827476
109,2007,Hispanic,All,All,0.904622586307782,0.236014917421417,0.2043463021381,0,0,0.227509951348961
110,2007,Hispanic,All,Children,0.833673469387755,0.332268370607029,0,0,0,0.224731418548564
111,2007,Hispanic,All,Seniors,1,0,0.583850931677019,0,0,0.283120376597176
112,2007,Hispanic,Owners,All,1,0.648609077598829,0.347435897435897,0,0,0.254803428909252
113,2007,Hispanic,Owners,Children,0,0.63030303030303,0,0,0,0.175084175084175
114,2007,Hispanic,Owners,Seniors,0,0,0,0,0,0
115,2007,Hispanic,Renters,All,0.895579756566304,0,0.150506512301013,0,0,0.215854582176218
116,2007,Hispanic,Renters,Children,0.833673469387755,0,0,0,0,0.242217610435814
117,2007,Hispanic,Renters,Seniors,1,0,0.744063324538259,0,0,0.473033707865169
118,2007,Multi,All,All,0.713143872113677,0.167914438502674,0,0.190366972477064,0,0.208232862555977
119,2007,Multi,All,Children,1,0.306748466257669,0,0,0,0.118967452300786
120,2007,Multi,All,Seniors,0.539007092198582,1,0,0,0,0.433835845896147
121,2007,Multi,Owners,All,1,0.486363636363636,0,0.55456570155902,0,0.287215411558669
122,2007,Multi,Owners,Children,0,0,0,0,0,0
123,2007,Multi,Owners,Seniors,0,1,0,0,0,0.421259842519685
124,2007,Multi,Renters,All,0.673737373737374,0.0699300699300699,0,0,0,0.175177131688248
125,2007,Multi,Renters,Children,1,1,0,0,0,0.191335740072202
126,2007,Multi,Renters,Seniors,0.539007092198582,0,0,0,0,0.443148688046647
127,2007,Native,All,All,0,1,0,0,0,0.0791433891992551
128,2007,Native,All,Children,0,1,0,0,0,1
129,2007,Native,All,Seniors,0,0,0,0,0,0
130,2007,Native,Owners,All,0,1,0,0,0,0.202380952380952
131,2007,Native,Owners,Children,0,1,0,0,0,1
132,2007,Native,Owners,Seniors,0,0,0,0,0,0
133,2007,Native,Renters,All,0,0,0,0,0,0
134,2007,Native,Renters,Children,0,0,0,0,0,0
135,2007,Native,Renters,Seniors,0,0,0,0,0,0
136,2007,Other,All,All,0.425641025641026,0,0,0,0,0.131537242472266
137,2007,Other,All,Children,0,0,0,0,0,0
138,2007,Other,All,Seniors,0,0,0,0,0,0
139,2007,Other,Owners,All,0,0,0,0,0,0
140,2007,Other,Owners,Children,0,0,0,0,0,0
141,2007,Other,Owners,Seniors,0,0,0,0,0,0
142,2007,Other,Renters,All,0.425641025641026,0,0,0,0,0.267741935483871
143,2007,Other,Renters,Children,0,0,0,0,0,0
144,2007,Other,Renters,Seniors,0,0,0,0,0,0
145,2007,Pacific Islander,All,All,0.73224043715847,0,1,0,0,0.308035714285714
146,2007,Pacific Islander,All,Children,0,0,1,0,0,1
147,2007,Pacific Islander,All,Seniors,0,0,0,0,0,0
148,2007,Pacific Islander,Owners,All,0,0,1,0,0,0.195187165775401
149,2007,Pacific Islander,Owners,Children,0,0,1,0,0,1
150,2007,Pacific Islander,Owners,Seniors,0,0,0,0,0,0
151,2007,Pacific Islander,Renters,All,0.73224043715847,0,0,0,0,0.449664429530201
152,2007,Pacific Islander,Renters,Children,0,0,0,0,0,0
153,2007,Pacific Islander,Renters,Seniors,0,0,0,0,0,0
154,2007,White,All,All,0.731011648316579,0.307099368820868,0.122683412467453,0.0346040073673048,0.00771229285647411,0.150976647807494
155,2007,White,All,Children,0.834082397003745,0.281971465629053,0.145342669212816,0.0341354956840178,0.00759238128675502,0.106383489320854
156,2007,White,All,Seniors,0.620129331785773,0.281311154598826,0.172544409613375,0.0453598333066196,0.00540501585471317,0.173370282396411
157,2007,White,Owners,All,0.699148029818956,0.416749750747757,0.235335564558746,0.058034966206781,0.00990530587704795,0.100680386079543
158,2007,White,Owners,Children,1,0.621664050235479,0.293436293436293,0.0577561407391016,0.00844891580386794,0.0751221214235869
159,2007,White,Owners,Seniors,0.572365723657237,0.298315602836879,0.121638602663986,0.0199659118578038,0.00648676699532953,0.111325637760342
160,2007,White,Renters,All,0.740249048060101,0.251577618847287,0.0626086139683434,0.0112096369416095,0,0.21138175029902
161,2007,White,Renters,Children,0.811569544874521,0.114296784192174,0.029155622870125,0,0,0.175249807840123
162,2007,White,Renters,Seniors,0.652561247216036,0.260371179039301,0.227631221104161,0.0942776735459662,0,0.284860116630988
163,2008,All,All,All,0.687247942265513,0.330036279006092,0.142977257346759,0.0662864435847326,0.0155329142845936,0.185915854754959
164,2008,All,All,Children,0.705713373763166,0.404505716207128,0.185052584470799,0.0764951321279555,0.0236412381184499,0.164627913877807
165,2008,All,All,Seniors,0.515156142628083,0.289155091117625,0.171466401853691,0.0870447506141194,0.00641335914811229,0.203822196574959
166,2008,All,Owners,All,0.746765010351967,0.575095270118807,0.28367210185392,0.117328249981311,0.0198737814134976,0.146828351593802
167,2008,All,Owners,Children,0.919886899151744,0.895967270601987,0.399323998068566,0.132764724814934,0.025804735301942,0.143682969498745
168,2008,All,Owners,Seniors,0.782202216066482,0.237707144797609,0.222717770034843,0.107124638666893,0.00774061632831897,0.164110567544044
169,2008,All,Renters,All,0.673982637787327,0.222309814741821,0.061319073083779,0.00790868673050616,0,0.227834816335843
170,2008,All,Renters,Children,0.662055715658021,0.206042010856738,0,0,0,0.203563180468492
171,2008,All,Renters,Seniors,0.439612106964443,0.334613538166107,0.0965573436545121,0.053130384836301,0,0.2555078125
172,2008,Asian,All,All,0.505565240713424,0.316195939982348,0.185064346565162,0.042428061331653,0.0257558790593505,0.218881995776135
173,2008,Asian,All,Children,0.533333333333333,0.263736263736264,0.277073170731707,0,0.054726368159204,0.224336793540946
174,2008,Asian,All,Seniors,0.283037475345168,0.481192334989354,0.0452127659574468,0.0670511896178803,0,0.204277817832252
175,2008,Asian,Owners,All,0.702570379436965,0.739887990043559,0.284740628549792,0.0617925971245029,0.0334194381659671,0.201266519823789
176,2008,Asian,Owners,Children,1,0.702928870292887,0.48135593220339,0,0.0613763174209547,0.240625
177,2008,Asian,Owners,Seniors,0.685968819599109,0.749568221070812,0.0676616915422886,0.0840108401084011,0,0.233273056057866
178,2008,Asian,Renters,All,0.481325301204819,0.0834188034188034,0.0935326842837274,0,0,0.235103955375254
179,2008,Asian,Renters,Children,0.46791707798618,0,0,0,0,0.204134366925065
180,2008,Asian,Renters,Seniors,0.213266486694948,0.293975903614458,0,0,0,0.179060885194338
181,2008,Black,All,All,0.788013698630137,0.401957475531556,0.163243243243243,0.177469135802469,0.0753658536585366,0.383962780514505
182,2008,Black,All,Children,0.837238758708043,0.454961832061069,0.315418502202643,0,0,0.464964249233912
183,2008,Black,All,Seniors,0.637101811367895,0.54004329004329,0,0.294573643410853,0,0.336352657004831
184,2008,Black,Owners,All,0.848623853211009,0.533426183844011,0.324034334763948,0.372771474878444,0.109033168666196,0.315881836794384
185,2008,Black,Owners,Children,0,1,0.47167325428195,0,0,0.380887372013652
186,2008,Black,Owners,Seniors,0.407185628742515,0.269349845201238,0,0.491909385113269,0,0.159480519480519
187,2008,Black,Renters,All,0.780370227535673,0.359910913140312,0,0,0,0.424685094471658
188,2008,Black,Renters,Children,0.837238758708043,0.356756756756757,0,0,0,0.500874635568513
189,2008,Black,Renters,Seniors,0.663877266387727,0.685524126455907,0,0,0,0.448241866579034
190,2008,Hispanic,All,All,0.75404350250976,0.146866230121609,0.208673790069139,0.143892714751722,0,0.216127474649928
191,2008,Hispanic,All,Children,0.589531680440771,0.148036253776435,0.198003327787022,0.26502002670227,0,0.239544895448954
192,2008,Hispanic,All,Seniors,0.258883248730964,0,0,0,0,0.0611510791366906
193,2008,Hispanic,Owners,All,1,0,0.548387096774194,0.394632206759443,0,0.196923076923077
194,2008,Hispanic,Owners,Children,1,0,0.548387096774194,0.642394822006472,0,0.447900466562986
195,2008,Hispanic,Owners,Seniors,0,0,0,0,0,0
196,2008,Hispanic,Renters,All,0.745527986151183,0.146866230121609,0.155021834061135,0,0,0.223687752355316
197,2008,Hispanic,Renters,Children,0.508250825082508,0.148036253776435,0,0,0,0.103255340793489
198,2008,Hispanic,Renters,Seniors,0.258883248730964,0,0,0,0,0.0786430223592907
199,2008,Multi,All,All,0.768617021276596,0.343366778149387,0.0654140570633264,0,0.0421875,0.169191516504545
200,2008,Multi,All,Children,0,0,0,0,0,0
201,2008,Multi,All,Seniors,1,0,0,0,0,0.160291438979964
202,2008,Multi,Owners,All,1,0.547215496368039,0,0,0.0625482625482626,0.14381863266029
203,2008,Multi,Owners,Children,0,0,0,0,0,0
204,2008,Multi,Owners,Seniors,0,0,0,0,0,0
205,2008,Multi,Renters,All,0.73353751914242,0.169421487603306,0.0796610169491525,0,0,0.189965197215777
206,2008,Multi,Renters,Children,0,0,0,0,0,0
207,2008,Multi,Renters,Seniors,1,0,0,0,0,1
208,2008,Native,All,All,0.367541766109785,0.151709401709402,0,0,0,0.0885826771653543
209,2008,Native,All,Children,1,0.412790697674419,0,0,0,0.160822249093108
210,2008,Native,All,Seniors,0,0,0,0,0,0
211,2008,Native,Owners,All,0,0,0,0,0,0
212,2008,Native,Owners,Children,0,0,0,0,0,0
213,2008,Native,Owners,Seniors,0,0,0,0,0,0
214,2008,Native,Renters,All,0.367541766109785,0.151709401709402,0,0,0,0.129907621247113
215,2008,Native,Renters,Children,1,0.412790697674419,0,0,0,0.568376068376068
216,2008,Native,Renters,Seniors,0,0,0,0,0,0
217,2008,Other,All,All,0,0,0,0,0,0
218,2008,Other,All,Children,0,0,0,0,0,0
219,2008,Other,All,Seniors,0,0,0,0,0,0
220,2008,Other,Owners,All,0,0,0,0,0,0
221,2008,Other,Owners,Children,0,0,0,0,0,0
222,2008,Other,Owners,Seniors,0,0,0,0,0,0
223,2008,Other,Renters,All,0,0,0,0,0,0
224,2008,Other,Renters,Children,0,0,0,0,0,0
225,2008,Other,Renters,Seniors,0,0,0,0,0,0
226,2008,Pacific Islander,All,All,1,0,0,0,0,0.337461300309598
227,2008,Pacific Islander,All,Children,1,0,0,0,0,0.518248175182482
228,2008,Pacific Islander,All,Seniors,0,0,0,0,0,0
229,2008,Pacific Islander,Owners,All,1,0,0,0,0,0.690140845070423
230,2008,Pacific Islander,Owners,Children,0,0,0,0,0,0
231,2008,Pacific Islander,Owners,Seniors,0,0,0,0,0,0
232,2008,Pacific Islander,Renters,All,1,0,0,0,0,0.163972286374134
233,2008,Pacific Islander,Renters,Children,1,0,0,0,0,1
234,2008,Pacific Islander,Renters,Seniors,0,0,0,0,0,0
235,2008,White,All,All,0.712367872849317,0.338467160906338,0.139655267360537,0.0594956658786446,0.011816396896849,0.163912863561126
236,2008,White,All,Children,0.703886693017128,0.447647058823529,0.147798742138365,0.0541840739334093,0.023415421881308,0.123153254922808
237,2008,White,All,Seniors,0.606721162579473,0.210323574730354,0.215808744346328,0.0831509846827133,0.00789101466537631,0.198902832387635
238,2008,White,Owners,All,0.728617039153084,0.538971539456662,0.285345286029021,0.102362204724409,0.0147781038509912,0.128925502197392
239,2008,White,Owners,Children,0.90104772991851,0.915880503144654,0.35634477254589,0.0857543578441194,0.0253275109170306,0.118052139695032
240,2008,White,Owners,Seniors,0.828785211267606,0.136574074074074,0.272,0.0882016036655212,0.00919979170282937,0.161434637549287
241,2008,White,Renters,All,0.707525912573231,0.242868157286045,0.0568343770244008,0.0104225352112676,0,0.207327843154571
242,2008,White,Renters,Children,0.626090950849793,0.167763157894737,0,0,0,0.136302401141136
243,2008,White,Renters,Seniors,0.513891444342226,0.283846153846154,0.129472821633433,0.0742971887550201,0,0.260296949742188
244,2009,All,All,All,0.646239241331266,0.327931745304627,0.149579893196275,0.0674115383104897,0.0107069937379717,0.184110326410115
245,2009,All,All,Children,0.530768181197981,0.207474226804124,0.191615226337449,0.139516448672216,0.0058565679793044,0.142320792079208
246,2009,All,All,Seniors,0.551809509939562,0.365214000194989,0.118148693697186,0.0799634642530931,0.00464357429718875,0.214050070913239
247,2009,All,Owners,All,0.707295274271031,0.428154851684263,0.299888517279822,0.113469745048692,0.0143312934776923,0.145337945454418
248,2009,All,Owners,Children,1,0.247126436781609,0.339721254355401,0.201892744479495,0.00673609389205719,0.115185549402205
249,2009,All,Owners,Seniors,0.622236394557823,0.299883765982177,0.127875709590678,0.0844309799789252,0.00576323987538941,0.163440743944637
250,2009,All,Renters,All,0.630865308878137,0.288035864387784,0.0651524208009564,0.0136968820451742,0,0.222204604991038
251,2009,All,Renters,Children,0.47822788651191,0.19409737182249,0.0738688827331487,0,0,0.185148878813871
252,2009,All,Renters,Seniors,0.515117953261712,0.431403336604514,0.107655116841257,0.0723432936418782,0,0.281209642703401
253,2009,Asian,All,All,0.552614673005268,0.377310619789779,0.14620886981402,0.0857532644708634,0.0141369047619048,0.225144010153936
254,2009,Asian,All,Children,0.542754275427543,0.122330097087379,0.0549828178694158,0,0,0.12514880952381
255,2009,Asian,All,Seniors,0.380222841225627,0.416034669555796,0.0900584795321637,0.304703476482618,0,0.271541805164919
256,2009,Asian,Owners,All,0.463461538461538,0.334782608695652,0.270542865618511,0.133252574197456,0.0195071868583162,0.173901957034487
257,2009,Asian,Owners,Children,1,0.163001293661061,0.0844009042954032,0,0,0.0846262341325811
258,2009,Asian,Owners,Seniors,0.328947368421053,0.446372239747634,0.107093184979138,0.363414634146341,0,0.224907467885913
259,2009,Asian,Renters,All,0.574963843805239,0.436901653611836,0.0303951367781155,0,0,0.278590425531915
260,2009,Asian,Renters,Children,0.486349848331648,0,0,0,0,0.195052716950527
261,2009,Asian,Renters,Seniors,0.404081632653061,0.349480968858132,0,0,0,0.337875503251781
262,2009,Black,All,All,0.675509306756559,0.135723431498079,0.146867612293144,0,0,0.303440257887227
263,2009,Black,All,Children,0.669371196754564,0,0.334371754932503,0,0,0.294529147982063
264,2009,Black,All,Seniors,0.706145966709347,0.216760676873489,0,0,0,0.35360824742268
265,2009,Black,Owners,All,1,0.484113712374582,0.200379867046534,0,0,0.251780626780627
266,2009,Black,Owners,Children,1,0,0.39365671641791,0,0,0.20797342192691
267,2009,Black,Owners,Seniors,1,0.341804320203304,0,0,0,0.347913524384113
268,2009,Black,Renters,All,0.642845620261333,0.0163323782234957,0.122694122694123,0,0,0.325242353648456
269,2009,Black,Renters,Children,0.651336898395722,0,0.259953161592506,0,0,0.326535626535627
270,2009,Black,Renters,Seniors,0.597014925373134,0,0,0,0,0.359598096245373
271,2009,Hispanic,All,All,0.437765205091938,0.211488250652742,0.0552517985611511,0.0873959571938169,0,0.165913276410514
272,2009,Hispanic,All,Children,0.341074020319303,0,0.117106773823192,0,0,0.156841239374829
273,2009,Hispanic,All,Seniors,0.253776435045317,0,0,0.550561797752809,0,0.167910447761194
274,2009,Hispanic,Owners,All,1,1,0.655290102389078,0.161361141602634,0,0.237944385779655
275,2009,Hispanic,Owners,Children,0,0,0.502463054187192,0,0,0.113207547169811
276,2009,Hispanic,Owners,Seniors,1,0,0,0.550561797752809,0,0.483128834355828
277,2009,Hispanic,Renters,All,0.402255639097744,0.135166093928981,0,0,0,0.143437671609006
278,2009,Hispanic,Renters,Children,0.341074020319303,0,0,0,0,0.17115804806992
279,2009,Hispanic,Renters,Seniors,0,0,0,0,0,0
280,2009,Multi,All,All,0.535242290748899,0.0948366701791359,0.181116659101226,0,0,0.15740501421556
281,2009,Multi,All,Children,0.696120689655172,0,0.407114624505929,0,0,0.239484653277757
282,2009,Multi,All,Seniors,0.187772925764192,0.508474576271186,0.454545454545455,0,0,0.211783439490446
283,2009,Multi,Owners,All,0.452941176470588,1,0.508064516129032,0,0,0.109808760024676
284,2009,Multi,Owners,Children,1,0,0.660839160839161,0,0,0.162790697674419
285,2009,Multi,Owners,Seniors,0,1,0,0,0,0.194805194805195
286,2009,Multi,Renters,All,0.546979865771812,0,0.114691425450573,0,0,0.191725978647687
287,2009,Multi,Renters,Children,0.635658914728682,0,0.25369978858351,0,0,0.364179104477612
288,2009,Multi,Renters,Seniors,0.235616438356164,0,0.454545454545455,0,0,0.221662468513854
289,2009,Native,All,All,1,0,0,0,0,0.213157894736842
290,2009,Native,All,Children,0,0,0,0,0,0
291,2009,Native,All,Seniors,0,0,0,0,0,0
292,2009,Native,Owners,All,1,0,0,0,0,0.54
293,2009,Native,Owners,Children,0,0,0,0,0,0
294,2009,Native,Owners,Seniors,0,0,0,0,0,0
295,2009,Native,Renters,All,0,0,0,0,0,0
296,2009,Native,Renters,Children,0,0,0,0,0,0
297,2009,Native,Renters,Seniors,0,0,0,0,0,0
298,2009,Other,All,All,0,0,0.561224489795918,0,0,0.166919575113809
299,2009,Other,All,Children,0,0,0,0,0,0
300,2009,Other,All,Seniors,0,0,0,0,0,0
301,2009,Other,Owners,All,0,0,1,0,0,0.367892976588629
302,2009,Other,Owners,Children,0,0,0,0,0,0
303,2009,Other,Owners,Seniors,0,0,0,0,0,0
304,2009,Other,Renters,All,0,0,0,0,0,0
305,2009,Other,Renters,Children,0,0,0,0,0,0
306,2009,Other,Renters,Seniors,0,0,0,0,0,0
307,2009,Pacific Islander,All,All,1,0,0,0,0,0.194864048338369
308,2009,Pacific Islander,All,Children,0,0,0,0,0,0
309,2009,Pacific Islander,All,Seniors,0,0,0,0,0,0
310,2009,Pacific Islander,Owners,All,1,0,0,0,0,0.135869565217391
311,2009,Pacific Islander,Owners,Children,0,0,0,0,0,0
312,2009,Pacific Islander,Owners,Seniors,0,0,0,0,0,0
313,2009,Pacific Islander,Renters,All,1,0,0,0,0,0.490909090909091
314,2009,Pacific Islander,Renters,Children,0,0,0,0,0,0
315,2009,Pacific Islander,Renters,Seniors,0,0,0,0,0,0
316,2009,White,All,All,0.695176646471005,0.379771695102492,0.156208417042816,0.0678216524080738,0.0113658722901885,0.169786837098472
317,2009,White,All,Children,0.488352745424293,0.382992748846407,0.199569274946159,0.170212765957447,0.0069332199064228,0.11988231300215
318,2009,White,All,Seniors,0.657460059572164,0.387433879499419,0.125508694043655,0.0495314591700134,0.00565403422982885,0.19816143044752
319,2009,White,Owners,All,0.730591423561294,0.423489636924886,0.301063234471181,0.11558893570251,0.0151244455396747,0.133822807878321
320,2009,White,Owners,Children,1,0.376080691642651,0.415664845173042,0.2544271774485,0.00788201160541586,0.113326686606846
321,2009,White,Owners,Seniors,0.680902777777778,0.248151191454396,0.138784963477641,0.0308612816879232,0.00709151892668903,0.135361216730038
322,2009,White,Renters,All,0.683572734395403,0.36290962694183,0.0700345387208189,0.0159984100958911,0,0.209867984220599
323,2009,White,Renters,Children,0.374682257244535,0.385042735042735,0.0590047393364929,0,0,0.133877261440227
324,2009,White,Renters,Seniors,0.642476697736352,0.511463414634146,0.111175226005001,0.0784027270513757,0,0.286506199854121
325,2010,All,All,All,0.671389645776567,0.315430105990915,0.126324267393594,0.0491425646275915,0.012009769937178,0.194739819615954
326,2010,All,All,Children,0.745905646541188,0.286767061839154,0.162245211512855,0.0499577524292353,0.023087960346102,0.185000176510043
327,2010,All,All,Seniors,0.487823815910214,0.318225140315578,0.160459375335408,0.116297679381168,0,0.233761537729565
328,2010,All,Owners,All,0.662863208173013,0.346638885842746,0.276706190918529,0.0797827443208925,0.0164329183753886,0.126377871442013
329,2010,All,Owners,Children,0.930653266331658,0.358806404657933,0.372685185185185,0.0744530143239414,0.0254310344827586,0.115616601970738
330,2010,All,Owners,Seniors,0.466687325689495,0.272971854304636,0.164047981077885,0.11411465892598,0,0.152876144411816
331,2010,All,Renters,All,0.672919443915445,0.304435172307217,0.0349578381249585,0.0136776824398947,0,0.255620197285956
332,2010,All,Renters,Children,0.720328370669264,0.266433853738702,0.0229787234042553,0,0,0.285313417371784
333,2010,All,Renters,Seniors,0.494058500914077,0.365647364996747,0.154208357857563,0.122356495468278,0,0.332966101694915
334,2010,Asian,All,All,0.51759158505622,0.218008474576271,0.0762312633832977,0.0413849620979308,0,0.180576070901034
335,2010,Asian,All,Children,0.206015037593985,0,0.128523111612176,0,0,0.039671250197566
336,2010,Asian,All,Seniors,0.324572930354796,0.302769230769231,0.276827371695179,0.080046403712297,0,0.232426704344755
337,2010,Asian,Owners,All,0.647859922178988,0.201183431952663,0.159712875729026,0.0639442861665084,0,0.101365873951328
338,2010,Asian,Owners,Children,1,0,0.329479768786127,0,0,0.046875
339,2010,Asian,Owners,Seniors,0.415525114155251,0.367283950617284,0.316725978647687,0.126838235294118,0,0.20273556231003
340,2010,Asian,Renters,All,0.49910258180312,0.223635849590048,0,0,0,0.243789077629613
341,2010,Asian,Renters,Children,0.114093959731544,0,0,0,0,0.0280643829962856
342,2010,Asian,Renters,Seniors,0.312741312741313,0.259979529170931,0,0,0,0.251201230059581
343,2010,Black,All,All,0.687596500257334,0.322040498442368,0.195080576759966,0,0.04,0.372631916943166
344,2010,Black,All,Children,0.783736417805818,0.512562814070352,0.312816188870152,0,0,0.536410598233628
345,2010,Black,All,Seniors,0.635980323260717,0.290148448043185,0.295454545454545,0,0,0.351320647543312
346,2010,Black,Owners,All,0.728785357737105,0.244040862656073,0.407801418439716,0,0.0505952380952381,0.248623537508603
347,2010,Black,Owners,Children,0,0,0.449152542372881,0,0,0.258536585365854
348,2010,Black,Owners,Seniors,0.682261208576998,0.3359375,0.397959183673469,0,0,0.292829540575354
349,2010,Black,Renters,All,0.684144470785107,0.362774155305276,0,0,0,0.428615814820569
350,2010,Black,Renters,Children,0.783736417805818,0.642182581322141,0,0,0,0.623740692071835
351,2010,Black,Renters,Seniors,0.60989010989011,0,0,0,0,0.465604026845638
352,2010,Hispanic,All,All,0.561797752808989,0.357324301439458,0.0424272323630982,0,0,0.167727009832273
353,2010,Hispanic,All,Children,0.81885593220339,0.121703853955375,0.0907172995780591,0,0,0.245393858477971
354,2010,Hispanic,All,Seniors,0.205357142857143,1,0,0,0,0.212779973649539
355,2010,Hispanic,Owners,All,0.71841155234657,1,0.175510204081633,0,0,0.142889908256881
356,2010,Hispanic,Owners,Children,1,0,0.206730769230769,0,0,0.180037902716361
357,2010,Hispanic,Owners,Seniors,0,1,0,0,0,0.181978798586572
358,2010,Hispanic,Renters,All,0.535990481856038,0.25,0,0,0,0.181712514529252
359,2010,Hispanic,Renters,Children,0.770469798657718,0.121703853955375,0,0,0,0.293246993524514
360,2010,Hispanic,Renters,Seniors,0.248648648648649,1,0,0,0,0.23109243697479
361,2010,Multi,All,All,0.724510813594233,0.331065759637188,0.354118993135011,0.0456062291434928,0,0.2900102517371
362,2010,Multi,All,Children,1,0,0.529770992366412,0,0,0.169341894060995
363,2010,Multi,All,Seniors,0,1,0.572519083969466,0,0,0.456
364,2010,Multi,Owners,All,0.448616600790514,0,0.820954907161804,0.0930760499432463,0,0.29945143594708
365,2010,Multi,Owners,Children,0,0,1,0,0,0.212102689486553
366,2010,Multi,Owners,Seniors,0,0,0.572519083969466,0,0,0.261324041811847
367,2010,Multi,Renters,All,0.821727019498607,0.331065759637188,0,0,0,0.284859154929577
