OBJECTID,YEAR,AMI,RACE,TENURE,AGE,TOTAL,BURDEN30,BURDEN3050,BURDEN50,NODATA,NOBURDEN,PERCENT30,PERCENT3050,PERCENT50,PERCENT_NODATA,PERCENT_NOBURDEN,INCOME,COSTS
3151,2012,50 - 80%,Hispanic,All,All,2687,1338,449,889,0,1349,0.497953107554894,0.167100855973204,0.33085225158169,0,0.502046892445106,53814.2687011537,1518.243
3152,2012,50 - 80%,Hispanic,All,Seniors,222,222,122,100,0,0,1,0.54954954954955,0.45045045045045,0,0,43174.7747747748,1985.766
3153,2012,50 - 80%,Hispanic,All,Children,725,142,88,54,0,583,0.195862068965517,0.121379310344828,0.0744827586206896,0,0.804137931034483,69234.2068965517,1419.897
3154,2012,50 - 80%,Hispanic,Owners,All,1063,986,197,789,0,77,0.927563499529633,0.185324553151458,0.742238946378175,0,0.0724365004703669,47493.8664158043,1974.087
3155,2012,50 - 80%,Hispanic,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3156,2012,50 - 80%,Hispanic,Owners,Children,219,142,88,54,0,77,0.648401826484018,0.401826484018265,0.246575342465753,0,0.351598173515982,53179.9086757991,1712.699
3157,2012,50 - 80%,Hispanic,Renters,All,1624,352,252,100,0,1272,0.216748768472906,0.155172413793103,0.061576354679803,0,0.783251231527094,57951.3300492611,1322.264
3158,2012,50 - 80%,Hispanic,Renters,Seniors,222,222,122,100,0,0,1,0.54954954954955,0.45045045045045,0,0,43174.7747747748,1985.766
3159,2012,50 - 80%,Hispanic,Renters,Children,506,0,0,0,0,506,0,0,0,0,1,76182.6086956522,1593.881
3160,2012,80 - 120%,All,All,All,55100,14451,11985,2466,0,40649,0.262268602540835,0.217513611615245,0.0447549909255898,0,0.737731397459165,70998.1280399274,1502.612
3161,2012,80 - 120%,All,All,Seniors,12267,2019,1571,448,0,10248,0.164587918806554,0.128067172087715,0.0365207467188392,0,0.835412081193446,69176.6951985,1225.352
3162,2012,80 - 120%,All,All,Children,10243,2916,2788,128,0,7327,0.284682222005272,0.272185883042078,0.0124963389631944,0,0.715317777994728,83582.1714341502,1668.274
3163,2012,80 - 120%,All,Owners,All,28465,10478,8478,2000,0,17987,0.368101176883892,0.297839451958546,0.0702617249253469,0,0.631898823116107,71978.5888283857,1645.982
3164,2012,80 - 120%,All,Owners,Seniors,9106,1521,1073,448,0,7585,0.167032725675379,0.117834394904459,0.0491983307709203,0,0.832967274324621,67295.1570393147,1159.163
3165,2012,80 - 120%,All,Owners,Children,5448,2236,2108,128,0,3212,0.410425844346549,0.386930983847283,0.0234948604992658,0,0.589574155653451,85370.8979441997,2023.388
3166,2012,80 - 120%,All,Renters,All,26635,3973,3507,466,0,22662,0.14916463300169,0.131668856767411,0.0174957762342782,0,0.850835366998311,69950.3031349728,1303.342
3167,2012,80 - 120%,All,Renters,Seniors,3161,498,498,0,0,2663,0.157545080670674,0.157545080670674,0,0,0.842454919329326,74596.9060423917,1370.252
3168,2012,80 - 120%,All,Renters,Children,4795,680,680,0,0,4115,0.141814389989572,0.141814389989572,0,0,0.858185610010427,81549.8498435871,1398.576
3169,2012,80 - 120%,White,All,All,43502,11434,9737,1697,0,32068,0.262838490184359,0.223828789480943,0.0390097007034159,0,0.737161509815641,70995.4886901752,1506.771
3170,2012,80 - 120%,White,All,Seniors,11186,1958,1510,448,0,9228,0.1750402288575,0.134990166279278,0.0400500625782228,0,0.8249597711425,68583.347040944,1177.627
3171,2012,80 - 120%,White,All,Children,7557,2631,2503,128,0,4926,0.348154029376737,0.331216091041419,0.0169379383353182,0,0.651845970623263,83573.0265978563,1925.292
3172,2012,80 - 120%,White,Owners,All,23027,8269,7038,1231,0,14758,0.359100186737308,0.30564120380423,0.0534589829330786,0,0.640899813262692,71819.898163026,1607.533
3173,2012,80 - 120%,White,Owners,Seniors,8718,1521,1073,448,0,7197,0.174466620784584,0.123078687772425,0.0513879330121587,0,0.825533379215416,67103.6017435192,1159.499
3174,2012,80 - 120%,White,Owners,Children,3943,1951,1823,128,0,1992,0.494800913010398,0.462338321075323,0.0324625919350748,0,0.505199086989602,85113.9365965001,2231.88
3175,2012,80 - 120%,White,Renters,All,20475,3165,2699,466,0,17310,0.154578754578755,0.131819291819292,0.0227594627594628,0,0.845421245421245,70068.324981685,1320.188
3176,2012,80 - 120%,White,Renters,Seniors,2468,437,437,0,0,2031,0.177066450567261,0.177066450567261,0,0,0.822933549432739,73810.4213938412,1337.064
3177,2012,80 - 120%,White,Renters,Children,3614,680,680,0,0,2934,0.188157166574433,0.188157166574433,0,0,0.811842833425567,81891.8400664084,1423.348
3178,2012,80 - 120%,Black,All,All,1656,0,0,0,0,1656,0,0,0,0,1,74747.88647343,1269.797
3179,2012,80 - 120%,Black,All,Seniors,472,0,0,0,0,472,0,0,0,0,1,82401.2711864407,1514.763
3180,2012,80 - 120%,Black,All,Children,246,0,0,0,0,246,0,0,0,0,1,80067.0731707317,1391.951
3181,2012,80 - 120%,Black,Owners,All,657,0,0,0,0,657,0,0,0,0,1,69973.5159817352,1252.549
3182,2012,80 - 120%,Black,Owners,Seniors,190,0,0,0,0,190,0,0,0,0,1,78989.4736842105,1367.474
3183,2012,80 - 120%,Black,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3184,2012,80 - 120%,Black,Renters,All,999,0,0,0,0,999,0,0,0,0,1,77887.7877877878,1188.844
3185,2012,80 - 120%,Black,Renters,Seniors,282,0,0,0,0,282,0,0,0,0,1,84700,1614
3186,2012,80 - 120%,Black,Renters,Children,246,0,0,0,0,246,0,0,0,0,1,80067.0731707317,1391.951
3187,2012,80 - 120%,Native,All,All,335,0,0,0,0,335,0,0,0,0,1,66138.7940298507,1160.6
3188,2012,80 - 120%,Native,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3189,2012,80 - 120%,Native,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3190,2012,80 - 120%,Native,Owners,All,139,0,0,0,0,139,0,0,0,0,1,77652.4892086331,1458.137
3191,2012,80 - 120%,Native,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3192,2012,80 - 120%,Native,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3193,2012,80 - 120%,Native,Renters,All,196,0,0,0,0,196,0,0,0,0,1,57973.4693877551,987.959
3194,2012,80 - 120%,Native,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3195,2012,80 - 120%,Native,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3196,2012,80 - 120%,Asian,All,All,5963,1792,1599,193,0,4171,0.300519872547375,0.268153613952708,0.0323662585946671,0,0.699480127452625,73240.8619822237,1455.935
3197,2012,80 - 120%,Asian,All,Seniors,322,61,61,0,0,261,0.18944099378882,0.18944099378882,0,0,0.81055900621118,73486.9565217391,1151.823
3198,2012,80 - 120%,Asian,All,Children,2002,285,285,0,0,1717,0.142357642357642,0.142357642357642,0,0,0.857642357642358,85790.9190809191,1369.703
3199,2012,80 - 120%,Asian,Owners,All,3214,1331,1138,193,0,1883,0.414125700062228,0.354075917859365,0.0600497822028625,0,0.585874299937772,76658.973242066,1665.279
3200,2012,80 - 120%,Asian,Owners,Seniors,83,0,0,0,0,83,0,0,0,0,1,83500,524
3201,2012,80 - 120%,Asian,Owners,Children,1376,285,285,0,0,1091,0.207122093023256,0.207122093023256,0,0,0.792877906976744,86839.6802325581,1513.266
3202,2012,80 - 120%,Asian,Renters,All,2749,461,461,0,0,2288,0.167697344488905,0.167697344488905,0,0,0.832302655511095,69244.5689341579,1321.833
3203,2012,80 - 120%,Asian,Renters,Seniors,239,61,61,0,0,178,0.255230125523013,0.255230125523013,0,0,0.744769874476987,70009.6234309623,1369.854
3204,2012,80 - 120%,Asian,Renters,Children,626,0,0,0,0,626,0,0,0,0,1,83485.6549520767,1318.843
3205,2012,80 - 120%,Pacific Islander,All,All,72,0,0,0,0,72,0,0,0,0,1,75200,1578
3206,2012,80 - 120%,Pacific Islander,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3207,2012,80 - 120%,Pacific Islander,All,Children,72,0,0,0,0,72,0,0,0,0,1,75200,1578
3208,2012,80 - 120%,Pacific Islander,Owners,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3209,2012,80 - 120%,Pacific Islander,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3210,2012,80 - 120%,Pacific Islander,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3211,2012,80 - 120%,Pacific Islander,Renters,All,72,0,0,0,0,72,0,0,0,0,1,75200,1578
3212,2012,80 - 120%,Pacific Islander,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3213,2012,80 - 120%,Pacific Islander,Renters,Children,72,0,0,0,0,72,0,0,0,0,1,75200,1578
3214,2012,80 - 120%,Other,All,All,219,0,0,0,0,219,0,0,0,0,1,63789.9543378995,1359.041
3215,2012,80 - 120%,Other,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3216,2012,80 - 120%,Other,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3217,2012,80 - 120%,Other,Owners,All,219,0,0,0,0,219,0,0,0,0,1,63789.9543378995,1359.041
3218,2012,80 - 120%,Other,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3219,2012,80 - 120%,Other,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3220,2012,80 - 120%,Other,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3221,2012,80 - 120%,Other,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3222,2012,80 - 120%,Other,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3223,2012,80 - 120%,Multi,All,All,1279,469,227,242,0,810,0.366692728694292,0.177482408131353,0.18921032056294,0,0.633307271305708,63984.9100860047,1629.228
3224,2012,80 - 120%,Multi,All,Seniors,97,0,0,0,0,97,0,0,0,0,1,77000,1300
3225,2012,80 - 120%,Multi,All,Children,119,0,0,0,0,119,0,0,0,0,1,79705.8823529412,1000.353
3226,2012,80 - 120%,Multi,Owners,All,449,386,144,242,0,63,0.859688195991091,0.320712694877506,0.538975501113586,0,0.140311804008909,60971.0467706013,2416.673
3227,2012,80 - 120%,Multi,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3228,2012,80 - 120%,Multi,Owners,Children,63,0,0,0,0,63,0,0,0,0,1,75000,654
3229,2012,80 - 120%,Multi,Renters,All,830,83,83,0,0,747,0.1,0.1,0,0,0.9,65615.3012048193,1081.207
3230,2012,80 - 120%,Multi,Renters,Seniors,97,0,0,0,0,97,0,0,0,0,1,77000,1300
3231,2012,80 - 120%,Multi,Renters,Children,56,0,0,0,0,56,0,0,0,0,1,85000,1390
3232,2012,80 - 120%,Hispanic,All,All,2074,756,422,334,0,1318,0.364513018322083,0.203471552555448,0.161041465766635,0,0.635486981677917,67336.4271938283,1832.62
3233,2012,80 - 120%,Hispanic,All,Seniors,190,0,0,0,0,190,0,0,0,0,1,59957.8947368421,1401.947
3234,2012,80 - 120%,Hispanic,All,Children,247,0,0,0,0,247,0,0,0,0,1,73771.2550607287,1224.211
3235,2012,80 - 120%,Hispanic,Owners,All,760,492,158,334,0,268,0.647368421052632,0.207894736842105,0.439473684210526,0,0.352631578947368,66551.9736842105,2731.163
3236,2012,80 - 120%,Hispanic,Owners,Seniors,115,0,0,0,0,115,0,0,0,0,1,50800,1248
3237,2012,80 - 120%,Hispanic,Owners,Children,66,0,0,0,0,66,0,0,0,0,1,80000,1510
3238,2012,80 - 120%,Hispanic,Renters,All,1314,264,264,0,0,1050,0.200913242009132,0.200913242009132,0,0,0.799086757990868,67790.1445966514,1261.527
3239,2012,80 - 120%,Hispanic,Renters,Seniors,75,0,0,0,0,75,0,0,0,0,1,74000,1638
3240,2012,80 - 120%,Hispanic,Renters,Children,181,0,0,0,0,181,0,0,0,0,1,71500,1120
3241,2012,Above 120%,All,All,All,102916,7699,7259,440,0,95217,0.0748085817559952,0.0705332504178165,0.00427533133817871,0,0.925191418244005,172870.831581095,2184.091
3242,2012,Above 120%,All,All,Seniors,16187,1985,1707,278,0,14202,0.122629270402175,0.105454994748873,0.017174275653302,0,0.877370729597825,157475.641687774,2033.109
3243,2012,Above 120%,All,All,Children,27514,1884,1817,67,0,25630,0.0684742313004289,0.066039107363524,0.00243512393690485,0,0.931525768699571,201435.776986262,2643.687
3244,2012,Above 120%,All,Owners,All,69096,6333,6039,294,0,62763,0.091655088572421,0.0874001389371309,0.00425494963529003,0,0.908344911427579,189884.146607618,2392.366
3245,2012,Above 120%,All,Owners,Seniors,11934,1261,1129,132,0,10673,0.105664488017429,0.0946036534271828,0.0110608345902464,0,0.894335511982571,165687.435897436,1929.326
3246,2012,Above 120%,All,Owners,Children,22090,1800,1733,67,0,20290,0.0814848347668628,0.0784517881394296,0.00303304662743323,0,0.918515165233137,211332.893979176,2855.881
3247,2012,Above 120%,All,Renters,All,33820,1366,1220,146,0,32454,0.0403903015966883,0.036073329390893,0.00431697220579539,0,0.959609698403312,138111.75366647,1683.502
3248,2012,Above 120%,All,Renters,Seniors,4253,724,578,146,0,3529,0.170232776863391,0.135904067716906,0.0343287091464848,0,0.829767223136609,134433.1888079,2002.48
3249,2012,Above 120%,All,Renters,Children,5424,84,84,0,0,5340,0.0154867256637168,0.0154867256637168,0,0,0.984513274336283,161128.381268437,1781.708
3250,2012,Above 120%,White,All,All,80337,6621,6181,440,0,73716,0.0824153254415774,0.0769383970026264,0.00547692843895092,0,0.917584674558423,173983.4824925,2180.199
3251,2012,Above 120%,White,All,Seniors,13404,1657,1379,278,0,11747,0.123619814980603,0.102879737391823,0.0207400775887795,0,0.876380185019397,161150.25828111,1947.598
3252,2012,Above 120%,White,All,Children,21447,1676,1609,67,0,19771,0.0781461276635427,0.0750221476197137,0.00312398004382897,0,0.921853872336457,206948.90884506,2746.296
3253,2012,Above 120%,White,Owners,All,54940,5360,5066,294,0,49580,0.0975609756097561,0.0922096832908628,0.00535129231889334,0,0.902439024390244,188693.747979614,2416.197
3254,2012,Above 120%,White,Owners,Seniors,9824,1038,906,132,0,8786,0.105659609120521,0.0922231270358306,0.0134364820846906,0,0.894340390879479,170188.335708469,1961.192
3255,2012,Above 120%,White,Owners,Children,17435,1592,1525,67,0,15843,0.0913105821623172,0.0874677373100086,0.00384284485230857,0,0.908689417837683,214547.034585604,2902.617
3256,2012,Above 120%,White,Renters,All,25397,1261,1115,146,0,24136,0.0496515336457062,0.0439028231680907,0.00574871047761547,0,0.950348466354294,142161.535575068,1734.109
3257,2012,Above 120%,White,Renters,Seniors,3580,619,473,146,0,2961,0.172905027932961,0.132122905027933,0.0407821229050279,0,0.827094972067039,136348.562011173,2024.439
3258,2012,Above 120%,White,Renters,Children,4012,84,84,0,0,3928,0.0209371884346959,0.0209371884346959,0,0,0.979062811565304,173929.636091725,1916.382
3259,2012,Above 120%,Black,All,All,3862,263,263,0,0,3599,0.0680994303469705,0.0680994303469705,0,0,0.931900569653029,142317.757638529,2379.853
3260,2012,Above 120%,Black,All,Seniors,319,130,130,0,0,189,0.407523510971787,0.407523510971787,0,0,0.592476489028213,142434.357366771,2313.771
3261,2012,Above 120%,Black,All,Children,892,133,133,0,0,759,0.149103139013453,0.149103139013453,0,0,0.850896860986547,198782.825112108,2951.464
3262,2012,Above 120%,Black,Owners,All,2663,263,263,0,0,2400,0.0987607960946301,0.0987607960946301,0,0,0.90123920390537,157707.014645137,2339.872
3263,2012,Above 120%,Black,Owners,Seniors,214,130,130,0,0,84,0.607476635514019,0.607476635514019,0,0,0.392523364485981,135778.317757009,2395.598
3264,2012,Above 120%,Black,Owners,Children,730,133,133,0,0,597,0.182191780821918,0.182191780821918,0,0,0.817808219178082,205468.876712329,3218.184
3265,2012,Above 120%,Black,Renters,All,1199,0,0,0,0,1199,0,0,0,0,1,108137.948290242,1468.205
3266,2012,Above 120%,Black,Renters,Seniors,105,0,0,0,0,105,0,0,0,0,1,156000,2147
3267,2012,Above 120%,Black,Renters,Children,162,0,0,0,0,162,0,0,0,0,1,168654.320987654,1749.58
3268,2012,Above 120%,Native,All,All,162,0,0,0,0,162,0,0,0,0,1,226698.271604938,2509.235
3269,2012,Above 120%,Native,All,Seniors,92,0,0,0,0,92,0,0,0,0,1,259110,3513
3270,2012,Above 120%,Native,All,Children,70,0,0,0,0,70,0,0,0,0,1,184100,1190
3271,2012,Above 120%,Native,Owners,All,162,0,0,0,0,162,0,0,0,0,1,226698.271604938,2509.235
3272,2012,Above 120%,Native,Owners,Seniors,92,0,0,0,0,92,0,0,0,0,1,259110,3513
3273,2012,Above 120%,Native,Owners,Children,70,0,0,0,0,70,0,0,0,0,1,184100,1190
3274,2012,Above 120%,Native,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3275,2012,Above 120%,Native,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3276,2012,Above 120%,Native,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3277,2012,Above 120%,Asian,All,All,12382,328,328,0,0,12054,0.0264900662251656,0.0264900662251656,0,0,0.973509933774834,180233.144080116,2024.282
3278,2012,Above 120%,Asian,All,Seniors,1661,198,198,0,0,1463,0.119205298013245,0.119205298013245,0,0,0.880794701986755,140527.254665864,1892.58
3279,2012,Above 120%,Asian,All,Children,3179,0,0,0,0,3179,0,0,0,0,1,211887.165775401,2576.663
3280,2012,Above 120%,Asian,Owners,All,8157,223,223,0,0,7934,0.0273384822851539,0.0273384822851539,0,0,0.972661517714846,212722.84418291,2250.364
3281,2012,Above 120%,Asian,Owners,Seniors,1276,93,93,0,0,1183,0.072884012539185,0.072884012539185,0,0,0.927115987460815,149352.014106583,1777.676
3282,2012,Above 120%,Asian,Owners,Children,3095,0,0,0,0,3095,0,0,0,0,1,214923.844911147,2627.054
3283,2012,Above 120%,Asian,Renters,All,4225,105,105,0,0,4120,0.0248520710059172,0.0248520710059172,0,0,0.975147928994083,117506.875739645,1542.101
3284,2012,Above 120%,Asian,Renters,Seniors,385,105,105,0,0,280,0.272727272727273,0.272727272727273,0,0,0.727272727272727,111279.480519481,2273.403
3285,2012,Above 120%,Asian,Renters,Children,84,0,0,0,0,84,0,0,0,0,1,1e+05,720
3286,2012,Above 120%,Pacific Islander,All,All,70,0,0,0,0,70,0,0,0,0,1,179600,564
3287,2012,Above 120%,Pacific Islander,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3288,2012,Above 120%,Pacific Islander,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3289,2012,Above 120%,Pacific Islander,Owners,All,70,0,0,0,0,70,0,0,0,0,1,179600,564
3290,2012,Above 120%,Pacific Islander,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3291,2012,Above 120%,Pacific Islander,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3292,2012,Above 120%,Pacific Islander,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3293,2012,Above 120%,Pacific Islander,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3294,2012,Above 120%,Pacific Islander,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3295,2012,Above 120%,Other,All,All,167,0,0,0,0,167,0,0,0,0,1,90359.880239521,1103.701
3296,2012,Above 120%,Other,All,Seniors,42,0,0,0,0,42,0,0,0,0,1,107800,2454
3297,2012,Above 120%,Other,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3298,2012,Above 120%,Other,Owners,All,167,0,0,0,0,167,0,0,0,0,1,90359.880239521,1103.701
3299,2012,Above 120%,Other,Owners,Seniors,42,0,0,0,0,42,0,0,0,0,1,107800,2454
3300,2012,Above 120%,Other,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3301,2012,Above 120%,Other,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3302,2012,Above 120%,Other,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3303,2012,Above 120%,Other,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3304,2012,Above 120%,Multi,All,All,2302,136,136,0,0,2166,0.0590790616854909,0.0590790616854909,0,0,0.940920938314509,191185.942658558,2194.891
3305,2012,Above 120%,Multi,All,Seniors,105,0,0,0,0,105,0,0,0,0,1,107300,1689
3306,2012,Above 120%,Multi,All,Children,1047,75,75,0,0,972,0.0716332378223496,0.0716332378223496,0,0,0.92836676217765,109746.991404011,1718.068
3307,2012,Above 120%,Multi,Owners,All,1254,136,136,0,0,1118,0.108452950558214,0.108452950558214,0,0,0.891547049441786,238679.776714514,2873.658
3308,2012,Above 120%,Multi,Owners,Seniors,105,0,0,0,0,105,0,0,0,0,1,107300,1689
3309,2012,Above 120%,Multi,Owners,Children,337,75,75,0,0,262,0.222551928783383,0.222551928783383,0,0,0.777448071216617,125464.391691395,2845.086
3310,2012,Above 120%,Multi,Renters,All,1048,0,0,0,0,1048,0,0,0,0,1,134356.488549618,1484.149
3311,2012,Above 120%,Multi,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3312,2012,Above 120%,Multi,Renters,Children,710,0,0,0,0,710,0,0,0,0,1,102286.76056338,1183.131
3313,2012,Above 120%,Hispanic,All,All,3634,351,351,0,0,3283,0.0965877820583379,0.0965877820583379,0,0,0.903412217941662,145318.723170061,1817.747
3314,2012,Above 120%,Hispanic,All,Seniors,564,0,0,0,0,564,0,0,0,0,1,125027.659574468,960.282
3315,2012,Above 120%,Hispanic,All,Children,879,0,0,0,0,879,0,0,0,0,1,142406.188850967,2253.76
3316,2012,Above 120%,Hispanic,Owners,All,1683,351,351,0,0,1332,0.20855614973262,0.20855614973262,0,0,0.79144385026738,139367.082590612,2219.787
3317,2012,Above 120%,Hispanic,Owners,Seniors,381,0,0,0,0,381,0,0,0,0,1,121054.330708661,979.63
3318,2012,Above 120%,Hispanic,Owners,Children,423,0,0,0,0,423,0,0,0,0,1,135617.021276596,2262.83
3319,2012,Above 120%,Hispanic,Renters,All,1951,0,0,0,0,1951,0,0,0,0,1,150452.813941568,1570.342
3320,2012,Above 120%,Hispanic,Renters,Seniors,183,0,0,0,0,183,0,0,0,0,1,133300,920
3321,2012,Above 120%,Hispanic,Renters,Children,456,0,0,0,0,456,0,0,0,0,1,148704.035087719,1735.803
3322,2012,All,All,All,All,289754,110396,60440,49956,3393,175965,0.380999054370259,0.2085907355895,0.172408318780759,0.0117099332537256,0.607291012376016,88238.6754108658,1541.639
3323,2012,All,All,All,Seniors,59419,23616,12333,11283,412,35391,0.397448627543378,0.207559871421599,0.189888756121779,0.00693380905097696,0.595617563405645,70310.2317440549,1272.586
3324,2012,All,All,All,Children,66134,22917,12937,9980,394,42823,0.346523724559228,0.195617987721898,0.15090573683733,0.00595760123385853,0.647518674206913,112119.311700487,1953.538
3325,2012,All,All,Owners,All,132824,40162,22962,17200,896,91766,0.30237005360477,0.172875383966753,0.129494669638017,0.00674576883695718,0.690884177558273,123472.292529964,1982.919
3326,2012,All,All,Owners,Seniors,33838,10916,5859,5057,270,22652,0.322595898102725,0.173148531237071,0.149447366865654,0.00797919498788345,0.669424906909392,87857.0352266682,1438.532
3327,2012,All,All,Owners,Children,33977,8651,5840,2811,0,25326,0.254613414957177,0.171880978308856,0.0827324366483209,0,0.745386585042823,159619.881978986,2521.525
3328,2012,All,All,Renters,All,156930,70234,37478,32756,2497,84199,0.44754986299624,0.238819855986746,0.208730007009495,0.0159115529216848,0.536538584082075,58417.2903332696,1163.221
3329,2012,All,All,Renters,Seniors,25581,12700,6474,6226,142,12739,0.496462218052461,0.253078456667058,0.243383761385403,0.00555099487901177,0.497986787068527,47099.6951643798,1071.989
3330,2012,All,All,Renters,Children,32157,14266,7097,7169,394,17497,0.443635911310135,0.220698448238331,0.222937463071804,0.0122523867276176,0.544111701962248,61930.3364741736,1200.319
3331,2012,All,White,All,All,209168,74266,43005,31261,1931,132971,0.35505431041077,0.205600283026084,0.149454027384686,0.00923181366174558,0.635713875927484,93698.3085988297,1589.848
3332,2012,All,White,All,Seniors,46690,17730,9396,8334,340,28620,0.379738702077533,0.201242236024845,0.178496466052688,0.00728207324908974,0.612979224673378,74821.722424502,1363.111
3333,2012,All,White,All,Children,42614,12974,8679,4295,0,29640,0.304453935326419,0.203665462054724,0.100788473271695,0,0.695546064673581,131225.456422772,2144.402
3334,2012,All,White,Owners,All,101040,28783,18288,10495,685,71572,0.28486737925574,0.180997624703088,0.103869754552652,0.00677949326999208,0.708353127474268,126558.134867379,1982.844
3335,2012,All,White,Owners,Seniors,28305,8923,4986,3937,270,19112,0.315244656421127,0.176152623211447,0.13909203320968,0.0095389507154213,0.675216392863452,89486.7669316375,1426.804
3336,2012,All,White,Owners,Children,24650,5952,4586,1366,0,18698,0.241460446247465,0.18604462474645,0.0554158215010142,0,0.758539553752535,171407.117241379,2650.181
3337,2012,All,White,Renters,All,108128,45483,24717,20766,1246,61399,0.4206403521752,0.228590189405149,0.19205016277005,0.0115233796981355,0.567836268126665,62992.5076390944,1203.371
3338,2012,All,White,Renters,Seniors,18385,8807,4410,4397,70,9508,0.479031819418004,0.239869458797933,0.239162360620071,0.00380745172695132,0.517160728855045,52243.8554256187,1134.097
3339,2012,All,White,Renters,Children,17964,7022,4093,2929,0,10942,0.390892896904921,0.227844578044979,0.163048318859942,0,0.609107103095079,76088.6305945224,1314.677
3340,2012,All,Black,All,All,20712,11088,5384,5704,148,9476,0.535341830822711,0.259945925067594,0.275395905755118,0.00714561606797991,0.457512553109309,51254.5722286597,1240.246
3341,2012,All,Black,All,Seniors,4033,2812,1544,1268,72,1149,0.697247706422018,0.382841557153484,0.314406149268535,0.0178527151004215,0.28489957847756,36939.1420778577,1183.863
3342,2012,All,Black,All,Children,7257,4423,2045,2378,76,2758,0.609480501584677,0.281796885765468,0.327683615819209,0.0104726470993523,0.380046851315971,50178.069450186,1120.722
3343,2012,All,Black,Owners,All,5876,1802,928,874,0,4074,0.306671204901293,0.157930565010211,0.148740639891082,0,0.693328795098707,96215.8253914227,1826.045
3344,2012,All,Black,Owners,Seniors,1196,796,346,450,0,400,0.665551839464883,0.289297658862876,0.376254180602007,0,0.334448160535117,56510.9197324415,1643.712
3345,2012,All,Black,Owners,Children,1618,582,582,0,0,1036,0.359703337453646,0.359703337453646,0,0,0.640296662546354,116706.637824475,2150.4
3346,2012,All,Black,Renters,All,14836,9286,4456,4830,148,5402,0.625909948773254,0.300350498786735,0.325559449986519,0.00997573469937989,0.364114316527366,33447.0551361553,891.925
3347,2012,All,Black,Renters,Seniors,2837,2016,1198,818,72,749,0.710609799083539,0.422277053225238,0.288332745858301,0.0253789213958407,0.26401127952062,28688.2270003525,876.677
3348,2012,All,Black,Renters,Children,5639,3841,1463,2378,76,1722,0.681149139918425,0.259443163681504,0.421705976236921,0.0134775669444937,0.305373293137081,31089.0069161199,947.947
3349,2012,All,Native,All,All,2024,1404,800,604,0,620,0.693675889328063,0.395256916996047,0.298418972332016,0,0.306324110671937,48803.8962450593,1286.221
