OBJECTID,YEAR,AMI,RACE,TENURE,AGE,TOTAL,BURDEN30,BURDEN3050,BURDEN50,NODATA,NOBURDEN,PERCENT30,PERCENT3050,PERCENT50,PERCENT_NODATA,PERCENT_NOBURDEN,INCOME,COSTS
292,2006,80 - 120%,Pacific Islander,Owners,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
293,2006,80 - 120%,Pacific Islander,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
294,2006,80 - 120%,Pacific Islander,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
295,2006,80 - 120%,Pacific Islander,Renters,All,64,0,0,0,0,64,0,0,0,0,1,60000,843
296,2006,80 - 120%,Pacific Islander,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
297,2006,80 - 120%,Pacific Islander,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
298,2006,80 - 120%,Other,All,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
299,2006,80 - 120%,Other,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
300,2006,80 - 120%,Other,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
301,2006,80 - 120%,Other,Owners,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
302,2006,80 - 120%,Other,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
303,2006,80 - 120%,Other,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
304,2006,80 - 120%,Other,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
305,2006,80 - 120%,Other,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
306,2006,80 - 120%,Other,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
307,2006,80 - 120%,Multi,All,All,937,493,78,415,0,444,0.526147278548559,0.0832443970117396,0.44290288153682,0,0.473852721451441,56675.560298826,1657.39
308,2006,80 - 120%,Multi,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
309,2006,80 - 120%,Multi,All,Children,120,0,0,0,0,120,0,0,0,0,1,79200,1250
310,2006,80 - 120%,Multi,Owners,All,493,493,78,415,0,0,1,0.158215010141988,0.841784989858012,0,0,48957.4036511156,2232.604
311,2006,80 - 120%,Multi,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
312,2006,80 - 120%,Multi,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
313,2006,80 - 120%,Multi,Renters,All,444,0,0,0,0,444,0,0,0,0,1,65245.4954954955,913.793
314,2006,80 - 120%,Multi,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
315,2006,80 - 120%,Multi,Renters,Children,120,0,0,0,0,120,0,0,0,0,1,79200,1250
316,2006,80 - 120%,Hispanic,All,All,2353,385,137,248,0,1968,0.163620909477263,0.0582235444113897,0.105397365065873,0,0.836379090522737,64499.7195070123,1288.74
317,2006,80 - 120%,Hispanic,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
318,2006,80 - 120%,Hispanic,All,Children,779,157,49,108,0,622,0.201540436456996,0.0629011553273428,0.138639281129653,0,0.798459563543004,72370.2182284981,1896.395
319,2006,80 - 120%,Hispanic,Owners,All,587,385,137,248,0,202,0.65587734241908,0.233390119250426,0.422487223168654,0,0.34412265758092,66104.5996592845,2062.923
320,2006,80 - 120%,Hispanic,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
321,2006,80 - 120%,Hispanic,Owners,Children,359,157,49,108,0,202,0.437325905292479,0.136490250696379,0.3008356545961,0,0.562674094707521,70872.9805013928,1914.407
322,2006,80 - 120%,Hispanic,Renters,All,1766,0,0,0,0,1766,0,0,0,0,1,63966.2740656852,919.955
323,2006,80 - 120%,Hispanic,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
324,2006,80 - 120%,Hispanic,Renters,Children,420,0,0,0,0,420,0,0,0,0,1,73650,1239.5
325,2006,Above 120%,All,All,All,101320,13248,12070,1178,0,88072,0.130754046585077,0.119127516778523,0.0116265298065535,0,0.869245953414923,146196.401332412,2075.766
326,2006,Above 120%,All,All,Seniors,11319,779,690,89,0,10540,0.0688223341284566,0.0609594487145508,0.00786288541390582,0,0.931177665871543,153420.642371234,1647.018
327,2006,Above 120%,All,All,Children,26730,4492,4149,343,0,22238,0.16805087916199,0.155218855218855,0.0128320239431351,0,0.83194912083801,165794.88664422,2577.831
328,2006,Above 120%,All,Owners,All,77356,12498,11320,1178,0,64858,0.161564713790785,0.146336418635917,0.0152282951548684,0,0.838435286209215,154385.302458762,2292.4
329,2006,Above 120%,All,Owners,Seniors,9724,699,610,89,0,9025,0.0718839983545866,0.062731386260798,0.00915261209378856,0,0.928116001645413,157168.66834636,1713.32
330,2006,Above 120%,All,Owners,Children,23607,4380,4037,343,0,19227,0.185538187825645,0.171008599144322,0.0145295886813233,0,0.814461812174355,171027.577413479,2711.489
331,2006,Above 120%,All,Renters,All,23964,750,750,0,0,23214,0.0312969454181272,0.0312969454181272,0,0,0.968703054581873,119762.557419463,1341.093
332,2006,Above 120%,All,Renters,Seniors,1595,80,80,0,0,1515,0.0501567398119122,0.0501567398119122,0,0,0.949843260188088,130570.60815047,1529.172
333,2006,Above 120%,All,Renters,Children,3123,112,112,0,0,3011,0.0358629522894653,0.0358629522894653,0,0,0.964137047710535,126240.569964777,1543.603
334,2006,Above 120%,White,All,All,84247,9892,9413,479,0,74355,0.117416643916104,0.11173098151863,0.00568566239747409,0,0.882583356083896,148820.378209313,2067.261
335,2006,Above 120%,White,All,Seniors,9505,521,521,0,0,8984,0.0548132561809574,0.0548132561809574,0,0,0.945186743819043,159158.805996844,1773.206
336,2006,Above 120%,White,All,Children,21470,2667,2482,185,0,18803,0.124219841639497,0.115603167210061,0.00861667442943642,0,0.875780158360503,171168.045645086,2546.342
337,2006,Above 120%,White,Owners,All,64826,9142,8663,479,0,55684,0.141023663344954,0.13363465276278,0.00738901058217382,0,0.858976336655046,156709.91865918,2260.262
338,2006,Above 120%,White,Owners,Seniors,8169,441,441,0,0,7728,0.0539845758354756,0.0539845758354756,0,0,0.946015424164524,162545.321459175,1725.202
339,2006,Above 120%,White,Owners,Children,19125,2555,2370,185,0,16570,0.13359477124183,0.123921568627451,0.00967320261437908,0,0.86640522875817,176119.066143791,2664.625
340,2006,Above 120%,White,Renters,All,19421,750,750,0,0,18671,0.0386179908346635,0.0386179908346635,0,0,0.961382009165336,122485.619484064,1387.45
341,2006,Above 120%,White,Renters,Seniors,1336,80,80,0,0,1256,0.0598802395209581,0.0598802395209581,0,0,0.940119760479042,138451.886227545,1667.996
342,2006,Above 120%,White,Renters,Children,2345,112,112,0,0,2233,0.0477611940298507,0.0477611940298507,0,0,0.952238805970149,130789.253731343,1715.998
343,2006,Above 120%,Black,All,All,3319,482,412,70,0,2837,0.145224465200362,0.124133775233504,0.0210906899668575,0,0.854775534799638,130864.188008436,1878.309
344,2006,Above 120%,Black,All,Seniors,457,99,99,0,0,358,0.216630196936543,0.216630196936543,0,0,0.783369803063457,101463.282275711,2042.427
345,2006,Above 120%,Black,All,Children,1144,70,0,70,0,1074,0.0611888111888112,0,0.0611888111888112,0,0.938811188811189,178986.276223776,1762.298
346,2006,Above 120%,Black,Owners,All,2250,482,412,70,0,1768,0.214222222222222,0.183111111111111,0.0311111111111111,0,0.785777777777778,146279.528888889,2158.054
347,2006,Above 120%,Black,Owners,Seniors,457,99,99,0,0,358,0.216630196936543,0.216630196936543,0,0,0.783369803063457,101463.282275711,2042.427
348,2006,Above 120%,Black,Owners,Children,861,70,0,70,0,791,0.0813008130081301,0,0.0813008130081301,0,0.91869918699187,201030.197444832,2145.046
349,2006,Above 120%,Black,Renters,All,1069,0,0,0,0,1069,0,0,0,0,1,98418.4284377923,1437.753
350,2006,Above 120%,Black,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
351,2006,Above 120%,Black,Renters,Children,283,0,0,0,0,283,0,0,0,0,1,111919.787985866,1065.314
352,2006,Above 120%,Native,All,All,380,117,117,0,0,263,0.307894736842105,0.307894736842105,0,0,0.692105263157895,78826.0526315789,1293.816
353,2006,Above 120%,Native,All,Seniors,64,0,0,0,0,64,0,0,0,0,1,74400,1460
354,2006,Above 120%,Native,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
355,2006,Above 120%,Native,Owners,All,298,117,117,0,0,181,0.39261744966443,0.39261744966443,0,0,0.60738255033557,80731.8791946309,1462.718
356,2006,Above 120%,Native,Owners,Seniors,64,0,0,0,0,64,0,0,0,0,1,74400,1460
357,2006,Above 120%,Native,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
358,2006,Above 120%,Native,Renters,All,82,0,0,0,0,82,0,0,0,0,1,71900,680
359,2006,Above 120%,Native,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
360,2006,Above 120%,Native,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
361,2006,Above 120%,Asian,All,All,8671,2166,1659,507,0,6505,0.24979817783416,0.191327413216469,0.0584707646176912,0,0.75020182216584,137732.68596471,2252.048
362,2006,Above 120%,Asian,All,Seniors,1293,159,70,89,0,1134,0.122969837587007,0.0541376643464811,0.0688321732405259,0,0.877030162412993,133513.905645785,1353.824
363,2006,Above 120%,Asian,All,Children,2501,1438,1350,88,0,1063,0.574970011995202,0.539784086365454,0.0351859256297481,0,0.425029988004798,148975.477808876,3438.276
364,2006,Above 120%,Asian,Owners,All,6896,2166,1659,507,0,4730,0.314095127610209,0.240574245939675,0.0735208816705336,0,0.685904872389791,140658.861658933,2582.481
365,2006,Above 120%,Asian,Owners,Seniors,1034,159,70,89,0,875,0.153771760154739,0.0676982591876209,0.086073500967118,0,0.846228239845261,144434.313346228,1489.67
366,2006,Above 120%,Asian,Owners,Children,2501,1438,1350,88,0,1063,0.574970011995202,0.539784086365454,0.0351859256297481,0,0.425029988004798,148975.477808876,3438.276
367,2006,Above 120%,Asian,Renters,All,1775,0,0,0,0,1775,0,0,0,0,1,126364.287323944,933.56
368,2006,Above 120%,Asian,Renters,Seniors,259,0,0,0,0,259,0,0,0,0,1,89916.6023166023,813.073
369,2006,Above 120%,Asian,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
370,2006,Above 120%,Pacific Islander,All,All,628,0,0,0,0,628,0,0,0,0,1,211952.707006369,1541.207
371,2006,Above 120%,Pacific Islander,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
372,2006,Above 120%,Pacific Islander,All,Children,97,0,0,0,0,97,0,0,0,0,1,98000,2199
373,2006,Above 120%,Pacific Islander,Owners,All,514,0,0,0,0,514,0,0,0,0,1,242327.431906615,1579.179
374,2006,Above 120%,Pacific Islander,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
375,2006,Above 120%,Pacific Islander,Owners,Children,97,0,0,0,0,97,0,0,0,0,1,98000,2199
376,2006,Above 120%,Pacific Islander,Renters,All,114,0,0,0,0,114,0,0,0,0,1,75000,1370
377,2006,Above 120%,Pacific Islander,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
378,2006,Above 120%,Pacific Islander,Renters,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
379,2006,Above 120%,Other,All,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
380,2006,Above 120%,Other,All,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
381,2006,Above 120%,Other,All,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
382,2006,Above 120%,Other,Owners,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
383,2006,Above 120%,Other,Owners,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
384,2006,Above 120%,Other,Owners,Children,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
385,2006,Above 120%,Other,Renters,All,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
386,2006,Above 120%,Other,Renters,Seniors,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
