,OBJECTID,SUBTYPECD,HEIGHT,ASSET_ID,HasStreetlight,Field,geometry
12913,12914,1,40,1318575,Yes,,POINT (-122.32690701523 47.6144675423496)
12914,12915,1,50,1318574,Yes,,POINT (-122.326899619567 47.6148608007715)
12915,12916,1,60,1315108,Yes,,POINT (-122.327825114807 47.6147251012992)
12916,12917,1,65,1315402,Yes,,POINT (-122.327834737893 47.6143081280178)
12917,12918,1,60,1315416,Yes,,POINT (-122.327838343856 47.6141083424596)
12918,12919,1,40,1318651,Yes,,POINT (-122.328504823134 47.6146323386384)
12919,12920,1,35,1315114,Yes,,POINT (-122.328068905682 47.6139244585832)
12920,12921,1,40,1315418,Yes,,POINT (-122.327784650537 47.6138039122033)
12921,12922,1,40,1315111,Yes,,POINT (-122.327610877047 47.61391238068)
12922,12923,1,40,1315419,Yes,,POINT (-122.327401717343 47.6139877562121)
12924,12925,1,35,1314320,Yes,,POINT (-122.326241919826 47.6140140262902)
12925,12926,1,50,1315115,Yes,,POINT (-122.325443015633 47.6139834485523)
12926,12927,1,40,1315122,Yes,,POINT (-122.324024924718 47.614020976331)
12927,12928,1,50,1314156,Yes,,POINT (-122.324383960228 47.6139602220758)
12928,12929,1,50,1314157,Yes,,POINT (-122.324380189765 47.6137471112882)
12930,12931,1,50,1314461,Yes,,POINT (-122.323912401294 47.6130273107857)
12990,12991,1,50,1302507,Yes,,POINT (-122.325423705519 47.6219462772687)
13392,13393,1,35,1302742,Yes,,POINT (-122.32964813814 47.6194331947866)
13401,13402,1,35,1302743,Yes,,POINT (-122.329903890851 47.6192318907351)
13402,13403,1,30,1302744,Yes,,POINT (-122.330165539582 47.619024654991)
13403,13404,1,35,1302733,Yes,,POINT (-122.329583556889 47.6192564143778)
13405,13406,1,35,1302735,Yes,,POINT (-122.330381010882 47.6186373703493)
13406,13407,1,35,1302635,Yes,,POINT (-122.329872991824 47.6185832445854)
13407,13408,1,35,1302736,Yes,,POINT (-122.330460584318 47.6185367564211)
13408,13409,1,35,1302737,Yes,,POINT (-122.330136398522 47.6184950458531)
13409,13410,1,34,1312888,Yes,,POINT (-122.328951191077 47.6185900497069)
13410,13411,1,34,1312887,Yes,,POINT (-122.329012827746 47.6188899357789)
13411,13412,1,35,1302639,Yes,,POINT (-122.328088403709 47.6185551843489)
13433,13434,1,65,1308029,Yes,,POINT (-122.318804757778 47.6062679231226)
13454,13455,1,40,1310958,Yes,,POINT (-122.327581168762 47.5962586362373)
13480,13481,1,35,1310964,Yes,,POINT (-122.327776485169 47.5963407995953)
13532,13533,1,60,1302058,Yes,,POINT (-122.323581096714 47.6242394570443)
13536,13537,1,60,1302057,Yes,,POINT (-122.324112858346 47.624251011706)
13537,13538,1,55,1301253,Yes,,POINT (-122.324714722408 47.624248248451)
13540,13541,1,55,1302061,Yes,,POINT (-122.325233231985 47.6242446086734)
13541,13542,1,55,1302052,Yes,,POINT (-122.32523398309 47.6239050186029)
13545,13546,1,55,1302506,Yes,,POINT (-122.325879471811 47.6219463890862)
13549,13550,1,60,1302536,Yes,,POINT (-122.326495933284 47.6212353451734)
13553,13554,1,30,1302501,Yes,,POINT (-122.327762602982 47.6219082476797)
13554,13555,1,50,1302546,Yes,,POINT (-122.327816749184 47.6216282331644)
13555,13556,1,30,1302545,Yes,,POINT (-122.327816648656 47.6212356740886)
13557,13558,1,50,1302541,Yes,,POINT (-122.327812602964 47.6207864270045)
13558,13559,1,50,1302543,Yes,,POINT (-122.327819030851 47.6202513767854)
13559,13560,1,35,1302544,Yes,,POINT (-122.327814571149 47.6199320222686)
13560,13561,1,55,1302540,Yes,,POINT (-122.327297912335 47.6207947495441)
13561,13562,1,55,1301104,Yes,,POINT (-122.326657870932 47.6202573106484)
13563,13564,1,50,1302720,Yes,,POINT (-122.326638526417 47.6195137269281)
13564,13565,1,35,1302715,Yes,,POINT (-122.327769537593 47.6194132437994)
13565,13566,1,55,1302719,Yes,,POINT (-122.326656853173 47.619238433232)
13566,13567,1,35,1312891,Yes,,POINT (-122.328581007496 47.6183759911193)
13567,13568,1,40,1302638,Yes,,POINT (-122.327940373096 47.6183836132912)
14155,14156,1,33,1308541,Yes,,POINT (-122.321985514761 47.6105744278246)
14156,14157,1,33,1308542,Yes,,POINT (-122.322429852905 47.6105569696853)
14158,14159,1,40,1308750,Yes,,POINT (-122.321967079335 47.6127550875551)
14161,14162,1,25,1315018,Yes,,POINT (-122.318032649132 47.6142568101102)
14162,14163,1,25,1315017,Yes,,POINT (-122.318033912784 47.6148261346106)
14268,14269,1,999,1320007,Yes,,POINT (-122.32071053257 47.6210078525083)
14270,14271,1,999,1301603,Yes,,POINT (-122.319976606027 47.6241697660579)
14282,14283,1,40,1311484,Yes,,POINT (-122.323082556983 47.6102836802273)
14283,14284,1,30,1311483,Yes,,POINT (-122.322900025562 47.6101471215477)
14284,14285,1,50,1311486,Yes,,POINT (-122.322710672121 47.6102617031587)
14285,14286,1,35,1311488,Yes,,POINT (-122.322854645284 47.6093971054248)
14286,14287,1,35,1311482,Yes,,POINT (-122.323450090722 47.6099604855308)
14421,14422,1,50,1311480,Yes,,POINT (-122.323144291467 47.608708648317)
14422,14423,1,50,1311479,Yes,,POINT (-122.322834240248 47.6083871630494)
14423,14424,1,55,1311478,Yes,,POINT (-122.323289291644 47.6082038376993)
14425,14426,1,50,1311404,Yes,,POINT (-122.323622313157 47.6075401121354)
14426,14427,1,55,1311403,Yes,,POINT (-122.323326417989 47.6071965595256)
14427,14428,1,40,1311458,Yes,,POINT (-122.323108697705 47.6069920129367)
14430,14431,1,55,1311464,Yes,,POINT (-122.322919680987 47.6067803119827)
14431,14432,1,35,1311406,Yes,,POINT (-122.323435600607 47.6066001028063)
14432,14433,1,40,1311465,Yes,,POINT (-122.32272666284 47.6065177732109)
14433,14434,1,50,1308136,Yes,,POINT (-122.322526516727 47.6063539742782)
14468,14469,1,35,1316317,Yes,,POINT (-122.319250119977 47.5965094036332)
14756,14757,1,40,1321878,Yes,,POINT (-122.355534917789 47.6203545678737)
14757,14758,1,55,1321887,Yes,,POINT (-122.355538223478 47.6200277970389)
14758,14759,1,55,1321960,Yes,,POINT (-122.355206334399 47.6198354328996)
14761,14762,1,45,1321876,Yes,,POINT (-122.355540962066 47.6195022951814)
14762,14763,1,35,1321877,Yes,,POINT (-122.355543294218 47.6193516038805)
14765,14766,1,35,1321568,Yes,,POINT (-122.355358038387 47.6190265302378)
14767,14768,1,33,1321573,Yes,,POINT (-122.355182392596 47.6186691885121)
14771,14772,1,40,1321958,Yes,,POINT (-122.354748203526 47.619825957125)
14903,14904,1,35,1308143,Yes,,POINT (-122.320921936589 47.6042586482221)
14905,14906,1,55,1308022,Yes,,POINT (-122.320621383445 47.6034657802428)
14906,14907,1,40,1308023,Yes,,POINT (-122.320007146849 47.6034663669118)
14907,14908,1,40,1308024,Yes,,POINT (-122.319748600061 47.603434114946)
14909,14910,1,40,1308025,Yes,,POINT (-122.319849440228 47.6037824486677)
14910,14911,1,40,1308015,Yes,,POINT (-122.32031366937 47.6039707320452)
14911,14912,1,55,1308045,Yes,,POINT (-122.320626203725 47.60418146312)
14912,14913,1,40,1308044,Yes,,POINT (-122.320057793938 47.604307138285)
14913,14914,1,35,1308048,Yes,,POINT (-122.320610426687 47.6045411091118)
14916,14917,1,55,1308012,Yes,,POINT (-122.320630040516 47.6049437558087)
14917,14918,1,55,1308013,Yes,,POINT (-122.320618454159 47.6052677152119)
14918,14919,1,47,1308021,Yes,,POINT (-122.320035437952 47.6052878636913)
14919,14920,1,55,1308036,Yes,,POINT (-122.320622201709 47.6055609360905)
14922,14923,1,55,1308035,Yes,,POINT (-122.320617693623 47.6057916158965)
14923,14924,1,47,1308041,Yes,,POINT (-122.320030003595 47.6059488651958)
14925,14926,1,35,1308034,Yes,,POINT (-122.32058628024 47.6061475507398)
14926,14927,1,55,1308031,Yes,,POINT (-122.320016005341 47.6062768493355)
14927,14928,1,55,1308144,Yes,,POINT (-122.320632604236 47.6067354380033)
14928,14929,1,55,1308350,Yes,,POINT (-122.320631649873 47.6071477505664)
14929,14930,1,35,1308346,Yes,,POINT (-122.320138620353 47.6075621847509)
15051,15052,1,40,1321571,Yes,,POINT (-122.354812990559 47.6193469768572)
15063,15064,1,30,1321570,Yes,,POINT (-122.354857684647 47.6186700604699)
15640,15641,1,40,1308528,Yes,,POINT (-122.323230147891 47.6114240521723)
15641,15642,1,55,1308527,Yes,,POINT (-122.323399104416 47.610982568147)
15642,15643,1,55,1308537,Yes,,POINT (-122.32239230861 47.6112535079991)
15644,15645,1,40,1308623,Yes,,POINT (-122.321990094031 47.6107428464385)
15645,15646,1,65,1308624,Yes,,POINT (-122.321822709572 47.6106152308496)
15646,15647,1,40,1314115,Yes,,POINT (-122.32185726159 47.61087445323)
15647,15648,1,35,1308717,Yes,,POINT (-122.320915061487 47.611186918459)
15648,15649,1,33,1314004,Yes,,POINT (-122.321736747201 47.610844844247)
15650,15651,1,35,1308909,Yes,,POINT (-122.320597601117 47.6111419737617)
15652,15653,1,50,1314107,Yes,,POINT (-122.320643042261 47.6113430925041)
15801,15802,1,40,1308913,Yes,,POINT (-122.32018132047 47.6113234653409)
15802,15803,1,50,1308911,Yes,,POINT (-122.320635807106 47.6107834441809)
15993,15994,1,50,1308142,Yes,,POINT (-122.321097513389 47.604790814789)
16005,16006,1,33,1302208,Yes,,POINT (-122.334204672221 47.6223455102078)
16006,16007,1,33,1302209,Yes,,POINT (-122.33419936696 47.6220804536758)
16007,16008,1,47,1302498,Yes,,POINT (-122.331796436389 47.6222955250087)
16008,16009,1,35,1302218,Yes,,POINT (-122.329037619094 47.623661267843)
16009,16010,1,40,1312880,Yes,,POINT (-122.329043418071 47.623484909092)
16010,16011,1,33,1302206,Yes,,POINT (-122.334206238565 47.6230246701435)
16011,16012,1,33,1302207,Yes,,POINT (-122.334209205806 47.6227394361699)
16012,16013,1,30,1302499,Yes,,POINT (-122.331646161974 47.6227241282468)
16016,16017,1,40,1302883,Yes,,POINT (-122.329772697236 47.6224126273096)
16017,16018,1,55,1302897,Yes,,POINT (-122.329764697813 47.6220730044143)
16020,16021,1,35,1302885,Yes,,POINT (-122.329269417302 47.6228772546015)
16021,16022,1,35,1302884,Yes,,POINT (-122.329267709411 47.6225514893437)
16022,16023,1,35,1302899,Yes,,POINT (-122.329267077355 47.6222221254519)
16023,16024,1,33,1301053,Yes,,POINT (-122.33420009805 47.6215899778084)
16024,16025,1,33,1301052,Yes,,POINT (-122.33419326139 47.6211803534714)
16025,16026,1,35,1301164,Yes,,POINT (-122.33419138789 47.620903644157)
16026,16027,1,55,1301210,Yes,,POINT (-122.333112210001 47.6219112144013)
16858,16859,1,55,1371923,Yes,,POINT (-122.336094446711 47.5984364339692)
16859,16860,1,55,1371914,Yes,,POINT (-122.336095887756 47.5981113886446)
16860,16861,1,55,1371913,Yes,,POINT (-122.336094486986 47.5976833187203)
16861,16862,1,50,1371912,Yes,,POINT (-122.336092773226 47.5972933134222)
16862,16863,1,45,1371814,Yes,,POINT (-122.334340570243 47.5981310084157)
16863,16864,1,45,1371815,Yes,,POINT (-122.334338171644 47.5979044935495)
16864,16865,1,28,1371643,Yes,,POINT (-122.334319426108 47.5984398679968)
16865,16866,1,28,1371509,Yes,,POINT (-122.334086683486 47.5987057960049)
16866,16867,1,25,1365245,Yes,,POINT (-122.33482331156 47.5966806608366)
16867,16868,1,50,1371911,Yes,,POINT (-122.336079535688 47.5967547535012)
16868,16869,1,50,1371910,Yes,,POINT (-122.336084055296 47.5964011841344)
17010,17011,1,70,1371742,Yes,,POINT (-122.335829481287 47.5967410680001)
17011,17012,1,45,1371524,Yes,,POINT (-122.334031261849 47.5982101232633)
17012,17013,1,45,1371522,Yes,,POINT (-122.334042708113 47.5974145574212)
17013,17014,1,50,1371511,Yes,,POINT (-122.334042871281 47.5971192937941)
17014,17015,1,60,1371519,Yes,,POINT (-122.334041897688 47.5968072334367)
17015,17016,1,40,1371513,Yes,,POINT (-122.333399049533 47.598217630689)
17016,17017,1,18,1371521,Yes,,POINT (-122.333348130924 47.5979623046259)
17017,17018,1,18,1371514,Yes,,POINT (-122.3333440397 47.5978203497048)
17018,17019,1,18,1371515,Yes,,POINT (-122.333338703454 47.5976351945663)
17020,17021,1,50,1371821,Yes,,POINT (-122.334848479511 47.5963734224198)
17227,17228,1,25,1365259,Yes,,POINT (-122.33574703634 47.6012873766697)
17324,17325,1,0,1315404,Yes,,POINT (-122.32803989015 47.6152922856161)
17325,17326,1,0,1315110,Yes,,POINT (-122.328478155669 47.6149411308166)
17326,17327,1,0,1315421,Yes,,POINT (-122.328198127876 47.6150494161065)
17703,17704,1,0,1315337,Yes,,POINT (-122.328055058422 47.615108926238)
17853,17854,1,0,1314200,Yes,,POINT (-122.333720409492 47.6127547554782)
17854,17855,1,0,1314174,Yes,,POINT (-122.326667013237 47.6151366183992)
17855,17856,1,0,1315046,Yes,,POINT (-122.325889697955 47.6110758564667)
17856,17857,1,0,1311583,Yes,,POINT (-122.330325055481 47.6171222810919)
17857,17858,1,0,1318559,Yes,,POINT (-122.328256928049 47.6165886911145)
17858,17859,1,0,1318666,Yes,,POINT (-122.329555338137 47.6158575297702)
17859,17860,1,0,1318652,Yes,,POINT (-122.329089237607 47.6146516530206)
17860,17861,1,0,1318654,Yes,,POINT (-122.329449537971 47.6146958652474)
17861,17862,1,0,1315246,Yes,,POINT (-122.329792197704 47.6146139923708)
17862,17863,1,0,1315325,Yes,,POINT (-122.329362492349 47.6141455575063)
17863,17864,1,0,1315230,Yes,,POINT (-122.329832202765 47.6142795155397)
17864,17865,1,0,1315123,Yes,,POINT (-122.32939772789 47.613807592539)
17865,17866,1,0,2494720,Yes,,POINT (-122.328898839525 47.613612830539)
17866,17867,1,0,1311899,Yes,,POINT (-122.328502974477 47.6131431581054)
17867,17868,1,0,1311898,Yes,,POINT (-122.327997613344 47.6126007097473)
17868,17869,1,0,1315136,Yes,,POINT (-122.3322652389 47.6122148691273)
17869,17870,1,0,1314187,Yes,,POINT (-122.330740937069 47.6139880887524)
17870,17871,1,0,1314188,Yes,,POINT (-122.330175549875 47.6142011837803)
17871,17872,1,0,1314191,Yes,,POINT (-122.33249081084 47.6132730425941)
17872,17873,1,0,1314192,Yes,,POINT (-122.332622956448 47.6132181153989)
17873,17874,1,0,1314193,Yes,,POINT (-122.332843146989 47.6131239747848)
17874,17875,1,0,1314195,Yes,,POINT (-122.332942290549 47.6130691441901)
17876,17877,1,0,1315312,Yes,,POINT (-122.332389801346 47.6123501914975)
17877,17878,1,0,1314494,Yes,,POINT (-122.333689832291 47.6129103669197)
17878,17879,1,0,1314498,Yes,,POINT (-122.334299816392 47.6127204257786)
17976,17977,1,40,1317715,Yes,,POINT (-122.323093314133 47.5976990188355)
17977,17978,1,15,1313337,Yes,,POINT (-122.327568161881 47.5966112696621)
17978,17979,1,999,1316125,Yes,,POINT (-122.330383255618 47.5996161045363)
17980,17981,1,40,1316225,Yes,,POINT (-122.330156343024 47.5994388482476)
17981,17982,1,40,1313345,Yes,,POINT (-122.32889701111 47.5976713538735)
17982,17983,1,40,1316102,Yes,,POINT (-122.330083552675 47.5994262269477)
17983,17984,1,40,1313379,Yes,,POINT (-122.330514213289 47.6019716023824)
17985,17986,1,28,1313392,Yes,,POINT (-122.328743478224 47.6029921654354)
17986,17987,1,999,1319008,Yes,,POINT (-122.328002906764 47.6021295560364)
17987,17988,1,12,1319125,Yes,,POINT (-122.328410825329 47.6027080501638)
17988,17989,1,30,1319005,Yes,,POINT (-122.328306965156 47.602586622428)
17989,17990,1,30,1319007,Yes,,POINT (-122.328112023624 47.6023775420143)
17990,17991,1,30,1318770,Yes,,POINT (-122.32806790095 47.6022802874173)
17992,17993,1,999,1313187,Yes,,POINT (-122.331678059175 47.6016400385218)
17993,17994,1,999,1319110,Yes,,POINT (-122.328233349497 47.6009406013833)
17994,17995,1,999,1313368,Yes,,POINT (-122.330671627435 47.5999675498944)
18108,18109,1,999,1319106,Yes,,POINT (-122.329153846021 47.6011093255582)
18109,18110,1,28,1319108,Yes,,POINT (-122.329088896845 47.6011091815355)
18110,18111,1,999,1316217,Yes,,POINT (-122.330166284471 47.599948243583)
18427,18428,1,12,2494701,Yes,,POINT (-122.326528415966 47.6153051702281)
18589,18590,1,30,1311877,Yes,,POINT (-122.324807049918 47.6125012873776)
18590,18591,1,35,1318552,Yes,,POINT (-122.327642030656 47.6169927796176)
18591,18592,1,25,1314259,Yes,,POINT (-122.324377499475 47.6154414499834)
18592,18593,1,35,1315342,Yes,,POINT (-122.324297014613 47.615310626233)
18593,18594,1,30,1311590,Yes,,POINT (-122.329141596407 47.6162211380176)
18594,18595,1,35,1318563,Yes,,POINT (-122.327757286811 47.6166120405349)
18595,18596,1,35,1315039,Yes,,POINT (-122.325696966549 47.6121250274795)
18596,18597,1,12,1314255,Yes,,POINT (-122.326692247479 47.6153681960948)
18597,18598,1,40,1311576,Yes,,POINT (-122.331778315624 47.6177967200816)
18598,18599,1,12,1315148,Yes,,POINT (-122.329416292198 47.6118555968405)
18599,18600,1,12,1315145,Yes,,POINT (-122.32989502736 47.6116958214302)
18600,18601,1,12,1315146,Yes,,POINT (-122.329743341031 47.611758546315)
18601,18602,1,35,1314238,Yes,,POINT (-122.333833309701 47.6177575177277)
18602,18603,1,999,1314260,Yes,,POINT (-122.324379778093 47.616017692998)
18604,18605,1,999,1311694,Yes,,POINT (-122.333617315206 47.6145906437963)
18605,18606,1,999,1314481,Yes,,POINT (-122.333523575532 47.6135925692822)
18606,18607,1,999,1314099,Yes,,POINT (-122.332435009242 47.613422227497)
18607,18608,1,999,1314026,Yes,,POINT (-122.333855922814 47.6126767287023)
18608,18609,1,33,1311889,Yes,,POINT (-122.327840872262 47.6124619339972)
18609,18610,1,999,1311989,Yes,,POINT (-122.32542260193 47.6111339477227)
18610,18611,1,999,1314036,Yes,,POINT (-122.332427807639 47.6105127920923)
18995,18996,1,30,1315231,Yes,,POINT (-122.331161143006 47.6164772994819)
18996,18997,1,45,1311599,Yes,,POINT (-122.329375418166 47.6174449541922)
19069,19070,1,12,1313016,Yes,,POINT (-122.324967721431 47.5964566234652)
19070,19071,1,12,1313017,Yes,,POINT (-122.325167744398 47.5964485176587)
19076,19077,1,12,1310963,Yes,,POINT (-122.327779263744 47.5964123575354)
19129,19130,1,33,1311581,Yes,,POINT (-122.329872831835 47.6175169419484)
19130,19131,1,35,1311585,Yes,,POINT (-122.329461054653 47.6175976281608)
19131,19132,1,30,1311584,Yes,,POINT (-122.329508428902 47.6175448303818)
19132,19133,1,45,1311598,Yes,,POINT (-122.329507976907 47.6173652162622)
19134,19135,1,35,1318667,Yes,,POINT (-122.330507542465 47.6167498837422)
19135,19136,1,30,1311600,Yes,,POINT (-122.328546003999 47.6165223657682)
19151,19152,1,35,1311589,Yes,,POINT (-122.329643586346 47.6160586939391)
19153,19154,1,999,1315143,Yes,,POINT (-122.33077940502 47.6106180767145)
19154,19155,1,999,1314177,Yes,,POINT (-122.329671119853 47.6132454395257)
19256,19257,1,40,1313146,Yes,,POINT (-122.323314778818 47.5967319149472)
19257,19258,1,35,1313448,Yes,,POINT (-122.322604120757 47.5967307985562)
19271,19272,1,20,1316160,Yes,,POINT (-122.326456169924 47.5989129572847)
19272,19273,1,30,1319009,Yes,,POINT (-122.327764327601 47.6018640009177)
19273,19274,1,33,1317724,Yes,,POINT (-122.322554174397 47.597374153404)
19274,19275,1,60,1316159,Yes,,POINT (-122.326449270037 47.5990679700329)
19275,19276,1,12,1316226,Yes,,POINT (-122.322553379017 47.5981065924433)
19276,19277,1,26,1313052,Yes,,POINT (-122.331385243675 47.5984164612535)
19277,19278,1,26,1313180,Yes,,POINT (-122.330948334336 47.5984192147294)
19278,19279,1,34,1313068,Yes,,POINT (-122.330558972136 47.5984289524166)
19279,19280,1,26,1316123,Yes,,POINT (-122.330648163845 47.599131528322)
19280,19281,1,12,1313472,Yes,,POINT (-122.322563296417 47.5973177723679)
19281,19282,1,12,1313139,Yes,,POINT (-122.322557106413 47.5971014364368)
19282,19283,1,12,1313143,Yes,,POINT (-122.322560328506 47.5968717268381)
19283,19284,1,28,1319002,Yes,,POINT (-122.328306820171 47.6029845054462)
19284,19285,1,35,1319303,Yes,,POINT (-122.326258858287 47.6009701649802)
19285,19286,1,35,1319302,Yes,,POINT (-122.325867952093 47.6009498421184)
19286,19287,1,12,1384548,Yes,,POINT (-122.326018914905 47.6009488798804)
19287,19288,1,28,1319014,Yes,,POINT (-122.327557217373 47.6009853414018)
19288,19289,1,28,1319015,Yes,,POINT (-122.327498136341 47.6007986326332)
19289,19290,1,27,1316209,Yes,,POINT (-122.327834679156 47.5999595473853)
19290,19291,1,27,1316208,Yes,,POINT (-122.327782168003 47.5999268094476)
19291,19292,1,40,1316367,Yes,,POINT (-122.327784502598 47.5997087733047)
19418,19419,1,15,1313429,Yes,,POINT (-122.326487932481 47.5973220148329)
20351,20352,1,40,1315159,Yes,,POINT (-122.321964478544 47.6151533866149)
20352,20353,1,45,1315329,Yes,,POINT (-122.321988861105 47.6141829708407)
20354,20355,1,35,1308532,Yes,,POINT (-122.323582648945 47.6118727750508)
20366,20367,1,40,1413007,Yes,,POINT (-122.323291236442 47.6151462326539)
20758,20759,1,0,1317712,Yes,,POINT (-122.323585993875 47.597586801652)
20759,20760,1,0,1313451,Yes,,POINT (-122.333312572574 47.6019020529598)
20760,20761,1,0,1313358,Yes,,POINT (-122.331175581464 47.6009912375186)
20761,20762,1,0,1313362,Yes,,POINT (-122.330780791674 47.6005571641696)
20762,20763,1,0,1319103,Yes,,POINT (-122.330351599203 47.6007873813769)
20763,20764,1,0,1319102,Yes,,POINT (-122.330355239467 47.6005756510184)
20764,20765,1,0,1319422,Yes,,POINT (-122.330359784073 47.6003389563763)
20765,20766,1,0,1313058,Yes,,POINT (-122.331807591168 47.5999763271759)
20766,20767,1,0,1313059,Yes,,POINT (-122.331699616977 47.5999152315347)
20767,20768,1,0,1313064,Yes,,POINT (-122.331440960774 47.5992951055174)
20768,20769,1,0,1316124,Yes,,POINT (-122.330425451494 47.5992673403824)
20769,20770,1,0,1312474,Yes,,POINT (-122.330361890758 47.5995100210341)
20770,20771,1,0,1313369,Yes,,POINT (-122.330366650301 47.5997178026545)
20771,20772,1,0,1313062,Yes,,POINT (-122.331003865915 47.5999688108887)
20772,20773,1,0,1313190,Yes,,POINT (-122.331448013475 47.5997655404526)
20773,20774,1,0,1313189,Yes,,POINT (-122.331446571072 47.5995182306326)
20774,20775,1,0,1313349,Yes,,POINT (-122.333043360688 47.5991326947062)
20775,20776,1,0,1310951,Yes,,POINT (-122.332990313708 47.5991024093108)
20776,20777,1,0,1313350,Yes,,POINT (-122.333002867432 47.5988402013686)
20777,20778,1,0,1310952,Yes,,POINT (-122.332997020591 47.5986104957878)
20778,20779,1,0,1313008,Yes,,POINT (-122.332998194684 47.5983979749658)
20779,20780,1,0,1318766,Yes,,POINT (-122.327582229432 47.6020836594868)
20780,20781,1,0,1319225,Yes,,POINT (-122.329807776785 47.6016464189197)
20781,20782,1,0,1319204,Yes,,POINT (-122.330164312503 47.6014081664851)
20782,20783,1,0,1319205,Yes,,POINT (-122.330160292314 47.6011696651136)
20786,20787,1,0,1319216,Yes,,POINT (-122.329713349363 47.6009378114489)
20787,20788,1,0,1319217,Yes,,POINT (-122.329392283715 47.6009384682368)
20788,20789,1,0,1319417,Yes,,POINT (-122.329136407788 47.6007811506622)
21194,21195,1,27,1371512,Yes,,POINT (-122.333367770732 47.598168883744)
21241,21242,1,50,1308316,Yes,,POINT (-122.31947947516 47.6040249481586)
21243,21244,1,55,1308047,Yes,,POINT (-122.319466010144 47.6034722615035)
21244,21245,1,45,1308440,Yes,,POINT (-122.318198595385 47.603468053845)
21245,21246,1,50,1308304,Yes,,POINT (-122.318194832311 47.6039450065192)
21246,21247,1,60,1308308,Yes,,POINT (-122.318198271017 47.6051411347047)
21247,21248,1,47,1308305,Yes,,POINT (-122.318200710433 47.6057869333159)
21248,21249,1,50,1308303,Yes,,POINT (-122.318195399869 47.6061136340355)
21249,21250,1,60,1308432,Yes,,POINT (-122.318029698604 47.6061442807965)
21251,21252,1,35,1308001,Yes,,POINT (-122.31820122072 47.6079841155238)
21252,21253,1,40,1308016,Yes,,POINT (-122.31780834398 47.6079891004915)
21740,21741,1,35,1308135,Yes,,POINT (-122.323505735035 47.605996202814)
21849,21850,1,12,1308071,Yes,,POINT (-122.330329696811 47.6041267152332)
21850,21851,1,35,1311009,Yes,,POINT (-122.330168969923 47.6046440567485)
21851,21852,1,30,1311018,Yes,,POINT (-122.331376887722 47.6046717836274)
21899,21900,1,30,1314465,Yes,,POINT (-122.323919346132 47.6117411574101)
21900,21901,1,55,1314468,Yes,,POINT (-122.324047204465 47.6106805233306)
21901,21902,1,35,1371822,Yes,,POINT (-122.335816255601 47.5963649567972)
21902,21903,1,40,1371617,Yes,,POINT (-122.336170172612 47.600940049679)
21903,21904,1,40,1371732,Yes,,POINT (-122.336140876098 47.6026814493745)
21904,21905,1,25,1365255,Yes,,POINT (-122.335485777619 47.5990048571662)
21905,21906,1,25,1365232,Yes,,POINT (-122.335326611936 47.5976225776058)
21906,21907,1,25,1365231,Yes,,POINT (-122.335416427998 47.5972631948823)
21907,21908,1,25,1369077,Yes,,POINT (-122.335621536325 47.5979577275241)
21908,21909,1,25,1369078,Yes,,POINT (-122.335638617473 47.5986801398041)
21909,21910,1,25,1365233,Yes,,POINT (-122.335108351769 47.5973334160678)
21910,21911,1,25,1365234,Yes,,POINT (-122.334857035678 47.5970559843573)
21911,21912,1,25,1365236,Yes,,POINT (-122.334367882914 47.5964718998492)
21912,21913,1,25,1365230,Yes,,POINT (-122.335415906974 47.5965839191645)
21913,21914,1,25,1365246,Yes,,POINT (-122.335074606302 47.5969754383168)
21914,21915,1,25,1365235,Yes,,POINT (-122.33461372027 47.5967601294164)
21915,21916,1,25,1369076,Yes,,POINT (-122.335577781502 47.5975729614954)
21916,21917,1,25,1365256,Yes,,POINT (-122.335478914657 47.5995772393232)
21917,21918,1,25,1365257,Yes,,POINT (-122.335499080456 47.6002759148045)
21918,21919,1,25,1365258,Yes,,POINT (-122.335482145228 47.6005941405784)
21919,21920,1,25,1365260,Yes,,POINT (-122.335999092153 47.6016089904899)
21920,21921,1,25,1369100,Yes,,POINT (-122.336483982574 47.6021334123651)
21921,21922,1,25,1369084,Yes,,POINT (-122.336965310623 47.6026570117891)
22006,22007,1,30,1311019,Yes,,POINT (-122.331406895417 47.604616251603)
22007,22008,1,30,1311020,Yes,,POINT (-122.331201793545 47.6043830459704)
22008,22009,1,28,1311021,Yes,,POINT (-122.331053482977 47.604230552037)
22009,22010,1,12,1311285,Yes,,POINT (-122.329407242063 47.6040773862779)
22010,22011,1,12,1311175,Yes,,POINT (-122.329338145197 47.6045407772564)
22012,22013,1,12,1311291,Yes,,POINT (-122.329583591232 47.6042573547117)
22013,22014,1,33,1311041,Yes,,POINT (-122.328237185239 47.6041866725411)
22025,22026,1,12,1311168,Yes,,POINT (-122.326764687706 47.6045215929408)
22028,22029,1,30,1311442,Yes,,POINT (-122.327287755429 47.6048538063237)
22029,22030,1,30,1311445,Yes,,POINT (-122.327631159229 47.6052197010551)
22059,22060,1,50,1314473,Yes,,POINT (-122.324873335309 47.6115218146393)
22060,22061,1,55,1315033,Yes,,POINT (-122.32559522378 47.6114026150346)
22061,22062,1,60,1311988,Yes,,POINT (-122.325347196215 47.6111299450005)
22063,22064,1,50,1311977,Yes,,POINT (-122.324986973076 47.6107411098681)
22065,22066,1,30,1315041,Yes,,POINT (-122.326127402182 47.6109783973293)
