,OBJECTID,SUBTYPECD,HEIGHT,ASSET_ID,HasStreetlight,Field,geometry
81,82,1,40,1321566,Yes,,POINT (-122.355601824267 47.6186770385169)
82,83,1,33,1321585,Yes,,POINT (-122.355301166524 47.6240696585179)
83,84,1,35,1321692,Yes,,POINT (-122.354190271484 47.6235559701643)
85,86,1,25,1374380,Yes,,POINT (-122.347720690873 47.6179414769309)
87,88,1,40,1360561,Yes,,POINT (-122.345102306402 47.6208070357891)
89,90,1,35,1374376,Yes,,POINT (-122.347455007845 47.6184964839102)
90,91,1,30,1360879,Yes,,POINT (-122.347688280627 47.6218831846106)
91,92,1,35,1321565,Yes,,POINT (-122.352937506387 47.619990369245)
92,93,1,30,1360673,Yes,,POINT (-122.350059798543 47.6186739931054)
93,94,1,30,1360888,Yes,,POINT (-122.347692144869 47.6210584832873)
968,969,1,50,1302095,Yes,,POINT (-122.322980743478 47.6236843714209)
969,970,1,55,1302064,Yes,,POINT (-122.322984957331 47.6234448002438)
970,971,1,45,1302094,Yes,,POINT (-122.322985568003 47.6231812452097)
972,973,1,60,1302100,Yes,,POINT (-122.322092043516 47.6242317574666)
973,974,1,55,1302099,Yes,,POINT (-122.322054931032 47.624013998868)
974,975,1,45,1302065,Yes,,POINT (-122.322059934601 47.6237409325305)
975,976,1,50,1302067,Yes,,POINT (-122.322082326566 47.6231792711585)
976,977,1,45,1302069,Yes,,POINT (-122.322485447178 47.6231755753411)
983,984,1,30,1302019,Yes,,POINT (-122.321064281247 47.6241959487262)
984,985,1,30,1301641,Yes,,POINT (-122.320809873809 47.6239392717663)
985,986,1,30,1301642,Yes,,POINT (-122.320810385631 47.6241610540266)
986,987,1,60,1301648,Yes,,POINT (-122.320599779116 47.6242134435765)
992,993,1,50,1301614,Yes,,POINT (-122.319814700434 47.6236977822472)
993,994,1,50,1301613,Yes,,POINT (-122.319812094004 47.6235453616407)
994,995,1,47,1301623,Yes,,POINT (-122.318923105863 47.6235325423353)
995,996,1,50,1301625,Yes,,POINT (-122.31890604181 47.6239144942927)
998,999,1,45,1301621,Yes,,POINT (-122.318936529451 47.6231660013858)
1000,1001,1,30,1301297,Yes,,POINT (-122.320808807002 47.6232089169949)
1001,1002,1,30,1301639,Yes,,POINT (-122.32080907985 47.6233814616744)
1002,1003,1,30,1301640,Yes,,POINT (-122.320804191602 47.6235977975399)
1003,1004,1,30,1302013,Yes,,POINT (-122.321054592565 47.6233680096014)
1004,1005,1,30,1302012,Yes,,POINT (-122.32104952837 47.6232112881901)
1005,1006,1,50,1302020,Yes,,POINT (-122.321222395288 47.6231765451928)
1006,1007,1,65,1301622,Yes,,POINT (-122.318517934968 47.6231584635075)
1007,1008,1,50,1301585,Yes,,POINT (-122.317869975326 47.6233627034005)
1008,1009,1,50,1301584,Yes,,POINT (-122.317861388371 47.6236949065543)
1012,1013,1,50,1301579,Yes,,POINT (-122.318311780124 47.6242243982962)
1061,1062,1,47,1301617,Yes,,POINT (-122.318937523718 47.6222709636391)
1062,1063,1,47,1301618,Yes,,POINT (-122.318934518169 47.6225577605841)
1063,1064,1,50,1301619,Yes,,POINT (-122.31893163276 47.6227868040949)
1064,1065,1,47,1301607,Yes,,POINT (-122.319844294135 47.6225857099069)
1065,1066,1,47,1301608,Yes,,POINT (-122.319844203115 47.6223144893665)
1066,1067,1,30,1301609,Yes,,POINT (-122.320782601489 47.6220660562526)
1067,1068,1,30,1301610,Yes,,POINT (-122.320786145141 47.6223137354435)
1068,1069,1,30,1301407,Yes,,POINT (-122.320813260449 47.6218728370187)
1069,1070,1,30,1301169,Yes,,POINT (-122.321031981955 47.6220934672225)
1070,1071,1,30,1301165,Yes,,POINT (-122.321038145641 47.6225151546092)
1071,1072,1,30,1301142,Yes,,POINT (-122.321040143043 47.6227704219672)
1072,1073,1,30,1301650,Yes,,POINT (-122.320794072911 47.6230401096445)
1073,1074,1,30,1301612,Yes,,POINT (-122.320792496341 47.6227832162677)
1074,1075,1,30,1302520,Yes,,POINT (-122.321024672751 47.6216936971769)
1075,1076,1,30,1301408,Yes,,POINT (-122.320779534566 47.6216909258528)
1076,1077,1,30,1302521,Yes,,POINT (-122.321018108192 47.6214022490387)
1077,1078,1,30,1301300,Yes,,POINT (-122.320765927502 47.62115303919)
1078,1079,1,30,1302522,Yes,,POINT (-122.321016383945 47.6211565367825)
1079,1080,1,50,1301147,Yes,,POINT (-122.322076072739 47.6228217965158)
1080,1081,1,45,1301146,Yes,,POINT (-122.322080899863 47.6224963465807)
1081,1082,1,65,1302518,Yes,,POINT (-122.321498551883 47.6219495643949)
1082,1083,1,65,1302517,Yes,,POINT (-122.322093525996 47.6219493533646)
1083,1084,1,60,1302516,Yes,,POINT (-122.322510787324 47.6219558457446)
1084,1085,1,50,1302515,Yes,,POINT (-122.323004751179 47.6219543998527)
1085,1086,1,45,1301138,Yes,,POINT (-122.323001578509 47.622906063213)
1086,1087,1,50,1302555,Yes,,POINT (-122.323446226476 47.6210905075944)
1090,1091,1,45,1302580,Yes,,POINT (-122.323021511417 47.6216464778791)
1091,1092,1,45,1302553,Yes,,POINT (-122.323020131132 47.6214131082413)
1092,1093,1,30,1302581,Yes,,POINT (-122.322003367154 47.6211179248881)
1647,1648,1,33,1302491,Yes,,POINT (-122.334189631649 47.6241768817109)
1648,1649,1,33,1302205,Yes,,POINT (-122.334186343639 47.6239288335613)
1649,1650,1,60,1302483,Yes,,POINT (-122.333138076849 47.6242144330096)
1666,1667,1,60,1302203,Yes,,POINT (-122.332308872199 47.6242162834271)
1667,1668,1,60,1302204,Yes,,POINT (-122.331840025246 47.6242181779576)
1669,1670,1,55,1302848,Yes,,POINT (-122.331420938067 47.6242199667343)
1670,1671,1,65,1302830,Yes,,POINT (-122.331258973457 47.6242195358235)
1675,1676,1,33,1302490,Yes,,POINT (-122.334185008126 47.6235159076788)
1676,1677,1,65,1302832,Yes,,POINT (-122.330362023138 47.624215496799)
1678,1679,1,65,1302861,Yes,,POINT (-122.330364702716 47.6236403050514)
1680,1681,1,35,1302217,Yes,,POINT (-122.329043445623 47.623897794115)
1761,1762,1,50,1301694,Yes,,POINT (-122.317734374231 47.6199918214356)
1767,1768,1,50,1301367,Yes,,POINT (-122.318326963609 47.6205074210708)
1768,1769,1,50,1301396,Yes,,POINT (-122.318925619285 47.6206573247649)
1769,1770,1,50,1301366,Yes,,POINT (-122.3183257853 47.6208376028715)
1770,1771,1,50,1301409,Yes,,POINT (-122.319431151056 47.6210322691898)
1771,1772,1,50,1301395,Yes,,POINT (-122.318944742887 47.6210382203192)
1772,1773,1,47,1301263,Yes,,POINT (-122.319478545215 47.6206497101419)
1773,1774,1,50,1301262,Yes,,POINT (-122.319475995064 47.62033351503)
1777,1778,1,40,1301331,Yes,,POINT (-122.319858202367 47.6210310755785)
1778,1779,1,50,1301261,Yes,,POINT (-122.320336967604 47.6210256207242)
1779,1780,1,30,1301259,Yes,,POINT (-122.320763468956 47.6209846032677)
1780,1781,1,30,1301258,Yes,,POINT (-122.320762128995 47.6207317183701)
1781,1782,1,30,1301257,Yes,,POINT (-122.320757629446 47.620471307317)
1782,1783,1,30,1301256,Yes,,POINT (-122.320751795022 47.6202053388308)
1783,1784,1,30,1302523,Yes,,POINT (-122.321006452306 47.6209945708808)
1784,1785,1,50,1302596,Yes,,POINT (-122.321466051926 47.6210192300957)
1785,1786,1,30,1302597,Yes,,POINT (-122.321543481253 47.6207605362625)
1786,1787,1,30,1301355,Yes,,POINT (-122.32100509269 47.6207615987067)
1787,1788,1,30,1302524,Yes,,POINT (-122.320997031866 47.6202116926481)
1789,1790,1,50,1302595,Yes,,POINT (-122.321965147127 47.6210242545115)
1790,1791,1,35,1302598,Yes,,POINT (-122.321445380683 47.6199668678099)
1791,1792,1,35,1301118,Yes,,POINT (-122.322050820188 47.6199625357278)
1792,1793,1,35,1302602,Yes,,POINT (-122.321703734823 47.6198242938023)
1794,1795,1,40,1302585,Yes,,POINT (-122.322139463099 47.6201577255433)
1795,1796,1,50,1302587,Yes,,POINT (-122.322279250372 47.6201021320481)
2121,2122,1,50,1302594,Yes,,POINT (-122.321971885667 47.6213626983444)
2122,2123,1,50,1302589,Yes,,POINT (-122.322098604139 47.6217479767303)
2123,2124,1,65,1301413,Yes,,POINT (-122.31986262751 47.6219490346526)
2125,2126,1,45,1301302,Yes,,POINT (-122.31939995609 47.621940737131)
2126,2127,1,65,1301303,Yes,,POINT (-122.318943375493 47.6219395258518)
2127,2128,1,45,1301360,Yes,,POINT (-122.318941610973 47.6217332440245)
2128,2129,1,47,1301361,Yes,,POINT (-122.318948556867 47.6214607362437)
2130,2131,1,45,1301358,Yes,,POINT (-122.317908982639 47.6214663320377)
2132,2133,1,65,1301363,Yes,,POINT (-122.317899361758 47.6219344279476)
2137,2138,1,50,1301466,Yes,,POINT (-122.317914075119 47.6210460908923)
2250,2251,1,30,1302605,Yes,,POINT (-122.320984664899 47.619511293708)
2251,2252,1,30,1301290,Yes,,POINT (-122.320741365555 47.6194694687299)
2252,2253,1,30,1302706,Yes,,POINT (-122.320985906928 47.6192663404664)
2253,2254,1,30,1301371,Yes,,POINT (-122.320739259714 47.6192516420457)
2254,2255,1,30,1302606,Yes,,POINT (-122.320982275904 47.6190568969473)
2255,2256,1,30,1301346,Yes,,POINT (-122.320734991651 47.6188343088048)
2256,2257,1,30,1302607,Yes,,POINT (-122.32097649343 47.6188339414125)
2257,2258,1,30,1302709,Yes,,POINT (-122.320969805491 47.6186412639928)
2258,2259,1,30,1301351,Yes,,POINT (-122.320747481006 47.6198071227198)
2259,2260,1,50,1301352,Yes,,POINT (-122.320185047139 47.619852704911)
2260,2261,1,40,1301370,Yes,,POINT (-122.319668606229 47.6198586506472)
2262,2263,1,35,1302608,Yes,,POINT (-122.321038893221 47.6187913051792)
2263,2264,1,35,1302708,Yes,,POINT (-122.321348707025 47.6186872907132)
2941,2942,1,45,1302582,Yes,,POINT (-122.323029583449 47.6208585883621)
2942,2943,1,50,1302583,Yes,,POINT (-122.323019411685 47.6204003118359)
2943,2944,1,35,1301119,Yes,,POINT (-122.32291805439 47.6199464121526)
2944,2945,1,29,1302685,Yes,,POINT (-122.323328247022 47.6197681939914)
2945,2946,1,50,1302696,Yes,,POINT (-122.322289853134 47.6197933323117)
2946,2947,1,35,1302697,Yes,,POINT (-122.322419753675 47.6198246880655)
2947,2948,1,45,1302695,Yes,,POINT (-122.322280142651 47.6195568858451)
2948,2949,1,50,1302694,Yes,,POINT (-122.322262469082 47.6191245941569)
2949,2950,1,50,1301399,Yes,,POINT (-122.319384508497 47.6198561823981)
2950,2951,1,55,1301398,Yes,,POINT (-122.318885223562 47.619861308282)
2951,2952,1,55,1301691,Yes,,POINT (-122.318314445316 47.6198416728266)
2952,2953,1,55,1301387,Yes,,POINT (-122.318301772582 47.6193356360137)
2953,2954,1,50,1301386,Yes,,POINT (-122.318288177105 47.6190450771071)
2956,2957,1,60,1301369,Yes,,POINT (-122.317723135909 47.6188130844438)
3473,3474,1,45,1315425,Yes,,POINT (-122.326150862982 47.6176881895167)
3475,3476,1,35,1314076,Yes,,POINT (-122.326640408411 47.6171352319861)
3476,3477,1,35,1318561,Yes,,POINT (-122.326991723754 47.6169386553345)
3478,3479,1,40,1315340,Yes,,POINT (-122.326875104504 47.6168979666558)
3481,3482,1,50,1318562,Yes,,POINT (-122.327442819166 47.6167503261136)
3482,3483,1,50,1318560,Yes,,POINT (-122.326868567927 47.6172039253098)
3494,3495,1,55,1314356,Yes,,POINT (-122.323514064563 47.6178026819528)
3495,3496,1,55,1314355,Yes,,POINT (-122.323836845658 47.6176992860594)
3496,3497,1,50,1314351,Yes,,POINT (-122.32443149603 47.6172577803479)
3497,3498,1,55,1314357,Yes,,POINT (-122.323561767142 47.6173968687544)
3498,3499,1,50,1314358,Yes,,POINT (-122.323550504696 47.6171193445512)
3499,3500,1,50,1314353,Yes,,POINT (-122.324408356784 47.6166969169627)
3500,3501,1,45,1318558,Yes,,POINT (-122.326864884858 47.6174449290606)
3501,3502,1,65,1318555,Yes,,POINT (-122.327790061212 47.6175813431411)
3502,3503,1,70,1318556,Yes,,POINT (-122.32779979442 47.617303220344)
3503,3504,1,65,1318564,Yes,,POINT (-122.327801976072 47.6165604145989)
3504,3505,1,55,1318565,Yes,,POINT (-122.327806290949 47.6162799745693)
3505,3506,1,55,1318568,Yes,,POINT (-122.32780331827 47.6157347370992)
3789,3790,1,45,1314265,Yes,,POINT (-122.325447585371 47.616292197634)
3790,3791,1,50,1314269,Yes,,POINT (-122.325674470367 47.6162959932311)
3791,3792,1,45,1314270,Yes,,POINT (-122.325452224381 47.616618321895)
3792,3793,1,50,1314273,Yes,,POINT (-122.325459137909 47.6176605083094)
3793,3794,1,50,1314274,Yes,,POINT (-122.325105678245 47.6176660679465)
4265,4266,1,0,1316439,Yes,,POINT (-122.32220984819 47.5982813477868)
4266,4267,1,0,1316438,Yes,,POINT (-122.321948360679 47.5982809297235)
4267,4268,1,0,1316435,Yes,,POINT (-122.321942802583 47.598412618109)
4268,4269,1,0,2495222,Yes,,POINT (-122.32167109881 47.5982772824012)
4269,4270,1,0,2495224,Yes,,POINT (-122.32155458304 47.5982775558797)
4270,4271,1,0,1308497,Yes,,POINT (-122.321837937155 47.5965954240508)
4272,4273,1,40,1313482,Yes,,POINT (-122.325173963598 47.6001029716443)
4273,4274,1,60,1313479,Yes,,POINT (-122.325664825251 47.6001000999955)
4274,4275,1,30,1313492,Yes,,POINT (-122.325162166686 47.6003334571381)
4275,4276,1,45,1319315,Yes,,POINT (-122.325735455503 47.6016392123762)
4277,4278,1,70,1313093,Yes,,POINT (-122.326466654382 47.6014988437526)
4278,4279,1,70,1319311,Yes,,POINT (-122.326445858842 47.6011397662509)
4279,4280,1,47,1313092,Yes,,POINT (-122.326453624186 47.6005624736901)
4280,4281,1,55,1319025,Yes,,POINT (-122.326458366155 47.600233097569)
4281,4282,1,60,1319022,Yes,,POINT (-122.327057951873 47.6001056774136)
4377,4378,1,35,1316130,Yes,,POINT (-122.319573181174 47.5973770021077)
4712,4713,1,35,1316066,Yes,,POINT (-122.326252693145 47.5993238065732)
4714,4715,1,55,1316377,Yes,,POINT (-122.325150699324 47.5996165719238)
4716,4717,1,55,1316386,Yes,,POINT (-122.325184334036 47.5999555905969)
4717,4718,1,70,1312176,Yes,,POINT (-122.326489761826 47.5999708244063)
4718,4719,1,55,1316060,Yes,,POINT (-122.326458958887 47.5996460273076)
4719,4720,1,35,1316051,Yes,,POINT (-122.32706748806 47.5992936460795)
4720,4721,1,55,1316368,Yes,,POINT (-122.327562341082 47.5997831771401)
4721,4722,1,50,1316203,Yes,,POINT (-122.327041415182 47.5998401945214)
4722,4723,1,50,1316053,Yes,,POINT (-122.327039396321 47.599600296109)
4725,4726,1,35,1316154,Yes,,POINT (-122.32752040726 47.5990990503812)
4726,4727,1,75,1316164,Yes,,POINT (-122.326454059509 47.598443450867)
4733,4734,1,40,1316168,Yes,,POINT (-122.326983210202 47.5984192315888)
4734,4735,1,40,1316151,Yes,,POINT (-122.327544240628 47.5984181728162)
4735,4736,1,50,1316152,Yes,,POINT (-122.327573905176 47.5986042391652)
4736,4737,1,75,1316354,Yes,,POINT (-122.326268255821 47.5984387590706)
4741,4742,1,40,1313090,Yes,,POINT (-122.327024333764 47.6007942977212)
4742,4743,1,50,1316241,Yes,,POINT (-122.322558159021 47.5993044899259)
4743,4744,1,40,1316395,Yes,,POINT (-122.323591485244 47.5999547999579)
4744,4745,1,34,1316385,Yes,,POINT (-122.324472210858 47.5992821663655)
4904,4905,1,50,1313236,Yes,,POINT (-122.325191381687 47.5984191563885)
4905,4906,1,55,1316265,Yes,,POINT (-122.325147892713 47.5987830412459)
4907,4908,1,35,2495259,Yes,,POINT (-122.325270980622 47.5991030637881)
4908,4909,1,35,1316498,Yes,,POINT (-122.323840539458 47.5990650821537)
4909,4910,1,80,1316493,Yes,,POINT (-122.323853068125 47.5984432749055)
4910,4911,1,40,1316491,Yes,,POINT (-122.324072079172 47.5984200863287)
4911,4912,1,35,1313239,Yes,,POINT (-122.324953328704 47.5984352591265)
4912,4913,1,33,1316268,Yes,,POINT (-122.324342726304 47.5990924720887)
4913,4914,1,50,1316489,Yes,,POINT (-122.324427725267 47.5984460469802)
4914,4915,1,14,1317701,Yes,,POINT (-122.323641919115 47.5989409713421)
4915,4916,1,40,1316267,Yes,,POINT (-122.323601595519 47.5990901155829)
4916,4917,1,33,1316242,Yes,,POINT (-122.322660182586 47.5991013439324)
4917,4918,1,14,1316231,Yes,,POINT (-122.322636167534 47.5984178041966)
4918,4919,1,55,1316228,Yes,,POINT (-122.323057109957 47.5984194229842)
4919,4920,1,40,1317704,Yes,,POINT (-122.323640869494 47.5984795067834)
4920,4921,1,33,1316232,Yes,,POINT (-122.322533879476 47.5984410837981)
4921,4922,1,40,1316266,Yes,,POINT (-122.322587890671 47.5975804815967)
4923,4924,1,70,1317713,Yes,,POINT (-122.323484703029 47.5975840961787)
4924,4925,1,50,1316488,Yes,,POINT (-122.323857644915 47.5982208389353)
4925,4926,1,50,1316486,Yes,,POINT (-122.323857320513 47.5979263523249)
4926,4927,1,65,1316298,Yes,,POINT (-122.324455094653 47.5975807068208)
4927,4928,1,70,1316296,Yes,,POINT (-122.324427104906 47.5977782232565)
4929,4930,1,40,1316294,Yes,,POINT (-122.324949470878 47.5977664572133)
4930,4931,1,40,1313238,Yes,,POINT (-122.32487768057 47.5982801359249)
4931,4932,1,40,1316374,Yes,,POINT (-122.326214938194 47.5982900200956)
4932,4933,1,40,1313226,Yes,,POINT (-122.326270459299 47.5976109207318)
4933,4934,1,80,1313234,Yes,,POINT (-122.325165609264 47.5977603178428)
4934,4935,1,40,1313228,Yes,,POINT (-122.325742908052 47.5977755060512)
4935,4936,1,75,1313227,Yes,,POINT (-122.325737947125 47.5975915551551)
4936,4937,1,55,1312461,Yes,,POINT (-122.327554532281 47.5982748944555)
4937,4938,1,999,1316172,Yes,,POINT (-122.326464522846 47.5982146308033)
4938,4939,1,40,1313137,Yes,,POINT (-122.3274887689 47.5975704081819)
4940,4941,1,75,1313342,Yes,,POINT (-122.326472718416 47.5975816698573)
4941,4942,1,70,1316171,Yes,,POINT (-122.326459788213 47.5982615806866)
4942,4943,1,35,1313135,Yes,,POINT (-122.327575978993 47.5974336518349)
4943,4944,1,65,1313341,Yes,,POINT (-122.327075428802 47.5974511918814)
4944,4945,1,55,1313249,Yes,,POINT (-122.326658210927 47.5974484417978)
4945,4946,1,50,1313247,Yes,,POINT (-122.326462678172 47.5974153618143)
4946,4947,1,40,1313340,Yes,,POINT (-122.327582621996 47.5968741967753)
4947,4948,1,40,1313250,Yes,,POINT (-122.327579119527 47.5971476202673)
4948,4949,1,65,1313446,Yes,,POINT (-122.326471409162 47.5966310854136)
4949,4950,1,75,1313241,Yes,,POINT (-122.326262463536 47.5965778326937)
4951,4952,1,40,1313244,Yes,,POINT (-122.32617484349 47.5967363803229)
4952,4953,1,50,1313230,Yes,,POINT (-122.325766656154 47.5967373479149)
4953,4954,1,55,1313232,Yes,,POINT (-122.325199892279 47.5967357318468)
4954,4955,1,40,1313243,Yes,,POINT (-122.326278562767 47.597101899584)
4955,4956,1,35,1313246,Yes,,POINT (-122.326170702596 47.5974542903637)
4956,4957,1,40,1313229,Yes,,POINT (-122.32544448643 47.597448186373)
4957,4958,1,40,1313240,Yes,,POINT (-122.325167455163 47.5974427699294)
4959,4960,1,40,1317720,Yes,,POINT (-122.323864236435 47.5970918719044)
4960,4961,1,40,1313438,Yes,,POINT (-122.324971210915 47.5969037977279)
4961,4962,1,55,1313440,Yes,,POINT (-122.324853767116 47.596738075306)
4962,4963,1,55,1313441,Yes,,POINT (-122.324461733954 47.5967369069742)
4963,4964,1,35,1317723,Yes,,POINT (-122.323072277219 47.5974328432905)
4964,4965,1,35,1317722,Yes,,POINT (-122.323089065716 47.5970910163133)
4967,4968,1,35,1308729,Yes,,POINT (-122.320891712549 47.613323804746)
4968,4969,1,50,1308741,Yes,,POINT (-122.32157423186 47.6130413280127)
4969,4970,1,40,1308603,Yes,,POINT (-122.321052177976 47.613035520402)
4970,4971,1,50,1315244,Yes,,POINT (-122.320650615208 47.6138140519237)
4971,4972,1,50,1314301,Yes,,POINT (-122.320656402691 47.6133221418036)
4972,4973,1,55,1314005,Yes,,POINT (-122.320633906111 47.6130251979498)
4973,4974,1,55,1314104,Yes,,POINT (-122.32024881752 47.6130116769452)
4974,4975,1,30,1322251,Yes,,POINT (-122.319671190731 47.6140033059652)
4975,4976,1,50,1413009,Yes,,POINT (-122.319355332681 47.6139612436824)
4976,4977,1,60,1322252,Yes,,POINT (-122.319340527648 47.6136564296128)
4978,4979,1,55,1322261,Yes,,POINT (-122.318235693633 47.6139628308549)
4979,4980,1,40,1314308,Yes,,POINT (-122.318237021974 47.6136616279991)
4980,4981,1,55,1314012,Yes,,POINT (-122.318260058496 47.612995796286)
4981,4982,1,40,1314011,Yes,,POINT (-122.31877215489 47.6130005621161)
4982,4983,1,50,1315239,Yes,,POINT (-122.318741095219 47.6141559605115)
5064,5065,1,30,1314202,Yes,,POINT (-122.317943758451 47.6124263660879)
5065,5066,1,30,1314312,Yes,,POINT (-122.318006648278 47.6124413339898)
5066,5067,1,35,1308826,Yes,,POINT (-122.317920579593 47.6122430388589)
5077,5078,1,35,1308827,Yes,,POINT (-122.318227002791 47.612120435635)
5078,5079,1,35,1308906,Yes,,POINT (-122.318393563471 47.6120687952291)
5079,5080,1,35,1314023,Yes,,POINT (-122.318771615126 47.6120816151384)
5080,5081,1,35,1308907,Yes,,POINT (-122.319030327276 47.6117991583845)
5083,5084,1,50,1314013,Yes,,POINT (-122.318216914549 47.612568065384)
5212,5213,1,35,1313398,Yes,,POINT (-122.327266774627 47.6031547680371)
5229,5230,1,47,1308312,Yes,,POINT (-122.319578798325 47.6051416540715)
5232,5233,1,40,1308062,Yes,,POINT (-122.320869721172 47.6045181452053)
5233,5234,1,33,1311498,Yes,,POINT (-122.320891827348 47.6088259292702)
5234,5235,1,50,1308301,Yes,,POINT (-122.318204955609 47.6054545782347)
5324,5325,1,40,1374485,Yes,,POINT (-122.357031242661 47.6176676012536)
5326,5327,1,32,1374500,Yes,,POINT (-122.356828222886 47.6172611980204)
5327,5328,1,32,1374480,Yes,,POINT (-122.356659674375 47.6171591722721)
5329,5330,1,50,1374482,Yes,,POINT (-122.357000649346 47.6171379689453)
5335,5336,1,35,1316131,Yes,,POINT (-122.319458936968 47.5968917449864)
5343,5344,1,30,1316318,Yes,,POINT (-122.319222204465 47.5967358008018)
5344,5345,1,40,1308496,Yes,,POINT (-122.321870033076 47.5966049493594)
5345,5346,1,47,1308493,Yes,,POINT (-122.322347416425 47.5965855418028)
5346,5347,1,55,1313141,Yes,,POINT (-122.322354510192 47.5969186017231)
5347,5348,1,35,1313470,Yes,,POINT (-122.322346268915 47.5972540556013)
5348,5349,1,40,1316440,Yes,,POINT (-122.321728375107 47.5975769209102)
5349,5350,1,33,1316441,Yes,,POINT (-122.322294722708 47.5974398100065)
5350,5351,1,40,1316447,Yes,,POINT (-122.322344281139 47.5984317694815)
5351,5352,1,35,1316436,Yes,,POINT (-122.321975127436 47.5984089046847)
5352,5353,1,33,1316326,Yes,,POINT (-122.320529974397 47.5992850653894)
5355,5356,1,34,1316341,Yes,,POINT (-122.319007897436 47.5990843752514)
5356,5357,1,50,1316339,Yes,,POINT (-122.318663081586 47.5990905219408)
5375,5376,1,50,1314309,Yes,,POINT (-122.317772578838 47.6129946526704)
5492,5493,1,999,1312473,Yes,,POINT (-122.330366681195 47.5993100664734)
5493,5494,1,30,1312475,Yes,,POINT (-122.330513153763 47.5999486711821)
5495,5496,1,26,1313178,Yes,,POINT (-122.331070049995 47.5991342244187)
5496,5497,1,40,1313009,Yes,,POINT (-122.331777017925 47.5982100571851)
5497,5498,1,40,1313010,Yes,,POINT (-122.331322103228 47.5982194069159)
5564,5565,1,40,1311407,Yes,,POINT (-122.32317133594 47.6062879747608)
5567,5568,1,35,1308137,Yes,,POINT (-122.322324426332 47.6061303018103)
5568,5569,1,50,1308138,Yes,,POINT (-122.322172763509 47.6059694032381)
5569,5570,1,40,1311414,Yes,,POINT (-122.323170793302 47.6051767738053)
5570,5571,1,45,1311415,Yes,,POINT (-122.322872562363 47.6052957923595)
5571,5572,1,40,1308131,Yes,,POINT (-122.322345319703 47.6055047304924)
5572,5573,1,60,1311416,Yes,,POINT (-122.322588388317 47.6049753087808)
5573,5574,1,40,1306768,Yes,,POINT (-122.323638635645 47.6042078320562)
5574,5575,1,35,1308149,Yes,,POINT (-122.322861882036 47.6042955279769)
5575,5576,1,30,1306765,Yes,,POINT (-122.322987923486 47.6035006052583)
5576,5577,1,62,1306763,Yes,,POINT (-122.322640771282 47.6034092172832)
5577,5578,1,55,1306762,Yes,,POINT (-122.322182889275 47.6035910168323)
5578,5579,1,50,1308130,Yes,,POINT (-122.321567714156 47.6038625746937)
5579,5580,1,55,1308148,Yes,,POINT (-122.321922782832 47.6042533922301)
5580,5581,1,60,1308126,Yes,,POINT (-122.322308223938 47.6046735681053)
5581,5582,1,35,1308057,Yes,,POINT (-122.321713345299 47.6047714006747)
5582,5583,1,47,1308056,Yes,,POINT (-122.321812937804 47.6049012669099)
5583,5584,1,50,1308059,Yes,,POINT (-122.321645029565 47.6053921180001)
5584,5585,1,34,1311418,Yes,,POINT (-122.321681352581 47.6057918047123)
5586,5587,1,30,1311454,Yes,,POINT (-122.322337420259 47.6064833094295)
5587,5588,1,40,1311466,Yes,,POINT (-122.322162490873 47.6067324742241)
5588,5589,1,33,1311457,Yes,,POINT (-122.32252830552 47.6066261045626)
5589,5590,1,60,1311467,Yes,,POINT (-122.321535629375 47.6069722668729)
5591,5592,1,35,1308232,Yes,,POINT (-122.320876173096 47.6104724071827)
5592,5593,1,55,1308231,Yes,,POINT (-122.321274654979 47.6100361433315)
5593,5594,1,30,1308230,Yes,,POINT (-122.321444503905 47.6098314210103)
5594,5595,1,50,1311496,Yes,,POINT (-122.320932850789 47.608205687261)
5595,5596,1,50,1311495,Yes,,POINT (-122.321039566046 47.6080296632635)
5596,5597,1,33,1311493,Yes,,POINT (-122.320871920827 47.6072487623115)
5735,5736,1,40,1311456,Yes,,POINT (-122.320876777197 47.6070540995155)
5736,5737,1,65,1311455,Yes,,POINT (-122.320860914231 47.6068029343987)
5737,5738,1,65,1311472,Yes,,POINT (-122.32131678837 47.6067296287629)
5738,5739,1,50,1311471,Yes,,POINT (-122.321139705901 47.6065083703637)
5739,5740,1,60,1311475,Yes,,POINT (-122.320908974397 47.606245359807)
5742,5743,1,34,1311411,Yes,,POINT (-122.320858218321 47.605797085315)
5743,5744,1,34,1311412,Yes,,POINT (-122.320861246905 47.6055585936209)
5744,5745,1,34,1311413,Yes,,POINT (-122.320866769304 47.6052656458327)
5745,5746,1,50,1308141,Yes,,POINT (-122.321385008958 47.6051061664661)
5746,5747,1,30,1308060,Yes,,POINT (-122.320911783574 47.6051132492188)
6145,6146,1,50,1301495,Yes,,POINT (-122.318299458042 47.6179747740267)
6146,6147,1,55,1301493,Yes,,POINT (-122.318311291011 47.6186783659445)
6147,6148,1,60,1301496,Yes,,POINT (-122.318701406078 47.6187047376292)
6148,6149,1,60,1301497,Yes,,POINT (-122.319011292629 47.6187062710316)
6149,6150,1,55,1301498,Yes,,POINT (-122.319454776737 47.6187037386763)
6341,6342,1,40,1314017,Yes,,POINT (-122.318907359157 47.6122357641987)
6342,6343,1,50,1314018,Yes,,POINT (-122.319275294576 47.6122621460402)
6343,6344,1,50,1314019,Yes,,POINT (-122.319307462547 47.6125913330651)
